label,n_questions_with_label,n_eligible_rows_with_label,mean_balanced_shift,median_balanced_shift,ci95_low,ci95_high,sign_probability_positive,sign_probability_negative,bootstrap_repetitions,bootstrap_seed
is_ideation,2,6,0.0053750463707174555,0.004149377593360995,-0.004166666666666667,0.019924318789100566,0.6452,0.0462,5000,42
is_design,127,362,0.05277978432359377,0.051282051282051294,-0.04198473282442744,0.15000000000000002,0.852,0.1238,5000,42
is_build,39,96,-0.01467136061167344,-0.01431131592421915,-0.07834101382488479,0.04859022556390967,0.2976,0.6552,5000,42
is_test,14,35,-0.017123802591128823,-0.016597510373443987,-0.061541850220264316,0.02542372881355932,0.1898,0.7584,5000,42
is_learn,9,28,0.011547837478068748,0.01174172794117647,-0.01895869749337754,0.04471544715447154,0.7288,0.1862,5000,42
is_release,23,72,-0.01883758896669155,-0.017937219730941707,-0.07490870786516853,0.03484548788095489,0.2246,0.723,5000,42
is_test_learn,23,63,-0.0056919766061616275,-0.004405286343612327,-0.059327078288942695,0.04681476846057563,0.3862,0.5536,5000,42
is_background_knowledge,120,328,-0.05736188917808238,-0.05882352941176466,-0.15476315002988644,0.03891050583657585,0.1146,0.868,5000,42
