model,delta_balanced_accuracy_vs_A_mean,delta_balanced_accuracy_vs_A_standard_deviation,delta_balanced_accuracy_vs_A_ci95_low,delta_balanced_accuracy_vs_A_ci95_high,delta_macro_f1_vs_A_mean,delta_macro_f1_vs_A_standard_deviation,delta_macro_f1_vs_A_ci95_low,delta_macro_f1_vs_A_ci95_high,delta_roc_auc_vs_A_mean,delta_roc_auc_vs_A_standard_deviation,delta_roc_auc_vs_A_ci95_low,delta_roc_auc_vs_A_ci95_high,delta_log_loss_vs_A_mean,delta_log_loss_vs_A_standard_deviation,delta_log_loss_vs_A_ci95_low,delta_log_loss_vs_A_ci95_high,delta_brier_score_vs_A_mean,delta_brier_score_vs_A_standard_deviation,delta_brier_score_vs_A_ci95_low,delta_brier_score_vs_A_ci95_high
Model A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Model B,0.004985994397759086,0.011178781523098752,-0.01380602240896359,0.022002801120448157,-0.007317669610427286,0.012356896816206733,-0.02863448073744034,0.014743823883336884,0.00630087329049267,0.008714189573715638,-0.009879510627780433,0.0186728662053057,0.006790721216974771,0.0039396995047922935,0.0018584131034014711,0.014713837729309827,0.0029417164566853003,0.0017806293314860996,0.000714962676844963,0.006387028570137212
Model C,0.007499999999999974,0.013270435030786622,-0.016999299719887947,0.027447478991596594,-0.004554241320704311,0.014483748286403527,-0.029537731919696913,0.02079794789657609,0.009032171692206293,0.008746460903288459,-0.009151013346514946,0.021327030812324958,0.005117759610980927,0.003938255671100739,0.00030766877222501157,0.012729403519749695,0.002164148622052134,0.0018055438219226558,-0.00012106447659878463,0.005556199361991931
Model D,0.006442577030812302,0.011878673359462105,-0.017538515406162462,0.02299019607843128,-0.014312377065696286,0.012247724682434824,-0.03692525997074092,0.006567444682518987,0.0027988548360520725,0.010650998294135346,-0.020625102982369397,0.018029535343549202,0.014994709022123475,0.005579970311760663,0.005130253620268399,0.02484417825714435,0.006553379315795488,0.0025341538019101164,0.002144118736358108,0.011079061286718041
