model,balanced_accuracy_mean,balanced_accuracy_standard_deviation,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,macro_f1_mean,macro_f1_standard_deviation,macro_f1_ci95_low,macro_f1_ci95_high,roc_auc_mean,roc_auc_standard_deviation,roc_auc_ci95_low,roc_auc_ci95_high,average_precision_mean,average_precision_standard_deviation,average_precision_ci95_low,average_precision_ci95_high,log_loss_mean,log_loss_standard_deviation,log_loss_ci95_low,log_loss_ci95_high,brier_score_mean,brier_score_standard_deviation,brier_score_ci95_low,brier_score_ci95_high,delta_balanced_accuracy_vs_A_mean,delta_balanced_accuracy_vs_A_standard_deviation,delta_balanced_accuracy_vs_A_ci95_low,delta_balanced_accuracy_vs_A_ci95_high,delta_macro_f1_vs_A_mean,delta_macro_f1_vs_A_standard_deviation,delta_macro_f1_vs_A_ci95_low,delta_macro_f1_vs_A_ci95_high,delta_roc_auc_vs_A_mean,delta_roc_auc_vs_A_standard_deviation,delta_roc_auc_vs_A_ci95_low,delta_roc_auc_vs_A_ci95_high,delta_log_loss_vs_A_mean,delta_log_loss_vs_A_standard_deviation,delta_log_loss_vs_A_ci95_low,delta_log_loss_vs_A_ci95_high,delta_brier_score_vs_A_mean,delta_brier_score_vs_A_standard_deviation,delta_brier_score_vs_A_ci95_low,delta_brier_score_vs_A_ci95_high
Model A,0.5301672592113769,0.014826416050362898,0.5043360132514544,0.5514766483516483,0.5124861067495615,0.016176521802601047,0.48662453266868433,0.5409029579406789,0.5509938590820944,0.010658459477628848,0.5336078902714932,0.568673743535876,0.726180040240967,0.007194669869127429,0.7156108668522245,0.7389367217127093,0.69060297029021,0.004241440914870911,0.6842395397282549,0.6986644535056438,0.2486314791009014,0.0020004542008950077,0.2455495232601778,0.2522689169469063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Model B,0.5371161926308985,0.02162138355372624,0.5055914673561732,0.5780755090497737,0.5158139751144815,0.0205000824026178,0.48826508396562335,0.5563483516047051,0.562410108274079,0.021182470260025274,0.5259473981900453,0.5938181763089851,0.7454808428404878,0.017847283315338653,0.7118864982845116,0.7723815486069326,0.6931226319268355,0.009668454948219862,0.6791855938105973,0.711503227002462,0.24977051666344993,0.004486301766972553,0.24325643626457444,0.2581626840288617,0.006948933419521647,0.022078178124720047,-0.025934267937944483,0.05136150614091777,0.00332786836491987,0.023296424701928112,-0.030577731838385504,0.05126738388498937,0.01141624919198449,0.020052328483610833,-0.025261595022624404,0.039831124757595426,0.0025196616366255087,0.009268371921051536,-0.010170416855632022,0.02033411545065424,0.0011390375625485699,0.004315730294380287,-0.004866861931926466,0.009258933957931098
Model C,0.52266685520362,0.012269571486750843,0.4997606254040078,0.5439318034906271,0.4983519008658501,0.011029708974979418,0.4768552398148482,0.5166643753843928,0.5447882999353588,0.013795476471624648,0.5195484203296703,0.5674127343244991,0.7235713201919162,0.012718087669282403,0.700540512150569,0.743989905399974,0.6962797873835793,0.005569917965211574,0.6866995860665523,0.7053973679263731,0.25123482207816394,0.0025170988142047077,0.24677294497049457,0.2553332513907274,-0.007500404007756961,0.015205485680860267,-0.032148917259211485,0.022763817065287663,-0.014134205883711426,0.016552013313919343,-0.0353133192378163,0.01911319883401075,-0.0062055591467356066,0.009968463159944058,-0.023911704104718837,0.009412875727214037,0.005676817093369313,0.004017125725318725,-0.0007448151797599138,0.014287727341409318,0.0026033429772625225,0.0018130677779649833,-0.0003313006711003644,0.0065986084163140325
Model D,0.5221214447317388,0.01281774012317681,0.501245353910795,0.5447680995475113,0.499219605412473,0.014877028228424568,0.47368826767521266,0.5271011345197868,0.5453983516483516,0.013286684372130462,0.5177723012281835,0.565836599062702,0.7265231002423327,0.011211427967611105,0.7088916155358767,0.7453408472024133,0.6943253905990281,0.005527634491806581,0.6859085908526993,0.7043421984841448,0.25052408902294343,0.002619965692159086,0.24664747005134136,0.25538493822122316,-0.008045814479638036,0.010614975498080733,-0.023995030704589613,0.013209033613445307,-0.013266501337088444,0.014333959614996025,-0.03965934814282299,0.011823722590119573,-0.0055955074337427245,0.00831857966436767,-0.0203453256302522,0.005951539269553952,0.00372242030881787,0.0038390851806217353,-0.0019508140830594213,0.010733161473686815,0.0018926099220420239,0.0018290210934866057,-0.0007996279694630723,0.005199397030614514
Model E,0.517380413703943,0.016042220056578498,0.4869697398190045,0.5378292663219133,0.4985802899819597,0.016120202191084964,0.4693154146502576,0.5230754859610786,0.5342588477698772,0.017310581056371156,0.4957882191338074,0.5571489172592113,0.713192014411441,0.010172550404205291,0.6949283895502909,0.7307205245304346,0.69942807594475,0.0058460065741819224,0.691929230600545,0.709821316684271,0.2527723492606933,0.002738764490453234,0.24924770031396568,0.25766144970236127,-0.01278684550743377,0.019571946753258514,-0.0460629444085327,0.020438752424046518,-0.013905816767601862,0.01731959104880229,-0.03802674924486127,0.016264567967143245,-0.016735011312217184,0.013371896247722649,-0.040806803490626986,0.005430874272786074,0.0088251056545398,0.004659124874176077,0.0022204765394823606,0.01927718284340971,0.004140870159791891,0.002201078944491123,0.0010534831453899614,0.008922009787697794
Model F,0.5209255817711698,0.02153832432596151,0.4874333387201034,0.5555217760180996,0.5016188155370891,0.018705478033809727,0.47443029911748463,0.5332552875424211,0.5281300500969618,0.021093779418486485,0.49663916047188106,0.5674763655462184,0.7171058134628606,0.01723007425229545,0.6872577701719293,0.751767091330169,0.7129593591455922,0.011929769585650495,0.6919118699320455,0.7383002238338483,0.25859558727026544,0.005303645784163897,0.24935346711486958,0.2695589309660098,-0.00924167744020686,0.021255843872348162,-0.03679197640594703,0.03474971719457015,-0.010867291212472374,0.020726308151947346,-0.03495852973377172,0.03201437177617182,-0.022863808985132524,0.01934802615931125,-0.05493444974143506,0.006382817550096925,0.022356388855382124,0.012009105865231209,0.00504095192244427,0.04706943697652137,0.009964108169364,0.005358510461141538,0.002489180758143564,0.020626224224753516
Model G,0.5052460407239817,0.021569399752729552,0.47329811732385263,0.5447852698771817,0.49175933252640636,0.020146657038457656,0.45997701789010703,0.5267909464701467,0.5153805753070457,0.02092416918657776,0.4866248181965094,0.5548031472204266,0.7135742550507438,0.01578100559148161,0.693033591410638,0.7414818917340605,0.7287733132335068,0.014708571428540306,0.7037289342567753,0.7556747894666241,0.2646502154814299,0.0061752817009005445,0.25438920782068203,0.2764672204346766,-0.02492121848739498,0.018376560744503938,-0.05899523270846802,0.0022260827407886014,-0.020726774223155105,0.0199168026691739,-0.06396320776190632,0.004458760843038748,-0.03561328377504848,0.021168657158576923,-0.06663148432449902,-0.0027664431157078703,0.038170342943296715,0.015434336409268449,0.01711867097440593,0.06922436562018783,0.01601873638052844,0.006687123250747148,0.007648840255586051,0.029786931051898686
