model,delta_balanced_accuracy_vs_A_mean,delta_balanced_accuracy_vs_A_standard_deviation,delta_balanced_accuracy_vs_A_ci95_low,delta_balanced_accuracy_vs_A_ci95_high,delta_macro_f1_vs_A_mean,delta_macro_f1_vs_A_standard_deviation,delta_macro_f1_vs_A_ci95_low,delta_macro_f1_vs_A_ci95_high,delta_roc_auc_vs_A_mean,delta_roc_auc_vs_A_standard_deviation,delta_roc_auc_vs_A_ci95_low,delta_roc_auc_vs_A_ci95_high,delta_log_loss_vs_A_mean,delta_log_loss_vs_A_standard_deviation,delta_log_loss_vs_A_ci95_low,delta_log_loss_vs_A_ci95_high,delta_brier_score_vs_A_mean,delta_brier_score_vs_A_standard_deviation,delta_brier_score_vs_A_ci95_low,delta_brier_score_vs_A_ci95_high
Model A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Model B,0.006948933419521647,0.022078178124720047,-0.025934267937944483,0.05136150614091777,0.00332786836491987,0.023296424701928112,-0.030577731838385504,0.05126738388498937,0.01141624919198449,0.020052328483610833,-0.025261595022624404,0.039831124757595426,0.0025196616366255087,0.009268371921051536,-0.010170416855632022,0.02033411545065424,0.0011390375625485699,0.004315730294380287,-0.004866861931926466,0.009258933957931098
Model C,-0.007500404007756961,0.015205485680860267,-0.032148917259211485,0.022763817065287663,-0.014134205883711426,0.016552013313919343,-0.0353133192378163,0.01911319883401075,-0.0062055591467356066,0.009968463159944058,-0.023911704104718837,0.009412875727214037,0.005676817093369313,0.004017125725318725,-0.0007448151797599138,0.014287727341409318,0.0026033429772625225,0.0018130677779649833,-0.0003313006711003644,0.0065986084163140325
Model D,-0.008045814479638036,0.010614975498080733,-0.023995030704589613,0.013209033613445307,-0.013266501337088444,0.014333959614996025,-0.03965934814282299,0.011823722590119573,-0.0055955074337427245,0.00831857966436767,-0.0203453256302522,0.005951539269553952,0.00372242030881787,0.0038390851806217353,-0.0019508140830594213,0.010733161473686815,0.0018926099220420239,0.0018290210934866057,-0.0007996279694630723,0.005199397030614514
Model E,-0.01278684550743377,0.019571946753258514,-0.0460629444085327,0.020438752424046518,-0.013905816767601862,0.01731959104880229,-0.03802674924486127,0.016264567967143245,-0.016735011312217184,0.013371896247722649,-0.040806803490626986,0.005430874272786074,0.0088251056545398,0.004659124874176077,0.0022204765394823606,0.01927718284340971,0.004140870159791891,0.002201078944491123,0.0010534831453899614,0.008922009787697794
Model F,-0.00924167744020686,0.021255843872348162,-0.03679197640594703,0.03474971719457015,-0.010867291212472374,0.020726308151947346,-0.03495852973377172,0.03201437177617182,-0.022863808985132524,0.01934802615931125,-0.05493444974143506,0.006382817550096925,0.022356388855382124,0.012009105865231209,0.00504095192244427,0.04706943697652137,0.009964108169364,0.005358510461141538,0.002489180758143564,0.020626224224753516
Model G,-0.02492121848739498,0.018376560744503938,-0.05899523270846802,0.0022260827407886014,-0.020726774223155105,0.0199168026691739,-0.06396320776190632,0.004458760843038748,-0.03561328377504848,0.021168657158576923,-0.06663148432449902,-0.0027664431157078703,0.038170342943296715,0.015434336409268449,0.01711867097440593,0.06922436562018783,0.01601873638052844,0.006687123250747148,0.007648840255586051,0.029786931051898686
