subset,model,balanced_accuracy_mean,balanced_accuracy_standard_deviation,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,macro_f1_mean,macro_f1_standard_deviation,macro_f1_ci95_low,macro_f1_ci95_high,roc_auc_mean,roc_auc_standard_deviation,roc_auc_ci95_low,roc_auc_ci95_high,average_precision_mean,average_precision_standard_deviation,average_precision_ci95_low,average_precision_ci95_high,log_loss_mean,log_loss_standard_deviation,log_loss_ci95_low,log_loss_ci95_high,brier_score_mean,brier_score_standard_deviation,brier_score_ci95_low,brier_score_ci95_high,delta_balanced_accuracy_vs_A_mean,delta_balanced_accuracy_vs_A_standard_deviation,delta_balanced_accuracy_vs_A_ci95_low,delta_balanced_accuracy_vs_A_ci95_high,delta_macro_f1_vs_A_mean,delta_macro_f1_vs_A_standard_deviation,delta_macro_f1_vs_A_ci95_low,delta_macro_f1_vs_A_ci95_high,delta_roc_auc_vs_A_mean,delta_roc_auc_vs_A_standard_deviation,delta_roc_auc_vs_A_ci95_low,delta_roc_auc_vs_A_ci95_high,delta_log_loss_vs_A_mean,delta_log_loss_vs_A_standard_deviation,delta_log_loss_vs_A_ci95_low,delta_log_loss_vs_A_ci95_high,delta_brier_score_vs_A_mean,delta_brier_score_vs_A_standard_deviation,delta_brier_score_vs_A_ci95_low,delta_brier_score_vs_A_ci95_high
S1_no_review,Model D,0.5221214447317388,0.01281774012317681,0.501245353910795,0.5447680995475113,0.499219605412473,0.014877028228424568,0.47368826767521266,0.5271011345197868,0.5453983516483516,0.013286684372130462,0.5177723012281835,0.565836599062702,0.7265231002423327,0.011211427967611105,0.7088916155358767,0.7453408472024133,0.6943253905990281,0.005527634491806581,0.6859085908526993,0.7043421984841448,0.25052408902294343,0.002619965692159086,0.24664747005134136,0.25538493822122316,-0.008045814479638036,0.010614975498080733,-0.023995030704589613,0.013209033613445307,-0.013266501337088444,0.014333959614996025,-0.03965934814282299,0.011823722590119573,-0.0055955074337427245,0.00831857966436767,-0.0203453256302522,0.005951539269553952,0.00372242030881787,0.0038390851806217353,-0.0019508140830594213,0.010733161473686815,0.0018926099220420239,0.0018290210934866057,-0.0007996279694630723,0.005199397030614514
S1_no_review,Model E,0.517380413703943,0.016042220056578498,0.4869697398190045,0.5378292663219133,0.4985802899819597,0.016120202191084964,0.4693154146502576,0.5230754859610786,0.5342588477698772,0.017310581056371156,0.4957882191338074,0.5571489172592113,0.713192014411441,0.010172550404205291,0.6949283895502909,0.7307205245304346,0.69942807594475,0.0058460065741819224,0.691929230600545,0.709821316684271,0.2527723492606933,0.002738764490453234,0.24924770031396568,0.25766144970236127,-0.01278684550743377,0.019571946753258514,-0.0460629444085327,0.020438752424046518,-0.013905816767601862,0.01731959104880229,-0.03802674924486127,0.016264567967143245,-0.016735011312217184,0.013371896247722649,-0.040806803490626986,0.005430874272786074,0.0088251056545398,0.004659124874176077,0.0022204765394823606,0.01927718284340971,0.004140870159791891,0.002201078944491123,0.0010534831453899614,0.008922009787697794
S1_no_review,Model F,0.5209255817711698,0.02153832432596151,0.4874333387201034,0.5555217760180996,0.5016188155370891,0.018705478033809727,0.47443029911748463,0.5332552875424211,0.5281300500969618,0.021093779418486485,0.49663916047188106,0.5674763655462184,0.7171058134628606,0.01723007425229545,0.6872577701719293,0.751767091330169,0.7129593591455922,0.011929769585650495,0.6919118699320455,0.7383002238338483,0.25859558727026544,0.005303645784163897,0.24935346711486958,0.2695589309660098,-0.00924167744020686,0.021255843872348162,-0.03679197640594703,0.03474971719457015,-0.010867291212472374,0.020726308151947346,-0.03495852973377172,0.03201437177617182,-0.022863808985132524,0.01934802615931125,-0.05493444974143506,0.006382817550096925,0.022356388855382124,0.012009105865231209,0.00504095192244427,0.04706943697652137,0.009964108169364,0.005358510461141538,0.002489180758143564,0.020626224224753516
S1_no_review,Model G,0.5052460407239817,0.021569399752729552,0.47329811732385263,0.5447852698771817,0.49175933252640636,0.020146657038457656,0.45997701789010703,0.5267909464701467,0.5153805753070457,0.02092416918657776,0.4866248181965094,0.5548031472204266,0.7135742550507438,0.01578100559148161,0.693033591410638,0.7414818917340605,0.7287733132335068,0.014708571428540306,0.7037289342567753,0.7556747894666241,0.2646502154814299,0.0061752817009005445,0.25438920782068203,0.2764672204346766,-0.02492121848739498,0.018376560744503938,-0.05899523270846802,0.0022260827407886014,-0.020726774223155105,0.0199168026691739,-0.06396320776190632,0.004458760843038748,-0.03561328377504848,0.021168657158576923,-0.06663148432449902,-0.0027664431157078703,0.038170342943296715,0.015434336409268449,0.01711867097440593,0.06922436562018783,0.01601873638052844,0.006687123250747148,0.007648840255586051,0.029786931051898686
S2_high_confidence,Model A,0.5534344750558451,0.025848918455251887,0.49581161578555477,0.5885145197319435,0.5358586868358322,0.024983793512997267,0.4855542886791635,0.5730146262763496,0.545288067758749,0.019841865239064106,0.5108572226358898,0.576136680938198,0.7229492986290569,0.012758463123992422,0.7003860767010399,0.7453043703935178,0.6963577916269464,0.008655931306748405,0.6837486208114539,0.713897166698376,0.2512325788295381,0.004015730042394671,0.24530637322998,0.2592488339150354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2_high_confidence,Model B,0.541427773641102,0.02763120022213527,0.4948669024571854,0.5873929635145198,0.5236576630909384,0.02312605563422086,0.4886862758597736,0.5633247215156593,0.5343936150409531,0.02641342154938349,0.4926470588235294,0.5804332650781832,0.7170170251863756,0.014998694534732753,0.6868702492621238,0.7388379974554989,0.7007219573402064,0.00855239024140198,0.686263324166364,0.7157843961634172,0.25316664306674336,0.0039917021180278815,0.24644064714303757,0.26031250984939275,-0.01200670141474312,0.02484525376229715,-0.051582278481012586,0.035336001489203184,-0.012201023744893772,0.022648014885341596,-0.04977478688530673,0.03199386288057135,-0.010894452717795992,0.018145983626266102,-0.047272896500372336,0.01488039836187639,0.0043641657132597435,0.006909412020312354,-0.003521890964986782,0.020619841381653098,0.0019340642372052894,0.003275247685662562,-0.0017691462714443968,0.009715698698112663
S2_high_confidence,Model C,0.541255584512286,0.025045885526802474,0.49918326507818317,0.5809544862248697,0.5226623609910601,0.025146388193568354,0.48243523962383633,0.564910731261887,0.5272477661950856,0.026035508176128607,0.47643452159344746,0.5596623696947133,0.7100726338167991,0.015863212961564812,0.6813207038159925,0.734862089100718,0.7022607587400931,0.010225423539136691,0.6892875096502531,0.7218200340813044,0.25403259455463056,0.00478877220716362,0.24784347544545263,0.26324254575067146,-0.0121788905435592,0.020178500920037246,-0.04704253536857784,0.023178052866716266,-0.01319632584477202,0.022022918345175464,-0.05098227266340435,0.022215661743765713,-0.01804030156366344,0.016222991714075298,-0.05020360201042439,0.002013914743112339,0.00590296711314669,0.005268833909264001,0.0006854222278022293,0.01706721558978747,0.0028000157250924864,0.002541215537934194,0.0002773337758390601,0.008175140524399374
S2_high_confidence,Model D,0.5488086373790023,0.02970354767295379,0.49188849590469097,0.5832092330603127,0.5319785356462188,0.02782443925775775,0.48209877795894746,0.5642186452045607,0.5365134028294862,0.023030441375832326,0.49387565152643337,0.5720332278481012,0.7196888865918893,0.013517757543001505,0.6980647442117004,0.7424709763260682,0.6995211927365674,0.00936913942550904,0.6848863377477558,0.7186661405994779,0.25265217057071815,0.004337385496205158,0.24580387308104695,0.2614329168696077,-0.004625837676842904,0.01324586997104736,-0.031073157110945607,0.018021686522710294,-0.0038801511896134093,0.012222064582876037,-0.025053985805789016,0.01906978483979642,-0.008774664929262845,0.008040095746798035,-0.024674236783320876,0.003141288160833937,0.003163401109620839,0.003139317250358512,-0.0003991383732523917,0.009724369724651757,0.0014195917411800804,0.0014104557499299874,-0.0002522246504928355,0.004314843963876929
S2_high_confidence,Model E,0.5534344750558451,0.025848918455251887,0.49581161578555477,0.5885145197319435,0.5358586868358322,0.024983793512997267,0.4855542886791635,0.5730146262763496,0.5448459605361131,0.02006819331569206,0.5090120067014148,0.5756503629932986,0.7227954473629379,0.012812229522105017,0.7003860767010399,0.7452462570169188,0.696377532683093,0.008661260275821734,0.6837594344047334,0.7139260655415638,0.25124191641831406,0.004018218375195235,0.2453115188240169,0.25926237190241036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00044210722263589574,0.0009148796516228046,-0.0027108153387937345,0.0,1.97410561464495e-05,2.358646853494395e-05,-3.316777674949034e-05,5.414659964046441e-05,9.337588775988615e-06,1.0999103629593694e-05,-1.5364293948652573e-05,2.5080939888284108e-05
S2_high_confidence,Model F,0.521909903201787,0.029130518505466073,0.47700577066269545,0.5685173119880863,0.5057176434988354,0.024130543581940587,0.46552432098887053,0.5442277511779906,0.5112132352941176,0.03147831074355373,0.45978569434102756,0.5599334512285926,0.7023896619224348,0.01933883422872801,0.6673756212595423,0.7295849079031238,0.7117028903448147,0.012970172933266197,0.6940622857987873,0.7405224546031068,0.2580760855203045,0.005901030140896804,0.25000822799718303,0.27111611048085166,-0.03152457185405811,0.022868506932207468,-0.07474171630677584,0.008786299329858374,-0.03014104333699689,0.018526540955493727,-0.06516175293876621,0.004452270103273745,-0.03407483246463141,0.022713088248490963,-0.08050190804169766,-0.0026189035740878746,0.015345098717868095,0.011278535700703111,0.0040625477276474194,0.03937762520717995,0.006843506690766356,0.005162311581027632,0.0016426571583054328,0.01790413315551009
S2_high_confidence,Model G,0.5250232688011913,0.03218054209024839,0.4705789277736411,0.561646034996277,0.5047648930235026,0.027339996479239584,0.46046885150938677,0.5383764483389634,0.504625837676843,0.02875056370439718,0.4564861783320924,0.5453171537602383,0.6926689610404646,0.01719783939053329,0.6625121108019132,0.7195660247923974,0.7270844155015116,0.016948915916872663,0.7055734586516342,0.7621134763838523,0.26428973216434265,0.0072961033825194675,0.2551926552406295,0.27937433961196534,-0.028411206254653775,0.02683719065914736,-0.07016008935219654,0.016918745346239758,-0.03109379381232951,0.023933462013014953,-0.07672034754147197,0.0077302040914673555,-0.04066223008190619,0.024625777372533998,-0.089865273641102,-0.0057113272524200445,0.03072662387456489,0.013702455510144223,0.013104079335347112,0.05892495267317095,0.01305715333480455,0.006012580787548658,0.004885804199885368,0.02509753053693426
S3_collapse_uncertain,Model A,0.5594366415767829,0.01137213748684937,0.5384958679289206,0.5762275936990766,0.5579111960465069,0.013447537406833772,0.5323571888625936,0.5777290573285929,0.5672767129665555,0.00888708672533315,0.5477466633041049,0.5820802940948242,0.7212230999613913,0.006454112438007794,0.7090689137349799,0.7330073900379602,0.6834374521746795,0.0026516978386646947,0.6792584774383763,0.6890274094487974,0.24501496216727908,0.0012750094286611755,0.24301302094306215,0.2477404240567184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3_collapse_uncertain,Model B,0.5702310467913401,0.010248612953823953,0.5521253976875922,0.5863168309148754,0.5582623842003741,0.009760874364685045,0.5410813790756506,0.5736895596759233,0.5756485217661209,0.011709211609878693,0.5523449988360363,0.593054531698611,0.726587743583444,0.0103557780646269,0.708733497694174,0.7429201717995892,0.6879670664117526,0.004665218927091813,0.6810739681653015,0.6971911306958567,0.246879677188585,0.0021894583436769073,0.24375054265041,0.25135316817688086,0.010794405214557296,0.015259717989815449,-0.010301175603321213,0.03341322650733294,0.0003511881538673933,0.01642761099202685,-0.021230549544505387,0.024705918221272303,0.00837180879956545,0.007234835792001891,-0.003973190036470934,0.021082292232482445,0.004529614237072965,0.0028423084239449317,0.00013080645055898457,0.009599322561939216,0.0018647150213059933,0.0013120262814409534,-6.930303841380103e-05,0.004265946737714527
S3_collapse_uncertain,Model C,0.5695995964925895,0.012860603239653868,0.5526560681306744,0.5904172809808335,0.559484740863259,0.012999065425396809,0.5426091278714856,0.5805819899890561,0.5730350353068985,0.010653505545875026,0.5500616900752697,0.5838869597268566,0.7150923915874734,0.007894355630586923,0.7001983759217242,0.7259460928341896,0.6871578142044655,0.0038540966902145036,0.6828107886761646,0.6957889361545572,0.24665006115961238,0.0018355334277383676,0.24464127312849188,0.25079125220037257,0.010162954915806637,0.011973374615393514,-0.011624505315434136,0.030296034763715337,0.0015735448167521371,0.01377560295877553,-0.021248224705675712,0.027810280887188565,0.005758322340342986,0.007410772165713941,-0.007546655544346989,0.015933013889966617,0.003720362029785973,0.002600008453215329,0.00047097696855617766,0.009330862955578341,0.001635098992333331,0.0012176149096438536,0.00014472045625887054,0.004274284466103895
S3_collapse_uncertain,Model D,0.5497192907581284,0.0129844837024946,0.5282382439667882,0.5683327190191666,0.545857378400715,0.014561473763751226,0.5240087200122906,0.5673180299386168,0.5593270349965082,0.011311010019151238,0.536668347947544,0.5746941685419414,0.7112195506633433,0.008827313206779479,0.6947066372057262,0.7262007961173188,0.6874744306676649,0.0034817267015451684,0.6828662832942771,0.694629695470279,0.24693276703131378,0.0016758138989777314,0.24474588160356986,0.25039706273913753,-0.009717350818654468,0.010752028698396969,-0.026578819740824124,0.004226934119655468,-0.01205381764579187,0.012286575281182413,-0.031022707823047196,0.004617740061284373,-0.007949677970047359,0.006618811877576747,-0.020204566617521496,0.001552242570031785,0.00403697849298526,0.002381510941206597,0.001001430334392217,0.008888227353942228,0.0019178048640347111,0.0011473306792832547,0.00045524218596020645,0.004226549104030365
S3_collapse_uncertain,Model E,0.5731772328703344,0.010232004497360435,0.5505030263055792,0.5880093311088693,0.5583067370385276,0.010555791546922474,0.5347812355859443,0.5736120482011441,0.5829343524482036,0.008768674559092596,0.5622292814464189,0.5958533793745635,0.725243820994809,0.007211809593742432,0.7103721328567535,0.7374935965151901,0.683948885014657,0.003964431530827696,0.67872623471297,0.6929506944283806,0.24513273963551013,0.0018653177309665516,0.2426231496734445,0.24940352396645696,0.013740591293551641,0.012020428176315694,-0.00420976565531157,0.034957127337627,0.0003955409920208264,0.013924341161880235,-0.02144210046995705,0.02313277195763189,0.01565763948164815,0.009128787566535892,-0.0016261542639869231,0.02967486614417622,0.0005114328399773771,0.0036765394201757036,-0.004294362307210586,0.008273551724933437,0.00011777746823109364,0.0017310480177037855,-0.002177332266752259,0.0037542384431554798
S3_collapse_uncertain,Model F,0.5621061922868007,0.013413348945188178,0.5393604989524327,0.584342942500194,0.5474846967313562,0.013624693496018908,0.5227472688814835,0.5669487966023271,0.5711631877085436,0.014117905624086775,0.5448519826181423,0.5948361721114301,0.7232709744551565,0.011543017002665489,0.7070826888665855,0.744046070032322,0.6947139913669527,0.007669185312634227,0.6840357750701973,0.7097321748887848,0.24969107937238247,0.0034636180492689937,0.24490342162355602,0.2566709127935048,0.002669550710017865,0.015546988813367644,-0.02418522542096687,0.027606114689221722,-0.010426499315150517,0.017133936208133024,-0.042248799865681426,0.0161587170401377,0.003886474741988055,0.014145668825371355,-0.02214954993404208,0.02916660200201756,0.01127653919227301,0.007467462567864601,0.0021588834327518707,0.02585619137778911,0.004676117205103435,0.003351348604088006,0.0006854111056260097,0.011258736263507051
S3_collapse_uncertain,Model G,0.5615903623806937,0.009491026490672273,0.5469532280592846,0.5774093078295957,0.5468477998326863,0.00940632132922834,0.5316803312821389,0.5635625193418132,0.5662716303251338,0.01344829932318845,0.5444278148521766,0.5903330876076666,0.720880993312855,0.012467875495546997,0.7055808877158972,0.7436534287869007,0.7074192944918339,0.007974628652388554,0.6931026297474586,0.7212384738562094,0.2544181221257109,0.0035362823709500736,0.24831774856120045,0.26055678269410315,0.0021537208039109244,0.013546199139283226,-0.021889307053619866,0.022875863273065834,-0.011063396213820497,0.01534058255080545,-0.03687736887162192,0.013172782464817404,-0.0010050826414215951,0.014110042018096604,-0.027284084736556167,0.024195313106231076,0.023981842317154327,0.007488146983219075,0.010698526693601444,0.03559178158763421,0.009403159958431863,0.0033210943987590814,0.003484708688803381,0.014789320776010422
