model,delta_balanced_accuracy_vs_A_mean,delta_balanced_accuracy_vs_A_standard_deviation,delta_balanced_accuracy_vs_A_ci95_low,delta_balanced_accuracy_vs_A_ci95_high,delta_macro_f1_vs_A_mean,delta_macro_f1_vs_A_standard_deviation,delta_macro_f1_vs_A_ci95_low,delta_macro_f1_vs_A_ci95_high,delta_roc_auc_vs_A_mean,delta_roc_auc_vs_A_standard_deviation,delta_roc_auc_vs_A_ci95_low,delta_roc_auc_vs_A_ci95_high,delta_log_loss_vs_A_mean,delta_log_loss_vs_A_standard_deviation,delta_log_loss_vs_A_ci95_low,delta_log_loss_vs_A_ci95_high,delta_brier_score_vs_A_mean,delta_brier_score_vs_A_standard_deviation,delta_brier_score_vs_A_ci95_low,delta_brier_score_vs_A_ci95_high
Model A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Model B,0.006487956487956509,0.012298612331425226,-0.017579642579642597,0.0243055555555556,-0.008211588438048163,0.01373686370272051,-0.031017765478088398,0.013245224315210004,0.022135986908714177,0.009887735234913857,0.008230910503637811,0.038238150738150616,0.006062919546415996,0.005643280540176606,-0.0017799006811425682,0.017478934651220114,0.0023935303823541115,0.002476772680262745,-0.0012235345323356045,0.007341760011488145
Model C,0.009110334110334106,0.014163924865743013,-0.019216200466200463,0.029404623154623125,-0.004906733436285537,0.015696292612364153,-0.0338309280766011,0.021814403111512698,0.02715588283770106,0.008903707394746828,0.0141995420404513,0.0420333874879329,0.002939679626698799,0.003950916922785116,-0.004108101022342025,0.008891699392037485,0.0010052572043962344,0.0017950209648922761,-0.00231723198912243,0.0036662944069830086
Model D,-0.012130924630924628,0.014781227936133585,-0.03574689199689197,0.01286907536907527,-0.026297206725667727,0.01508969100019282,-0.050974166423365365,0.001114122600660958,0.005478149796331616,0.010149979913012587,-0.007584145652327462,0.025464287396105567,0.019217626124854243,0.00755259248312133,0.007752034692953605,0.03162013337012528,0.007844948515765301,0.0030177215618578416,0.0031188019191976894,0.012382197959562817
