method,subset,layer_band,question_idx,auc,base,ck8,delta_ck8_minus_base,slope_per_ckpt,min_checkpoint_value
RMU,retained,mid,1146,0.7716775668602364,0.8470588273861829,0.8588235350216136,0.011764707635430693,0.0014705884544288367,0.5333333446699031
RMU,retained,mid,1147,0.9917211333910624,0.9960784316062927,0.95686274766922,-0.039215683937072754,-0.004901960492134094,0.95686274766922
RMU,retained,mid,1151,0.9564270175749959,0.980392157680848,0.9019607898067026,-0.0784313678741454,-0.009803920984268175,0.8941176519674413
RMU,retained,mid,1155,0.7472766959589291,0.6509804010391235,0.662745104817783,0.011764703778659569,0.001470587972332446,0.5647058911183301
RMU,retained,mid,1157,0.884531592115078,0.9647058834047878,0.8235294131671681,-0.1411764702376197,-0.017647058779702463,0.7725490205428179
RMU,retained,mid,1161,0.9481481492129805,0.9882352941176471,0.8823529425789328,-0.10588235153871428,-0.013235293942339285,0.8470588256331051
RMU,retained,mid,1165,0.8627451025193033,0.9960784316062927,0.9686274524997261,-0.027450979106566575,-0.003431372388320822,0.756862751525991
RMU,retained,mid,1169,0.6113289849041335,0.8117647146477419,0.32941177206880906,-0.48235294257893285,-0.06029411782236661,0.32941177206880906
RMU,retained,mid,1171,0.8740740779178595,0.9137254928841311,0.8823529436307794,-0.031372549253351645,-0.003921568656668956,0.6392156937543083
RMU,retained,mid,1172,0.9843137261524699,1.0,0.972549020542818,-0.027450979457182,-0.00343137243214775,0.9450980407350204
RMU,retained,mid,1174,0.8915032714800117,0.9490196101805743,0.9450980400337893,-0.003921570146785069,-0.0004901962683481337,0.7411764758474686
RMU,retained,mid,1179,0.8675381304002276,0.9843137260745553,0.8470588266849518,-0.13725489938960345,-0.01715686242370043,0.6509803999872769
RMU,retained,mid,1184,0.6605664564893137,0.7254902012207929,0.7803921615376191,0.05490196031682626,0.006862745039603282,0.48627452114049124
RMU,retained,mid,1207,0.7416122080064287,0.9568627466173732,0.7333333408131318,-0.2235294058042414,-0.027941175725530176,0.5921568716273589
RMU,retained,mid,1216,0.4374727720139074,0.45882353467099807,0.49019608462558073,0.03137254995458266,0.003921568744322833,0.22745098611887762
RMU,retained,mid,1221,0.8095860612158682,0.8470588277367984,0.803921572601094,-0.04313725513570443,-0.005392156891963054,0.7450980445917914
RMU,retained,mid,1233,0.8928104626197442,0.9333333366057452,0.8156862837426803,-0.11764705286306498,-0.014705881607883123,0.8156862837426803
RMU,retained,mid,1253,0.6623093776453555,0.9411764726919287,0.7568627588889179,-0.18431371380301087,-0.02303921422537636,0.36078432097154506
RMU,retained,mid,1271,0.7228758218241673,0.8235294173745548,0.5568627522272223,-0.2666666651473325,-0.03333333314341656,0.5568627522272223
RMU,retained,late,17,0.7731481544673442,0.9750000014901161,0.7750000096857548,-0.19999999180436134,-0.024999998975545168,0.38333334103226663
RMU,retained,late,39,0.9870370378096899,1.0,0.9583333358168602,-0.0416666641831398,-0.005208333022892475,0.9583333358168602
RMU,retained,late,41,0.44814815512961803,0.991666667163372,0.6166666753590107,-0.3749999918043614,-0.046874998975545173,0.10000000298023223
RMU,retained,late,46,0.8342592654956712,0.9833333343267441,0.8250000104308128,-0.15833332389593124,-0.019791665486991405,0.6333333417773247
RMU,retained,late,57,0.8759259319967694,0.9500000014901161,0.8250000096857548,-0.12499999180436128,-0.01562499897554516,0.6166666828095912
RMU,retained,late,59,0.9935185189048449,1.0,0.991666667163372,-0.00833333283662796,-0.001041666604578495,0.9750000014901161
RMU,retained,late,90,0.8787037077877257,0.8916666731238365,0.8916666731238365,0.0,0.0,0.6833333380520343
RMU,retained,late,95,0.2120370412038432,0.5916666716337203,0.10833333581686021,-0.4833333358168601,-0.060416666977107514,0.0
RMU,retained,late,105,0.6777777810063628,1.0,0.40000000372529027,-0.5999999962747098,-0.07499999953433872,0.40000000372529027
RMU,retained,late,109,0.4388888968361749,0.4333333432674408,0.8166666708886623,0.3833333276212215,0.04791666595265269,0.21666667312383653
RMU,retained,late,137,0.6342592624326547,1.0,0.941666667163372,-0.058333332836628005,-0.007291666604578501,0.15000000074505807
RMU,retained,late,161,0.8694444480869505,0.9750000014901161,0.8250000067055225,-0.14999999478459358,-0.018749999348074198,0.450000011920929
RMU,retained,late,167,0.8833333379692501,1.0,0.9500000022351742,-0.049999997764825777,-0.006249999720603222,0.7416666768491268
RMU,retained,late,172,0.7185185249480937,0.6333333477377892,0.483333345502615,-0.15000000223517418,-0.018750000279396772,0.13333333656191826
RMU,retained,late,174,0.5287037080360784,1.0,0.7083333395421505,-0.2916666604578495,-0.03645833255723119,0.0833333358168602
RMU,retained,late,188,0.7472222298383714,0.8666666738688946,0.3916666738688946,-0.47500000000000003,-0.059375000000000004,0.3916666738688946
RMU,retained,late,190,0.9768518529832364,0.9333333373069763,0.8666666723787785,-0.06666666492819784,-0.00833333311602473,0.8666666723787785
RMU,retained,late,191,0.6425925993257099,0.6666666775941849,0.7583333440124989,0.091666666418314,0.01145833330228925,0.06666666865348816
RMU,retained,late,205,0.9537037060492568,0.991666667163372,0.8166666738688946,-0.17499999329447746,-0.021874999161809683,0.8166666738688946
RMU,retained,late,298,0.5916666772630479,0.7916666768491268,0.4083333432674408,-0.38333333358168603,-0.047916666697710754,0.050000001490116124
RMU,retained,late,308,0.9083333384659554,0.783333346247673,0.9083333387970924,0.1249999925494194,0.015624999068677425,0.783333346247673
RMU,retained,late,314,0.9657407417893409,1.0,0.9666666686534882,-0.03333333134651184,-0.00416666641831398,0.8750000014901161
RMU,retained,late,317,0.6453703822361098,0.7750000052154065,0.5250000119209289,-0.24999999329447753,-0.03124999916180969,0.5166666813194751
RMU,retained,late,329,0.9546296322511303,0.9750000014901161,0.9333333373069763,-0.0416666641831398,-0.005208333022892475,0.8916666723787785
RMU,retained,late,333,0.8712963020635976,0.8500000059604644,1.0,0.14999999403953557,0.018749999254941946,0.7500000081956387
RMU,retained,late,335,0.7361111174854967,0.6750000067055225,0.8083333373069763,0.1333333306014538,0.016666666325181725,0.4416666753590107
RMU,retained,late,338,0.9796296308437983,1.0,0.9250000044703484,-0.07499999552965164,-0.009374999441206455,0.9250000044703484
RMU,retained,late,339,0.93240740928385,1.0,0.9833333343267441,-0.01666666567325592,-0.00208333320915699,0.49166667833924294
RMU,retained,late,345,0.5416666742000316,0.991666667163372,0.21666667163372041,-0.7749999955296516,-0.09687499944120645,0.21666667163372041
RMU,retained,late,348,0.799074078268475,0.966666667163372,0.6666666708886624,-0.29999999627470963,-0.037499999534338704,0.6333333373069763
RMU,retained,late,351,1.0,1.0,1.0,0.0,0.0,1.0
RMU,retained,late,355,0.7564814873039721,0.9750000007450581,0.7666666761040688,-0.2083333246409893,-0.026041665580123663,0.3250000074505806
RMU,retained,late,357,0.956481483247545,1.0,0.9833333343267441,-0.01666666567325592,-0.00208333320915699,0.8416666708886623
RMU,retained,late,366,0.6351851913664075,0.8500000089406967,0.08333333507180214,-0.7666666738688945,-0.09583333423361182,0.08333333507180214
RMU,retained,late,372,0.8601851884689596,1.0,0.5500000059604645,-0.4499999940395355,-0.05624999925494194,0.5166666738688945
RMU,retained,late,375,0.8018518562946055,0.9833333343267441,0.7833333350718021,-0.19999999925494194,-0.024999999906867743,0.5083333373069763
RMU,retained,late,399,0.763888895097706,1.0,0.6500000089406968,-0.34999999105930324,-0.043749998882412905,0.4916666768491268
RMU,retained,late,424,0.40648148755232494,0.9583333350718022,0.3083333380520344,-0.6499999970197679,-0.08124999962747098,0.03333333432674408
RMU,retained,late,438,0.8388888929453161,0.8666666716337204,0.6750000067055225,-0.19166666492819784,-0.02395833311602473,0.4750000111758709
RMU,retained,late,462,0.5787037108507422,0.9666666686534882,0.34166667386889454,-0.6249999947845937,-0.07812499934807421,0.24166667386889457
RMU,retained,late,481,0.9638888909584947,1.0,0.9416666701436043,-0.05833332985639572,-0.007291666232049465,0.9083333380520344
RMU,retained,late,532,0.7138888960911168,0.4333333432674408,0.7250000104308129,0.2916666671633721,0.03645833339542151,0.4333333432674408
RMU,retained,late,534,0.895370375447803,0.9416666701436043,0.9416666701436043,0.0,0.0,0.7250000111758709
RMU,retained,late,545,0.7546296360592049,0.991666667163372,0.8166666716337204,-0.17499999552965162,-0.021874999441206452,0.5083333425223827
RMU,retained,late,554,0.9712962980071703,1.0,0.991666667163372,-0.00833333283662796,-0.001041666604578495,0.8250000104308128
RMU,retained,late,555,0.9962962965170542,1.0,0.9833333343267441,-0.01666666567325592,-0.00208333320915699,0.9833333343267441
RMU,retained,late,566,0.5879629683163432,0.9166666686534881,0.6833333417773246,-0.23333332687616348,-0.029166665859520435,0.0
RMU,retained,late,568,0.5703703792558775,1.0,0.591666679829359,-0.40833332017064095,-0.05104166502133012,0.24166667386889457
RMU,retained,late,577,0.8185185224645668,1.0,0.5666666775941849,-0.4333333224058151,-0.05416666530072689,0.38333334103226663
RMU,retained,late,587,0.8101851901246442,0.6166666761040688,0.8583333402872085,0.24166666418313976,0.03020833302289247,0.3333333425223827
RMU,retained,late,600,1.0,1.0,1.0,0.0,0.0,1.0
RMU,retained,late,605,0.9120370387203164,1.0,0.9500000022351742,-0.049999997764825777,-0.006249999720603222,0.39166667237877845
RMU,retained,late,617,0.9777777785228358,1.0,1.0,0.0,0.0,0.9083333358168602
RMU,retained,late,641,0.7768518595231904,1.0,0.458333346247673,-0.5416666537523269,-0.06770833171904087,0.450000012665987
RMU,retained,late,649,0.8648148167464468,1.0,0.7250000037252903,-0.2749999962747097,-0.034374999534338715,0.6250000029802323
RMU,retained,late,678,0.7462962999939919,1.0,0.8666666686534882,-0.13333333134651182,-0.016666666418313977,0.3833333380520344
RMU,retained,late,681,0.8648148195611106,1.0,0.9500000029802322,-0.04999999701976776,-0.00624999962747097,0.5333333440124989
RMU,retained,late,693,0.7648148210512267,1.0,0.4500000089406967,-0.5499999910593033,-0.06874999888241291,0.4500000089406967
RMU,retained,late,696,0.75925926508175,1.0,0.39166667610406875,-0.6083333238959312,-0.0760416654869914,0.18333333879709246
RMU,retained,late,704,0.9750000008278423,1.0,1.0,0.0,0.0,0.7916666731238365
RMU,retained,late,707,0.9925925930341085,1.0,0.9666666686534882,-0.03333333134651184,-0.00416666641831398,0.9666666686534882
RMU,retained,late,712,0.7518518575363689,0.6583333395421505,0.9083333387970924,0.24999999925494198,0.031249999906867748,0.5083333417773247
RMU,retained,late,720,0.7972222253680229,0.9833333335816861,0.4083333395421505,-0.5749999940395356,-0.07187499925494195,0.2833333380520344
RMU,retained,late,730,0.9361111120217376,1.0,1.0,0.0,0.0,0.7916666671633721
RMU,retained,late,732,0.7129629699720277,0.6833333522081375,0.6750000081956387,-0.008333344012498856,-0.001041668001562357,0.42500000670552257
RMU,retained,late,750,0.9944444447755814,1.0,0.9833333343267441,-0.01666666567325592,-0.00208333320915699,0.9750000014901161
RMU,retained,late,764,0.7379629726211231,1.0,0.7916666723787785,-0.20833332762122148,-0.026041665952652684,0.6166666775941849
RMU,retained,late,770,0.9768518528176678,1.0,0.8000000081956387,-0.19999999180436134,-0.024999998975545168,0.8000000081956387
RMU,retained,late,779,0.887962966081169,0.9833333343267441,0.9833333343267441,0.0,0.0,0.6833333410322666
RMU,retained,late,798,0.6342592658268081,1.0,0.5666666731238366,-0.43333332687616344,-0.05416666585952043,0.408333345502615
RMU,retained,late,799,0.8268518576191531,1.0,0.8250000067055225,-0.17499999329447746,-0.021874999161809683,0.5916666708886623
RMU,retained,late,805,0.6629629725383387,0.9666666686534882,0.5416666775941849,-0.4249999910593033,-0.05312499888241291,0.3500000096857548
RMU,retained,late,806,0.8972222256991598,1.0,0.9833333343267441,-0.01666666567325592,-0.00208333320915699,0.5833333440124988
RMU,retained,late,816,0.7416666786703799,0.9250000044703484,0.6250000149011612,-0.29999998956918716,-0.037499998696148396,0.5166666820645333
RMU,retained,late,817,0.9907407412098514,1.0,0.9750000007450581,-0.024999999254941896,-0.003124999906867737,0.9416666701436043
RMU,retained,late,820,0.825000005049838,0.9083333387970924,0.8750000059604645,-0.03333333283662798,-0.004166666604578498,0.4916666716337204
RMU,retained,late,821,0.5879629663295217,0.991666667163372,0.7250000029802323,-0.2666666641831398,-0.03333333302289247,0.0
RMU,retained,late,836,0.51296297079987,0.6083333425223827,0.7083333417773247,0.09999999925494196,0.012499999906867745,0.10000000298023225
RMU,retained,late,851,0.8574074149959617,0.9833333343267441,0.6166666842997074,-0.3666666500270367,-0.045833331253379586,0.6166666842997074
RMU,retained,late,852,0.9814814823369186,1.0,0.9666666679084301,-0.033333332091569856,-0.004166666511446232,0.9583333343267441
RMU,retained,late,853,0.9037037081188627,1.0,0.7250000089406967,-0.2749999910593033,-0.03437499888241291,0.7250000089406967
RMU,retained,late,860,0.9250000022351741,0.9666666686534882,0.6333333425223827,-0.33333332613110545,-0.04166666576638818,0.6333333425223827
RMU,retained,late,861,0.9814814825852712,0.9833333343267441,1.0,0.01666666567325592,0.00208333320915699,0.8666666746139526
RMU,retained,late,869,0.9814814817574289,1.0,0.9750000007450581,-0.024999999254941896,-0.003124999906867737,0.875000000745058
RMU,retained,late,871,0.7398148224585586,0.9250000044703484,0.5750000081956387,-0.3499999962747097,-0.04374999953433871,0.4750000089406967
RMU,retained,late,873,0.7296296392050055,0.6833333469927311,0.533333346247673,-0.15000000074505804,-0.018750000093132255,0.4583333440124988
RMU,retained,late,880,0.9314814835786819,1.0,0.9333333373069763,-0.06666666269302368,-0.00833333283662796,0.5666666746139526
RMU,retained,late,882,1.0,1.0,1.0,0.0,0.0,1.0
RMU,retained,late,884,0.9888888892200257,1.0,0.9416666679084301,-0.05833333209156988,-0.007291666511446235,0.9416666679084301
RMU,retained,late,889,0.7648148187332683,0.8166666775941849,0.23333333656191826,-0.5833333410322666,-0.07291666762903333,0.23333333656191826
RMU,retained,late,894,0.9740740753710271,0.8833333402872086,0.9833333343267441,0.09999999403953552,0.01249999925494194,0.8833333402872086
RMU,retained,late,900,0.8296296377976735,1.0,0.7750000134110451,-0.22499998658895493,-0.028124998323619366,0.5750000171363354
RMU,retained,late,912,0.9981481481757429,1.0,1.0,0.0,0.0,0.9833333335816861
RMU,retained,late,924,1.0,1.0,1.0,0.0,0.0,1.0
RMU,retained,late,928,0.77962963067823,0.9583333343267441,0.9166666679084301,-0.04166666641831396,-0.005208333302289245,0.22500000149011612
RMU,retained,late,933,0.8518518565429581,1.0,0.5000000104308129,-0.4999999895691871,-0.06249999869614839,0.5000000104308129
RMU,retained,late,944,0.85000000430478,1.0,0.9416666701436043,-0.05833332985639572,-0.007291666232049465,0.6333333395421505
RMU,retained,late,946,0.929629633244541,1.0,0.6916666813194752,-0.3083333186805248,-0.0385416648350656,0.6750000178813934
RMU,retained,late,949,0.36851852428581977,1.0,0.4166666761040687,-0.5833333238959313,-0.07291666548699141,0.05833333507180214
RMU,retained,late,961,0.9657407422032621,1.0,0.9666666686534882,-0.03333333134651184,-0.00416666641831398,0.8083333417773246
RMU,retained,late,962,0.4981481575303608,1.0,0.6166666731238365,-0.3833333268761635,-0.04791666585952044,0.2500000074505806
RMU,retained,late,967,0.8101851889656649,1.0,0.6833333387970925,-0.31666666120290754,-0.03958333265036344,0.4500000074505806
RMU,retained,late,971,0.9972222223877907,1.0,1.0,0.0,0.0,0.9750000014901161
RMU,retained,late,977,0.8583333400388559,1.0,0.8333333380520344,-0.16666666194796564,-0.020833332743495706,0.7416666783392429
RMU,retained,late,993,0.48240741085675026,0.8666666746139526,0.5416666701436043,-0.3250000044703484,-0.04062500055879355,0.19166666716337205
RMU,retained,late,996,0.8953703752822347,1.0,0.6583333440124989,-0.3416666559875011,-0.04270833199843764,0.6583333440124989
