method,subset,layer_band,question_idx,auc,base,ck8,delta_ck8_minus_base,slope_per_ckpt,min_checkpoint_value
GradDiff,retained,early,649,0.8857142898771497,0.8761904801641192,0.8952380997794015,0.01904761961528234,0.0023809524519102926,0.8476190532956804
GradDiff,retained,early,658,0.6349206411649311,0.6571428648063115,0.5619047667298999,-0.09523809807641159,-0.011904762259551449,0.5619047658784049
GradDiff,retained,early,661,0.7883597981362116,0.7428571539265769,0.8190476281302316,0.07619047420365466,0.009523809275456832,0.7238095368657793
GradDiff,retained,early,667,0.547089957339423,0.5428571513720921,0.542857153075082,1.7029898602416438e-09,2.1287373253020547e-10,0.5047619138445173
GradDiff,retained,early,669,0.9100529135219636,0.961904764175415,0.9333333356039865,-0.02857142857142858,-0.0035714285714285726,0.8571428622518267
GradDiff,retained,early,675,0.4952381034692129,0.40952381747109545,0.5047619129930224,0.09523809552192697,0.011904761940240871,0.40952381747109545
GradDiff,retained,early,678,0.6687830776449233,0.5714285790920258,0.6476190575531551,0.07619047846112925,0.009523809807641156,0.5714285790920258
GradDiff,retained,early,681,0.7058201118121071,0.7333333390099661,0.685714292526245,-0.04761904648372106,-0.005952380810465133,0.6571428639548166
GradDiff,retained,early,693,0.8031746101757837,0.828571435383388,0.7904761970043183,-0.038095238379069696,-0.004761904797383712,0.7523809603282384
GradDiff,retained,early,696,0.7809523888050565,0.7523809594767433,0.7714285790920258,0.01904761961528245,0.0023809524519103065,0.7523809594767433
GradDiff,retained,early,700,0.7396825496166473,0.790476200410298,0.7333333424159459,-0.057142857994352036,-0.0071428572492940046,0.6761904869760785
GradDiff,retained,early,702,0.05396825538741218,0.03809523923056467,0.04761904903820583,0.009523809807641163,0.0011904762259551454,0.0285714294229235
GradDiff,retained,early,703,0.9978835980097452,1.0,1.0,0.0,0.0,0.9904761910438538
GradDiff,retained,early,704,0.8645502684608339,0.866666670356478,0.8666666695049832,-8.514948746096707e-10,-1.0643685932620883e-10,0.8476190515926907
GradDiff,retained,early,707,0.7915343973371718,0.819047623872757,0.8095238157681057,-0.009523808104651255,-0.0011904760130814068,0.7523809594767433
GradDiff,retained,early,709,0.8105820188446651,0.8000000085149492,0.790476199558803,-0.00952380895614624,-0.00119047611951828,0.7714285807950156
GradDiff,retained,early,713,0.8708994748100403,0.8190476238727571,0.8761904793126243,0.05714285543986719,0.007142856929983399,0.8190476238727571
GradDiff,retained,early,720,0.6984127049408262,0.7523809577737536,0.7047619112900325,-0.04761904648372106,-0.005952380810465133,0.6666666737624577
GradDiff,retained,early,730,1.0,1.0,1.0,0.0,0.0,1.0
GradDiff,retained,early,732,0.31534391897065306,0.36190476502690994,0.2952380980764117,-0.06666666695049822,-0.008333333368812278,0.28571428997176035
GradDiff,retained,early,733,0.5153439233227382,0.46666667376245774,0.5809523897511618,0.11428571598870407,0.014285714498588009,0.438095246894019
GradDiff,retained,early,746,0.9280423320475079,0.8952381014823914,0.9523809552192688,0.05714285373687744,0.00714285671710968,0.8952380997794015
GradDiff,retained,early,749,0.7947090019309333,0.8380952434880393,0.8190476255757468,-0.01904761791229248,-0.00238095223903656,0.7333333432674408
GradDiff,retained,early,750,0.7894179927924321,0.8000000025544848,0.819047622169767,0.01904761961528223,0.0023809524519102787,0.7428571471146175
GradDiff,retained,early,751,0.5703703782861195,0.5619047692843846,0.5523809603282384,-0.00952380895614624,-0.00119047611951828,0.5428571513720921
