method,question_idx,subset,t_ext_drop,t_int_drop,ext_censored,int_censored,suppression_lag
RR,924,retained,5,9,False,True,4
RR,926,forgotten,2,9,False,True,7
RR,928,lucky,9,4,True,False,-5
RR,933,suppressed,3,9,False,True,6
RR,944,retained,2,9,False,True,7
RR,946,retained,5,9,False,True,4
RR,947,suppressed,1,8,False,False,7
RR,949,retained,1,3,False,False,2
RR,951,suppressed,2,9,False,True,7
RR,956,retained,1,9,False,True,8
RR,960,retained,5,5,False,False,0
RR,961,retained,5,3,False,False,-2
RR,962,suppressed,2,2,False,False,0
RR,967,retained,2,9,False,True,7
RR,971,retained,2,9,False,True,7
RR,973,retained,3,9,False,True,6
RR,975,retained,3,9,False,True,6
RR,977,retained,2,2,False,False,0
RR,978,lucky,3,9,False,True,6
RR,981,retained,9,9,True,True,0
RR,992,suppressed,3,2,False,False,-1
RR,993,retained,2,1,False,False,-1
RR,994,suppressed,2,9,False,True,7
RR,996,retained,2,9,False,True,7
RR,998,retained,3,9,False,True,6
RR,1000,suppressed,3,9,False,True,6
RR,1007,retained,2,6,False,False,4
RR,1008,retained,9,2,True,False,-7
RR,1009,lucky,4,2,False,False,-2
RR,1012,suppressed,2,9,False,True,7
RR,1013,retained,2,9,False,True,7
RR,1014,suppressed,2,9,False,True,7
RR,1020,lucky,2,2,False,False,0
RR,1028,lucky,2,5,False,False,3
RR,1029,suppressed,2,3,False,False,1
RR,1031,retained,1,9,False,True,8
RR,1034,retained,9,2,True,False,-7
RR,1037,retained,9,9,True,True,0
RR,1039,lucky,1,9,False,True,8
RR,1043,retained,2,9,False,True,7
RR,1046,retained,2,9,False,True,7
RR,1054,retained,2,9,False,True,7
RR,1056,retained,2,9,False,True,7
RR,1057,retained,4,5,False,False,1
RR,1058,retained,4,2,False,False,-2
RR,1059,retained,2,9,False,True,7
RR,1060,retained,2,5,False,False,3
RR,1062,forgotten,4,9,False,True,5
RR,1069,retained,2,2,False,False,0
RR,1081,retained,2,9,False,True,7
RR,1087,retained,2,9,False,True,7
RR,1089,retained,2,2,False,False,0
RR,1091,retained,2,9,False,True,7
RR,1093,suppressed,2,9,False,True,7
RR,1095,forgotten,2,1,False,False,-1
RR,1097,suppressed,4,3,False,False,-1
RR,1100,suppressed,1,5,False,False,4
RR,1102,retained,9,9,True,True,0
RR,1109,retained,9,3,True,False,-6
RR,1111,forgotten,8,3,False,False,-5
RR,1117,retained,3,9,False,True,6
RR,1120,suppressed,2,9,False,True,7
RR,1121,lucky,6,2,False,False,-4
RR,1124,suppressed,3,9,False,True,6
RR,1126,retained,3,9,False,True,6
RR,1129,retained,6,9,False,True,3
RR,1135,retained,1,9,False,True,8
RR,1136,suppressed,3,9,False,True,6
RR,1138,retained,9,3,True,False,-6
RR,1146,retained,2,9,False,True,7
RR,1147,retained,9,9,True,True,0
RR,1149,retained,2,9,False,True,7
RR,1151,lucky,2,9,False,True,7
RR,1154,retained,2,9,False,True,7
RR,1155,retained,2,9,False,True,7
RR,1157,retained,9,9,True,True,0
RR,1160,retained,3,5,False,False,2
RR,1161,retained,2,9,False,True,7
RR,1165,retained,9,9,True,True,0
RR,1169,retained,9,9,True,True,0
RR,1171,retained,4,4,False,False,0
RR,1172,retained,2,9,False,True,7
RR,1174,suppressed,3,9,False,True,6
RR,1176,suppressed,2,9,False,True,7
RR,1178,retained,4,9,False,True,5
RR,1179,retained,2,9,False,True,7
RR,1180,lucky,5,2,False,False,-3
RR,1184,suppressed,2,8,False,False,6
RR,1207,retained,3,9,False,True,6
RR,1216,retained,1,0,False,False,-1
RR,1221,retained,9,9,True,True,0
RR,1233,retained,4,9,False,True,5
RR,1243,suppressed,4,9,False,True,5
RR,1253,suppressed,4,2,False,False,-2
RR,1262,suppressed,2,9,False,True,7
RR,1264,retained,5,9,False,True,4
RR,1271,retained,5,6,False,False,1
TAR,3,retained,9,0,True,False,-9
TAR,17,forgotten,1,1,False,False,0
TAR,26,suppressed,8,4,False,False,-4
TAR,34,retained,9,1,True,False,-8
TAR,39,retained,9,9,True,True,0
TAR,41,lucky,1,3,False,False,2
TAR,46,suppressed,8,1,False,False,-7
TAR,57,retained,9,2,True,False,-7
TAR,59,lucky,9,1,True,False,-8
TAR,63,suppressed,3,9,False,True,6
TAR,67,lucky,1,1,False,False,0
TAR,68,suppressed,8,9,False,True,1
TAR,74,retained,6,9,False,True,3
TAR,90,retained,9,9,True,True,0
TAR,95,suppressed,6,2,False,False,-4
TAR,105,retained,9,2,True,False,-7
TAR,108,retained,9,2,True,False,-7
TAR,109,forgotten,1,5,False,False,4
TAR,118,retained,6,1,False,False,-5
TAR,137,lucky,9,1,True,False,-8
TAR,145,forgotten,2,4,False,False,2
TAR,161,retained,9,9,True,True,0
TAR,162,retained,9,9,True,True,0
TAR,167,retained,9,9,True,True,0
TAR,172,suppressed,1,9,False,True,8
TAR,174,retained,9,9,True,True,0
TAR,178,retained,2,1,False,False,-1
TAR,188,suppressed,1,9,False,True,8
TAR,190,lucky,1,9,False,True,8
TAR,191,suppressed,6,4,False,False,-2
TAR,200,retained,9,9,True,True,0
TAR,205,retained,1,9,False,True,8
TAR,207,retained,9,9,True,True,0
TAR,209,retained,9,1,True,False,-8
TAR,216,retained,3,9,False,True,6
TAR,226,retained,9,8,True,False,-1
TAR,229,retained,9,0,True,False,-9
TAR,246,retained,1,9,False,True,8
TAR,247,retained,1,8,False,False,7
TAR,256,lucky,9,0,True,False,-9
TAR,298,retained,9,9,True,True,0
TAR,308,lucky,2,9,False,True,7
TAR,314,retained,9,9,True,True,0
TAR,317,retained,9,1,True,False,-8
TAR,329,retained,9,9,True,True,0
TAR,333,retained,9,9,True,True,0
TAR,335,retained,9,1,True,False,-8
TAR,338,suppressed,5,4,False,False,-1
TAR,339,retained,9,9,True,True,0
TAR,345,retained,9,7,True,False,-2
TAR,348,retained,1,9,False,True,8
TAR,349,retained,9,9,True,True,0
TAR,351,retained,2,9,False,True,7
TAR,353,suppressed,3,9,False,True,6
TAR,355,forgotten,8,2,False,False,-6
TAR,357,retained,5,3,False,False,-2
TAR,359,forgotten,5,1,False,False,-4
TAR,362,retained,9,9,True,True,0
TAR,364,forgotten,1,9,False,True,8
TAR,366,retained,9,9,True,True,0
TAR,372,retained,1,9,False,True,8
TAR,373,forgotten,1,9,False,True,8
TAR,375,forgotten,1,9,False,True,8
TAR,376,suppressed,3,9,False,True,6
TAR,397,suppressed,8,4,False,False,-4
TAR,399,retained,1,9,False,True,8
TAR,400,forgotten,3,9,False,True,6
TAR,405,suppressed,1,9,False,True,8
TAR,407,retained,1,9,False,True,8
TAR,411,retained,1,0,False,False,-1
TAR,414,forgotten,1,0,False,False,-1
TAR,415,retained,1,9,False,True,8
TAR,422,suppressed,7,0,False,False,-7
TAR,424,retained,9,1,True,False,-8
TAR,436,lucky,1,3,False,False,2
TAR,438,retained,3,4,False,False,1
TAR,443,retained,1,1,False,False,0
TAR,452,retained,9,9,True,True,0
TAR,462,retained,1,3,False,False,2
TAR,478,retained,9,9,True,True,0
TAR,481,retained,6,2,False,False,-4
TAR,482,suppressed,1,1,False,False,0
TAR,485,suppressed,6,9,False,True,3
TAR,497,retained,9,9,True,True,0
TAR,519,retained,9,1,True,False,-8
TAR,523,retained,9,9,True,True,0
TAR,532,lucky,1,5,False,False,4
TAR,534,suppressed,1,1,False,False,0
TAR,545,suppressed,1,1,False,False,0
TAR,552,retained,9,9,True,True,0
TAR,554,retained,1,9,False,True,8
TAR,555,retained,9,9,True,True,0
TAR,559,retained,9,9,True,True,0
TAR,566,suppressed,2,9,False,True,7
TAR,568,suppressed,2,9,False,True,7
TAR,570,retained,9,9,True,True,0
TAR,576,suppressed,1,9,False,True,8
TAR,577,suppressed,2,9,False,True,7
TAR,584,suppressed,1,9,False,True,8
TAR,587,suppressed,2,9,False,True,7
TAR,591,retained,9,9,True,True,0
TAR,594,retained,9,0,True,False,-9
TAR,600,retained,9,1,True,False,-8
TAR,604,suppressed,2,8,False,False,6
TAR,605,lucky,9,1,True,False,-8
TAR,617,suppressed,2,9,False,True,7
TAR,622,retained,9,9,True,True,0
TAR,624,retained,2,9,False,True,7
TAR,628,retained,1,2,False,False,1
TAR,633,retained,3,9,False,True,6
TAR,638,suppressed,2,5,False,False,3
TAR,641,suppressed,1,4,False,False,3
TAR,642,forgotten,6,1,False,False,-5
TAR,644,forgotten,2,2,False,False,0
TAR,645,suppressed,1,9,False,True,8
TAR,649,suppressed,1,9,False,True,8
TAR,652,forgotten,3,4,False,False,1
TAR,654,forgotten,1,9,False,True,8
TAR,658,retained,2,9,False,True,7
TAR,661,suppressed,2,9,False,True,7
TAR,667,retained,9,9,True,True,0
TAR,669,retained,3,9,False,True,6
TAR,672,retained,1,2,False,False,1
TAR,675,retained,1,2,False,False,1
TAR,678,suppressed,2,9,False,True,7
TAR,681,retained,9,9,True,True,0
TAR,687,retained,2,2,False,False,0
TAR,693,suppressed,3,2,False,False,-1
TAR,696,suppressed,3,9,False,True,6
TAR,700,suppressed,2,9,False,True,7
TAR,702,lucky,7,1,False,False,-6
TAR,703,forgotten,1,1,False,False,0
TAR,704,retained,9,9,True,True,0
TAR,706,suppressed,1,2,False,False,1
TAR,707,suppressed,8,9,False,True,1
TAR,709,retained,9,9,True,True,0
TAR,712,lucky,9,6,True,False,-3
TAR,713,forgotten,3,2,False,False,-1
TAR,720,retained,9,9,True,True,0
TAR,722,retained,9,9,True,True,0
TAR,724,retained,1,1,False,False,0
TAR,726,suppressed,1,9,False,True,8
TAR,730,suppressed,1,9,False,True,8
TAR,732,suppressed,6,9,False,True,3
TAR,733,forgotten,2,9,False,True,7
TAR,739,suppressed,1,9,False,True,8
TAR,746,retained,1,1,False,False,0
TAR,749,forgotten,1,3,False,False,2
TAR,750,retained,9,9,True,True,0
TAR,751,forgotten,1,7,False,False,6
TAR,752,suppressed,1,9,False,True,8
TAR,760,forgotten,5,9,False,True,4
TAR,763,retained,9,1,True,False,-8
TAR,764,retained,9,9,True,True,0
TAR,769,retained,9,9,True,True,0
TAR,770,retained,9,9,True,True,0
TAR,779,retained,9,9,True,True,0
TAR,781,suppressed,1,9,False,True,8
TAR,786,retained,9,9,True,True,0
TAR,788,retained,9,1,True,False,-8
TAR,793,lucky,9,9,True,True,0
TAR,798,suppressed,2,1,False,False,-1
TAR,799,retained,9,9,True,True,0
TAR,805,retained,6,1,False,False,-5
TAR,806,retained,9,9,True,True,0
TAR,807,suppressed,6,9,False,True,3
TAR,812,retained,9,9,True,True,0
TAR,816,retained,9,8,True,False,-1
TAR,817,retained,2,9,False,True,7
TAR,818,retained,2,7,False,False,5
TAR,820,suppressed,1,9,False,True,8
TAR,821,suppressed,1,9,False,True,8
TAR,824,forgotten,1,1,False,False,0
TAR,830,retained,1,1,False,False,0
TAR,831,suppressed,2,4,False,False,2
TAR,836,suppressed,2,9,False,True,7
TAR,837,retained,9,9,True,True,0
TAR,838,retained,1,3,False,False,2
TAR,840,retained,9,9,True,True,0
TAR,842,retained,9,9,True,True,0
TAR,843,suppressed,1,9,False,True,8
TAR,851,retained,9,9,True,True,0
TAR,852,retained,7,9,False,True,2
TAR,853,retained,9,9,True,True,0
TAR,855,retained,1,9,False,True,8
TAR,860,suppressed,1,4,False,False,3
TAR,861,suppressed,1,9,False,True,8
TAR,863,retained,6,9,False,True,3
TAR,867,suppressed,1,9,False,True,8
TAR,869,lucky,9,6,True,False,-3
TAR,871,suppressed,3,1,False,False,-2
TAR,873,retained,9,6,True,False,-3
TAR,877,suppressed,8,9,False,True,1
TAR,880,retained,1,9,False,True,8
TAR,882,suppressed,1,9,False,True,8
TAR,884,retained,9,9,True,True,0
TAR,888,retained,9,9,True,True,0
TAR,889,lucky,2,1,False,False,-1
TAR,893,retained,9,9,True,True,0
TAR,894,suppressed,3,9,False,True,6
TAR,900,retained,9,9,True,True,0
TAR,903,retained,2,9,False,True,7
TAR,906,forgotten,1,1,False,False,0
TAR,908,retained,9,9,True,True,0
TAR,912,retained,1,9,False,True,8
TAR,915,suppressed,1,9,False,True,8
TAR,916,suppressed,2,2,False,False,0
TAR,917,suppressed,1,9,False,True,8
TAR,919,suppressed,1,1,False,False,0
TAR,921,suppressed,2,2,False,False,0
TAR,924,retained,9,9,True,True,0
TAR,926,forgotten,3,1,False,False,-2
TAR,928,retained,2,9,False,True,7
TAR,933,forgotten,7,9,False,True,2
TAR,944,lucky,1,1,False,False,0
TAR,946,retained,9,9,True,True,0
TAR,947,suppressed,1,9,False,True,8
TAR,949,forgotten,2,6,False,False,4
TAR,951,suppressed,2,9,False,True,7
TAR,956,lucky,2,9,False,True,7
TAR,960,forgotten,3,3,False,False,0
TAR,961,suppressed,2,1,False,False,-1
TAR,962,suppressed,8,9,False,True,1
TAR,967,lucky,1,9,False,True,8
TAR,971,retained,9,9,True,True,0
TAR,973,retained,1,1,False,False,0
TAR,975,lucky,9,9,True,True,0
TAR,977,retained,9,1,True,False,-8
TAR,978,retained,9,9,True,True,0
TAR,981,retained,9,9,True,True,0
TAR,992,forgotten,2,6,False,False,4
TAR,993,retained,9,1,True,False,-8
TAR,994,suppressed,5,1,False,False,-4
TAR,996,suppressed,1,2,False,False,1
TAR,998,retained,1,3,False,False,2
TAR,1000,suppressed,4,9,False,True,5
TAR,1007,retained,9,9,True,True,0
TAR,1008,retained,9,9,True,True,0
TAR,1009,forgotten,1,9,False,True,8
TAR,1012,retained,3,9,False,True,6
TAR,1013,suppressed,8,9,False,True,1
TAR,1014,retained,1,9,False,True,8
TAR,1020,suppressed,3,9,False,True,6
TAR,1028,suppressed,1,9,False,True,8
TAR,1029,forgotten,1,1,False,False,0
TAR,1031,suppressed,2,9,False,True,7
TAR,1034,forgotten,2,9,False,True,7
TAR,1037,suppressed,2,9,False,True,7
TAR,1039,suppressed,1,9,False,True,8
TAR,1043,retained,1,9,False,True,8
TAR,1046,retained,1,9,False,True,8
TAR,1054,forgotten,2,9,False,True,7
TAR,1056,retained,3,9,False,True,6
TAR,1057,lucky,1,6,False,False,5
TAR,1058,retained,9,2,True,False,-7
TAR,1059,retained,1,1,False,False,0
TAR,1060,retained,9,9,True,True,0
TAR,1062,retained,9,9,True,True,0
TAR,1069,suppressed,1,1,False,False,0
TAR,1081,retained,1,9,False,True,8
TAR,1087,retained,2,9,False,True,7
TAR,1089,forgotten,1,2,False,False,1
TAR,1091,retained,2,9,False,True,7
TAR,1093,suppressed,1,9,False,True,8
TAR,1095,retained,1,9,False,True,8
TAR,1097,retained,9,1,True,False,-8
TAR,1100,retained,9,1,True,False,-8
TAR,1102,suppressed,2,9,False,True,7
TAR,1109,forgotten,1,9,False,True,8
TAR,1111,suppressed,1,1,False,False,0
TAR,1117,retained,9,9,True,True,0
TAR,1120,retained,9,9,True,True,0
TAR,1121,suppressed,1,1,False,False,0
TAR,1124,retained,9,9,True,True,0
TAR,1126,retained,4,9,False,True,5
TAR,1129,suppressed,2,8,False,False,6
TAR,1135,retained,1,9,False,True,8
TAR,1136,suppressed,1,9,False,True,8
TAR,1138,retained,1,1,False,False,0
TAR,1146,retained,9,6,True,False,-3
TAR,1147,retained,9,9,True,True,0
TAR,1149,retained,9,9,True,True,0
TAR,1151,suppressed,3,1,False,False,-2
TAR,1154,retained,1,1,False,False,0
TAR,1155,retained,9,9,True,True,0
TAR,1157,retained,9,1,True,False,-8
TAR,1160,retained,2,9,False,True,7
TAR,1161,suppressed,1,9,False,True,8
TAR,1165,retained,1,9,False,True,8
TAR,1169,retained,1,9,False,True,8
TAR,1171,forgotten,5,9,False,True,4
TAR,1172,retained,9,9,True,True,0
TAR,1174,suppressed,1,9,False,True,8
TAR,1176,suppressed,1,1,False,False,0
TAR,1178,retained,1,9,False,True,8
TAR,1179,retained,9,9,True,True,0
TAR,1180,forgotten,1,2,False,False,1
TAR,1184,retained,2,9,False,True,7
TAR,1207,retained,9,9,True,True,0
TAR,1216,lucky,1,0,False,False,-1
TAR,1221,retained,9,9,True,True,0
TAR,1233,retained,3,9,False,True,6
TAR,1243,retained,9,9,True,True,0
TAR,1253,retained,9,9,True,True,0
TAR,1262,retained,1,9,False,True,8
TAR,1264,retained,9,9,True,True,0
TAR,1271,retained,9,1,True,False,-8
PB_J,3,forgotten,3,0,False,False,-3
PB_J,17,retained,9,9,True,True,0
PB_J,26,suppressed,6,3,False,False,-3
PB_J,34,forgotten,5,3,False,False,-2
PB_J,39,lucky,6,6,False,False,0
PB_J,41,retained,6,9,False,True,3
PB_J,46,retained,9,9,True,True,0
PB_J,57,retained,9,9,True,True,0
PB_J,59,retained,3,2,False,False,-1
PB_J,63,forgotten,3,4,False,False,1
PB_J,67,suppressed,3,3,False,False,0
PB_J,68,suppressed,3,8,False,False,5
PB_J,74,suppressed,7,5,False,False,-2
PB_J,90,retained,9,9,True,True,0
PB_J,95,lucky,9,5,True,False,-4
PB_J,105,retained,9,3,True,False,-6
PB_J,108,forgotten,6,3,False,False,-3
PB_J,109,retained,7,5,False,False,-2
PB_J,118,retained,9,3,True,False,-6
PB_J,137,forgotten,4,4,False,False,0
PB_J,145,forgotten,5,2,False,False,-3
PB_J,161,retained,9,9,True,True,0
PB_J,162,lucky,2,7,False,False,5
PB_J,167,lucky,5,8,False,False,3
PB_J,172,retained,5,3,False,False,-2
PB_J,174,suppressed,5,9,False,True,4
PB_J,178,forgotten,5,4,False,False,-1
PB_J,188,suppressed,1,9,False,True,8
PB_J,190,retained,3,9,False,True,6
PB_J,191,forgotten,6,9,False,True,3
PB_J,200,suppressed,6,7,False,False,1
PB_J,205,retained,9,9,True,True,0
PB_J,207,retained,9,9,True,True,0
PB_J,209,retained,9,6,True,False,-3
PB_J,216,retained,3,9,False,True,6
PB_J,226,forgotten,4,8,False,False,4
PB_J,229,retained,4,0,False,False,-4
PB_J,246,retained,2,4,False,False,2
PB_J,247,suppressed,5,9,False,True,4
PB_J,256,retained,3,0,False,False,-3
PB_J,298,retained,6,6,False,False,0
PB_J,308,retained,9,9,True,True,0
PB_J,314,retained,9,9,True,True,0
PB_J,317,retained,9,9,True,True,0
PB_J,329,retained,9,9,True,True,0
PB_J,333,retained,9,9,True,True,0
PB_J,335,retained,9,9,True,True,0
PB_J,338,forgotten,8,4,False,False,-4
PB_J,339,retained,9,9,True,True,0
PB_J,345,lucky,9,3,True,False,-6
PB_J,348,retained,9,9,True,True,0
PB_J,349,retained,9,9,True,True,0
PB_J,351,retained,9,9,True,True,0
PB_J,353,retained,7,9,False,True,2
PB_J,355,retained,9,9,True,True,0
PB_J,357,retained,6,9,False,True,3
PB_J,359,retained,2,6,False,False,4
PB_J,362,retained,3,3,False,False,0
PB_J,364,retained,9,9,True,True,0
PB_J,366,retained,9,9,True,True,0
PB_J,372,suppressed,6,9,False,True,3
PB_J,373,forgotten,2,5,False,False,3
PB_J,375,retained,6,9,False,True,3
PB_J,376,suppressed,3,9,False,True,6
PB_J,397,forgotten,5,3,False,False,-2
PB_J,399,lucky,2,9,False,True,7
PB_J,400,retained,3,3,False,False,0
PB_J,405,suppressed,3,8,False,False,5
PB_J,407,forgotten,3,9,False,True,6
PB_J,411,forgotten,2,0,False,False,-2
PB_J,414,retained,4,0,False,False,-4
PB_J,415,retained,2,9,False,True,7
PB_J,422,forgotten,7,0,False,False,-7
PB_J,424,retained,5,5,False,False,0
PB_J,436,forgotten,2,3,False,False,1
PB_J,438,forgotten,2,3,False,False,1
PB_J,443,suppressed,2,4,False,False,2
PB_J,452,retained,9,9,True,True,0
PB_J,462,retained,9,9,True,True,0
PB_J,478,retained,9,9,True,True,0
PB_J,481,lucky,7,8,False,False,1
PB_J,482,suppressed,2,2,False,False,0
PB_J,485,lucky,4,6,False,False,2
PB_J,497,retained,9,9,True,True,0
PB_J,519,retained,9,9,True,True,0
PB_J,523,retained,9,9,True,True,0
PB_J,532,retained,9,3,True,False,-6
PB_J,534,retained,9,9,True,True,0
PB_J,545,lucky,3,8,False,False,5
PB_J,552,suppressed,4,9,False,True,5
PB_J,554,retained,5,9,False,True,4
PB_J,555,retained,9,9,True,True,0
PB_J,559,forgotten,7,9,False,True,2
PB_J,566,suppressed,2,9,False,True,7
PB_J,568,lucky,7,4,False,False,-3
PB_J,570,retained,3,9,False,True,6
PB_J,576,forgotten,8,9,False,True,1
PB_J,577,suppressed,3,9,False,True,6
PB_J,584,suppressed,8,9,False,True,1
PB_J,587,suppressed,4,9,False,True,5
PB_J,591,suppressed,3,9,False,True,6
PB_J,594,retained,2,0,False,False,-2
PB_J,600,retained,9,9,True,True,0
PB_J,604,retained,9,6,True,False,-3
PB_J,605,retained,9,9,True,True,0
PB_J,617,retained,9,9,True,True,0
PB_J,622,lucky,4,5,False,False,1
PB_J,624,suppressed,2,9,False,True,7
PB_J,628,retained,3,3,False,False,0
PB_J,633,retained,3,9,False,True,6
PB_J,638,retained,9,9,True,True,0
PB_J,641,lucky,4,6,False,False,2
PB_J,642,suppressed,3,4,False,False,1
PB_J,644,lucky,9,9,True,True,0
PB_J,645,lucky,7,6,False,False,-1
PB_J,649,suppressed,7,9,False,True,2
PB_J,652,suppressed,6,5,False,False,-1
PB_J,654,suppressed,3,5,False,False,2
PB_J,658,retained,5,9,False,True,4
PB_J,661,lucky,9,9,True,True,0
PB_J,667,lucky,2,8,False,False,6
PB_J,669,retained,5,5,False,False,0
PB_J,672,forgotten,6,6,False,False,0
PB_J,675,forgotten,3,3,False,False,0
PB_J,678,forgotten,3,4,False,False,1
PB_J,681,retained,5,9,False,True,4
PB_J,687,retained,9,4,True,False,-5
PB_J,693,forgotten,3,4,False,False,1
PB_J,696,lucky,5,9,False,True,4
PB_J,700,lucky,7,8,False,False,1
PB_J,702,forgotten,3,4,False,False,1
PB_J,703,retained,5,9,False,True,4
PB_J,704,retained,9,9,True,True,0
PB_J,706,forgotten,5,6,False,False,1
PB_J,707,forgotten,4,5,False,False,1
PB_J,709,retained,6,9,False,True,3
PB_J,712,forgotten,6,6,False,False,0
PB_J,713,lucky,3,6,False,False,3
PB_J,720,forgotten,3,9,False,True,6
PB_J,722,forgotten,6,7,False,False,1
PB_J,724,forgotten,7,6,False,False,-1
PB_J,726,retained,3,4,False,False,1
PB_J,730,retained,7,7,False,False,0
PB_J,732,retained,4,9,False,True,5
PB_J,733,lucky,3,3,False,False,0
PB_J,739,suppressed,4,9,False,True,5
PB_J,746,forgotten,4,3,False,False,-1
PB_J,749,retained,4,5,False,False,1
PB_J,750,retained,9,9,True,True,0
PB_J,751,retained,3,4,False,False,1
PB_J,752,lucky,3,6,False,False,3
PB_J,760,suppressed,3,3,False,False,0
PB_J,763,lucky,5,4,False,False,-1
PB_J,764,suppressed,6,9,False,True,3
PB_J,769,suppressed,8,9,False,True,1
PB_J,770,retained,9,9,True,True,0
PB_J,779,retained,6,9,False,True,3
PB_J,781,retained,2,9,False,True,7
PB_J,786,forgotten,6,6,False,False,0
PB_J,788,retained,7,9,False,True,2
PB_J,793,suppressed,2,9,False,True,7
PB_J,798,suppressed,7,7,False,False,0
PB_J,799,retained,9,9,True,True,0
PB_J,805,forgotten,3,2,False,False,-1
PB_J,806,retained,9,9,True,True,0
PB_J,807,retained,9,9,True,True,0
PB_J,812,retained,9,9,True,True,0
PB_J,816,retained,6,7,False,False,1
PB_J,817,retained,7,9,False,True,2
PB_J,818,retained,5,9,False,True,4
PB_J,820,suppressed,6,9,False,True,3
PB_J,821,retained,9,8,True,False,-1
PB_J,824,forgotten,4,4,False,False,0
PB_J,830,retained,4,9,False,True,5
PB_J,831,retained,9,9,True,True,0
PB_J,836,lucky,9,8,True,False,-1
PB_J,837,retained,6,6,False,False,0
PB_J,838,retained,9,9,True,True,0
PB_J,840,retained,9,9,True,True,0
PB_J,842,retained,9,9,True,True,0
PB_J,843,retained,7,4,False,False,-3
PB_J,851,retained,5,9,False,True,4
PB_J,852,forgotten,7,7,False,False,0
PB_J,853,forgotten,6,8,False,False,2
PB_J,855,forgotten,7,9,False,True,2
PB_J,860,retained,4,9,False,True,5
PB_J,861,retained,6,9,False,True,3
PB_J,863,forgotten,7,6,False,False,-1
PB_J,867,lucky,2,9,False,True,7
PB_J,869,retained,5,9,False,True,4
PB_J,871,retained,3,3,False,False,0
PB_J,873,retained,5,4,False,False,-1
PB_J,877,suppressed,3,3,False,False,0
PB_J,880,suppressed,3,9,False,True,6
PB_J,882,lucky,3,9,False,True,6
PB_J,884,retained,9,9,True,True,0
PB_J,888,retained,7,9,False,True,2
PB_J,889,lucky,2,3,False,False,1
PB_J,893,retained,9,9,True,True,0
PB_J,894,lucky,7,5,False,False,-2
PB_J,900,retained,3,9,False,True,6
PB_J,903,suppressed,3,4,False,False,1
PB_J,906,forgotten,5,9,False,True,4
PB_J,908,retained,9,9,True,True,0
PB_J,912,suppressed,6,9,False,True,3
PB_J,915,lucky,4,2,False,False,-2
PB_J,916,lucky,9,6,True,False,-3
PB_J,917,lucky,4,5,False,False,1
PB_J,919,retained,2,3,False,False,1
PB_J,921,lucky,9,4,True,False,-5
PB_J,924,retained,7,9,False,True,2
PB_J,926,retained,4,9,False,True,5
PB_J,928,lucky,3,9,False,True,6
PB_J,933,retained,9,9,True,True,0
PB_J,944,retained,5,9,False,True,4
PB_J,946,suppressed,3,9,False,True,6
PB_J,947,suppressed,2,3,False,False,1
PB_J,949,suppressed,2,9,False,True,7
PB_J,951,suppressed,5,9,False,True,4
PB_J,956,retained,3,9,False,True,6
PB_J,960,retained,9,9,True,True,0
PB_J,961,retained,6,5,False,False,-1
PB_J,962,retained,5,9,False,True,4
PB_J,967,retained,3,9,False,True,6
PB_J,971,retained,6,9,False,True,3
PB_J,973,suppressed,5,3,False,False,-2
PB_J,975,suppressed,5,9,False,True,4
PB_J,977,retained,5,6,False,False,1
PB_J,978,lucky,3,5,False,False,2
PB_J,981,retained,9,9,True,True,0
PB_J,992,forgotten,3,6,False,False,3
PB_J,993,retained,7,5,False,False,-2
PB_J,994,lucky,5,6,False,False,1
PB_J,996,retained,5,3,False,False,-2
PB_J,998,suppressed,2,6,False,False,4
PB_J,1000,retained,3,6,False,False,3
PB_J,1007,forgotten,3,4,False,False,1
PB_J,1008,suppressed,5,8,False,False,3
PB_J,1009,forgotten,2,3,False,False,1
PB_J,1012,suppressed,7,5,False,False,-2
PB_J,1013,lucky,5,9,False,True,4
PB_J,1014,forgotten,4,6,False,False,2
PB_J,1020,suppressed,5,8,False,False,3
PB_J,1028,lucky,2,8,False,False,6
PB_J,1029,retained,3,3,False,False,0
PB_J,1031,retained,5,9,False,True,4
PB_J,1034,lucky,6,5,False,False,-1
PB_J,1037,retained,9,9,True,True,0
PB_J,1039,retained,2,9,False,True,7
PB_J,1043,suppressed,5,5,False,False,0
PB_J,1046,retained,3,2,False,False,-1
PB_J,1054,forgotten,6,7,False,False,1
PB_J,1056,suppressed,6,9,False,True,3
PB_J,1057,retained,6,5,False,False,-1
PB_J,1058,lucky,4,4,False,False,0
PB_J,1059,suppressed,4,5,False,False,1
PB_J,1060,forgotten,3,9,False,True,6
PB_J,1062,suppressed,4,9,False,True,5
PB_J,1069,retained,3,3,False,False,0
PB_J,1081,retained,5,9,False,True,4
PB_J,1087,suppressed,5,9,False,True,4
PB_J,1089,lucky,5,3,False,False,-2
PB_J,1091,suppressed,4,9,False,True,5
PB_J,1093,suppressed,2,5,False,False,3
PB_J,1095,suppressed,2,2,False,False,0
PB_J,1097,retained,6,4,False,False,-2
PB_J,1100,lucky,3,5,False,False,2
PB_J,1102,suppressed,5,9,False,True,4
PB_J,1109,suppressed,2,4,False,False,2
PB_J,1111,forgotten,2,3,False,False,1
PB_J,1117,forgotten,8,9,False,True,1
PB_J,1120,lucky,6,9,False,True,3
PB_J,1121,suppressed,2,9,False,True,7
PB_J,1124,lucky,3,3,False,False,0
