method,question_idx,subset,t_ext_drop,t_int_drop,ext_censored,int_censored,suppression_lag
RepNoise,726,forgotten,5,9,False,True,4
RepNoise,730,suppressed,8,9,False,True,1
RepNoise,732,suppressed,7,9,False,True,2
RepNoise,733,lucky,6,5,False,False,-1
RepNoise,739,suppressed,4,9,False,True,5
RepNoise,746,forgotten,5,9,False,True,4
RepNoise,749,retained,5,9,False,True,4
RepNoise,750,suppressed,7,9,False,True,2
RepNoise,751,retained,5,9,False,True,4
RepNoise,752,retained,6,9,False,True,3
RepNoise,760,forgotten,6,9,False,True,3
RepNoise,763,suppressed,6,9,False,True,3
RepNoise,764,suppressed,7,9,False,True,2
RepNoise,769,suppressed,8,5,False,False,-3
RepNoise,770,retained,9,9,True,True,0
RepNoise,779,suppressed,6,9,False,True,3
RepNoise,781,suppressed,7,9,False,True,2
RepNoise,786,lucky,9,9,True,True,0
RepNoise,788,suppressed,8,9,False,True,1
RepNoise,793,suppressed,3,9,False,True,6
RepNoise,798,suppressed,4,9,False,True,5
RepNoise,799,suppressed,7,9,False,True,2
RepNoise,805,suppressed,3,4,False,False,1
RepNoise,806,retained,9,9,True,True,0
RepNoise,807,retained,9,9,True,True,0
RepNoise,812,retained,1,9,False,True,8
RepNoise,816,suppressed,4,9,False,True,5
RepNoise,817,retained,9,9,True,True,0
RepNoise,818,retained,9,9,True,True,0
RepNoise,820,retained,9,9,True,True,0
RepNoise,821,suppressed,4,9,False,True,5
RepNoise,824,lucky,5,4,False,False,-1
RepNoise,830,retained,3,9,False,True,6
RepNoise,831,suppressed,8,9,False,True,1
RepNoise,836,suppressed,4,5,False,False,1
RepNoise,837,retained,6,9,False,True,3
RepNoise,838,retained,9,9,True,True,0
RepNoise,840,suppressed,8,9,False,True,1
RepNoise,842,suppressed,8,9,False,True,1
RepNoise,843,suppressed,8,9,False,True,1
RepNoise,851,lucky,4,9,False,True,5
RepNoise,852,suppressed,6,9,False,True,3
RepNoise,853,forgotten,6,9,False,True,3
RepNoise,855,suppressed,8,9,False,True,1
RepNoise,860,suppressed,8,9,False,True,1
RepNoise,861,suppressed,8,9,False,True,1
RepNoise,863,forgotten,6,9,False,True,3
RepNoise,867,suppressed,1,9,False,True,8
RepNoise,869,suppressed,8,9,False,True,1
RepNoise,871,suppressed,8,4,False,False,-4
RepNoise,873,suppressed,8,9,False,True,1
RepNoise,877,lucky,4,4,False,False,0
RepNoise,880,suppressed,8,9,False,True,1
RepNoise,882,retained,9,9,True,True,0
RepNoise,884,suppressed,8,9,False,True,1
RepNoise,888,retained,9,9,True,True,0
RepNoise,889,retained,9,8,True,False,-1
RepNoise,893,suppressed,7,9,False,True,2
RepNoise,894,retained,9,9,True,True,0
RepNoise,900,retained,9,9,True,True,0
RepNoise,903,suppressed,6,9,False,True,3
RepNoise,906,forgotten,4,9,False,True,5
RepNoise,908,retained,9,7,True,False,-2
RepNoise,912,retained,9,9,True,True,0
RepNoise,915,forgotten,3,8,False,False,5
RepNoise,916,retained,6,9,False,True,3
RepNoise,917,lucky,3,4,False,False,1
RepNoise,919,retained,9,5,True,False,-4
RepNoise,921,suppressed,4,7,False,False,3
RepNoise,924,retained,9,9,True,True,0
RepNoise,926,retained,9,9,True,True,0
RepNoise,928,suppressed,7,5,False,False,-2
RepNoise,933,retained,9,9,True,True,0
RepNoise,944,retained,9,9,True,True,0
RepNoise,946,suppressed,7,9,False,True,2
RepNoise,947,retained,5,9,False,True,4
RepNoise,949,suppressed,2,9,False,True,7
RepNoise,951,suppressed,1,9,False,True,8
RepNoise,956,retained,9,9,True,True,0
RepNoise,960,lucky,6,7,False,False,1
RepNoise,961,forgotten,6,7,False,False,1
RepNoise,962,lucky,4,3,False,False,-1
RepNoise,967,suppressed,5,9,False,True,4
RepNoise,971,retained,9,9,True,True,0
RepNoise,973,suppressed,5,6,False,False,1
RepNoise,975,retained,6,9,False,True,3
RepNoise,977,lucky,7,6,False,False,-1
RepNoise,978,retained,3,9,False,True,6
RepNoise,981,forgotten,8,7,False,False,-1
RepNoise,992,retained,4,6,False,False,2
RepNoise,993,suppressed,8,2,False,False,-6
RepNoise,994,lucky,9,9,True,True,0
RepNoise,996,retained,6,9,False,True,3
RepNoise,998,retained,3,4,False,False,1
RepNoise,1000,retained,9,9,True,True,0
RepNoise,1007,retained,9,9,True,True,0
RepNoise,1008,suppressed,3,8,False,False,5
RepNoise,1009,suppressed,7,6,False,False,-1
RepNoise,1012,suppressed,3,9,False,True,6
RepNoise,1013,lucky,5,6,False,False,1
RepNoise,1014,suppressed,7,9,False,True,2
RepNoise,1020,suppressed,8,9,False,True,1
RepNoise,1028,retained,9,9,True,True,0
RepNoise,1029,forgotten,6,9,False,True,3
RepNoise,1031,suppressed,8,9,False,True,1
RepNoise,1034,retained,9,9,True,True,0
RepNoise,1037,retained,9,9,True,True,0
RepNoise,1039,suppressed,2,9,False,True,7
RepNoise,1043,retained,9,9,True,True,0
RepNoise,1046,retained,5,9,False,True,4
RepNoise,1054,suppressed,3,6,False,False,3
RepNoise,1056,suppressed,4,9,False,True,5
RepNoise,1057,forgotten,5,9,False,True,4
RepNoise,1058,suppressed,5,9,False,True,4
RepNoise,1059,retained,4,9,False,True,5
RepNoise,1060,retained,4,9,False,True,5
RepNoise,1062,forgotten,3,9,False,True,6
RepNoise,1069,lucky,9,5,True,False,-4
RepNoise,1081,retained,9,9,True,True,0
RepNoise,1087,suppressed,7,9,False,True,2
RepNoise,1089,retained,9,9,True,True,0
RepNoise,1091,suppressed,8,9,False,True,1
RepNoise,1093,suppressed,6,9,False,True,3
RepNoise,1095,retained,9,3,True,False,-6
RepNoise,1097,lucky,9,9,True,True,0
RepNoise,1100,forgotten,2,4,False,False,2
RepNoise,1102,suppressed,2,9,False,True,7
RepNoise,1109,forgotten,4,9,False,True,5
RepNoise,1111,forgotten,7,4,False,False,-3
RepNoise,1117,retained,9,9,True,True,0
RepNoise,1120,lucky,9,9,True,True,0
RepNoise,1121,suppressed,8,9,False,True,1
RepNoise,1124,retained,4,9,False,True,5
RepNoise,1126,forgotten,7,9,False,True,2
RepNoise,1129,suppressed,8,9,False,True,1
RepNoise,1135,suppressed,8,9,False,True,1
RepNoise,1136,retained,6,9,False,True,3
RepNoise,1138,suppressed,6,9,False,True,3
RepNoise,1146,retained,9,9,True,True,0
RepNoise,1147,retained,9,9,True,True,0
RepNoise,1149,retained,9,9,True,True,0
RepNoise,1151,retained,6,9,False,True,3
RepNoise,1154,suppressed,8,9,False,True,1
RepNoise,1155,forgotten,8,8,False,False,0
RepNoise,1157,retained,9,9,True,True,0
RepNoise,1160,retained,9,9,True,True,0
RepNoise,1161,retained,9,9,True,True,0
RepNoise,1165,suppressed,8,9,False,True,1
RepNoise,1169,suppressed,8,9,False,True,1
RepNoise,1171,retained,9,4,True,False,-5
RepNoise,1172,suppressed,8,9,False,True,1
RepNoise,1174,retained,9,9,True,True,0
RepNoise,1176,retained,5,7,False,False,2
RepNoise,1178,forgotten,1,9,False,True,8
RepNoise,1179,suppressed,8,9,False,True,1
RepNoise,1180,lucky,6,5,False,False,-1
RepNoise,1184,suppressed,8,9,False,True,1
RepNoise,1207,retained,6,9,False,True,3
RepNoise,1216,lucky,5,0,False,False,-5
RepNoise,1221,suppressed,8,9,False,True,1
RepNoise,1233,retained,5,9,False,True,4
RepNoise,1243,lucky,6,9,False,True,3
RepNoise,1253,suppressed,8,9,False,True,1
RepNoise,1262,forgotten,8,9,False,True,1
RepNoise,1264,forgotten,8,9,False,True,1
RepNoise,1271,forgotten,8,8,False,False,0
ELM,3,lucky,9,0,True,False,-9
ELM,17,retained,9,9,True,True,0
ELM,26,forgotten,6,7,False,False,1
ELM,34,retained,6,5,False,False,-1
ELM,39,retained,6,9,False,True,3
ELM,41,forgotten,8,9,False,True,1
ELM,46,retained,2,9,False,True,7
ELM,57,retained,9,2,True,False,-7
ELM,59,lucky,9,6,True,False,-3
ELM,63,forgotten,5,8,False,False,3
ELM,67,lucky,9,7,True,False,-2
ELM,68,forgotten,6,9,False,True,3
ELM,74,retained,1,9,False,True,8
ELM,90,retained,9,9,True,True,0
ELM,95,retained,9,9,True,True,0
ELM,105,lucky,9,5,True,False,-4
ELM,108,retained,1,1,False,False,0
ELM,109,lucky,9,9,True,True,0
ELM,118,suppressed,6,2,False,False,-4
ELM,137,suppressed,3,9,False,True,6
ELM,145,lucky,9,3,True,False,-6
ELM,161,retained,9,9,True,True,0
ELM,162,suppressed,5,9,False,True,4
ELM,167,retained,9,9,True,True,0
ELM,172,retained,5,2,False,False,-3
ELM,174,retained,9,9,True,True,0
ELM,178,suppressed,2,3,False,False,1
ELM,188,retained,1,9,False,True,8
ELM,190,retained,6,9,False,True,3
ELM,191,retained,9,9,True,True,0
ELM,200,retained,1,9,False,True,8
ELM,205,suppressed,1,9,False,True,8
ELM,207,retained,9,9,True,True,0
ELM,209,lucky,9,4,True,False,-5
ELM,216,retained,9,9,True,True,0
ELM,226,forgotten,1,9,False,True,8
ELM,229,retained,6,0,False,False,-6
ELM,246,suppressed,1,9,False,True,8
ELM,247,suppressed,3,9,False,True,6
ELM,256,lucky,2,0,False,False,-2
ELM,298,lucky,9,3,True,False,-6
ELM,308,retained,9,8,True,False,-1
ELM,314,retained,9,9,True,True,0
ELM,317,retained,9,8,True,False,-1
ELM,329,retained,9,3,True,False,-6
ELM,333,retained,9,9,True,True,0
ELM,335,retained,9,9,True,True,0
ELM,338,lucky,9,9,True,True,0
ELM,339,retained,9,9,True,True,0
ELM,345,lucky,9,1,True,False,-8
ELM,348,retained,9,5,True,False,-4
ELM,349,lucky,9,9,True,True,0
ELM,351,retained,1,9,False,True,8
ELM,353,retained,9,9,True,True,0
ELM,355,retained,3,9,False,True,6
ELM,357,retained,9,9,True,True,0
ELM,359,lucky,9,4,True,False,-5
ELM,362,suppressed,6,6,False,False,0
ELM,364,retained,9,9,True,True,0
ELM,366,retained,9,9,True,True,0
ELM,372,forgotten,4,9,False,True,5
ELM,373,suppressed,5,9,False,True,4
ELM,375,retained,2,9,False,True,7
ELM,376,suppressed,7,9,False,True,2
ELM,397,suppressed,5,1,False,False,-4
ELM,399,suppressed,1,9,False,True,8
ELM,400,suppressed,4,1,False,False,-3
ELM,405,retained,9,6,True,False,-3
ELM,407,suppressed,5,9,False,True,4
ELM,411,retained,3,0,False,False,-3
ELM,414,suppressed,1,0,False,False,-1
ELM,415,suppressed,1,9,False,True,8
ELM,422,retained,9,0,True,False,-9
ELM,424,lucky,5,5,False,False,0
ELM,436,retained,6,5,False,False,-1
ELM,438,retained,1,2,False,False,1
ELM,443,suppressed,8,9,False,True,1
ELM,452,lucky,9,9,True,True,0
ELM,462,suppressed,8,4,False,False,-4
ELM,478,suppressed,8,1,False,False,-7
ELM,481,retained,9,9,True,True,0
ELM,482,lucky,9,1,True,False,-8
ELM,485,forgotten,1,1,False,False,0
ELM,497,retained,9,6,True,False,-3
ELM,519,lucky,7,3,False,False,-4
ELM,523,retained,9,9,True,True,0
ELM,532,retained,9,6,True,False,-3
ELM,534,suppressed,6,3,False,False,-3
ELM,545,retained,9,9,True,True,0
ELM,552,retained,9,9,True,True,0
ELM,554,retained,9,9,True,True,0
ELM,555,retained,9,9,True,True,0
ELM,559,retained,9,9,True,True,0
ELM,566,retained,1,9,False,True,8
ELM,568,forgotten,4,9,False,True,5
ELM,570,retained,9,9,True,True,0
ELM,576,suppressed,6,9,False,True,3
ELM,577,retained,1,9,False,True,8
ELM,584,retained,1,9,False,True,8
ELM,587,suppressed,1,9,False,True,8
ELM,591,retained,9,9,True,True,0
ELM,594,retained,6,0,False,False,-6
ELM,600,retained,9,9,True,True,0
ELM,604,retained,9,9,True,True,0
ELM,605,retained,9,9,True,True,0
ELM,617,lucky,7,9,False,True,2
ELM,622,retained,9,9,True,True,0
ELM,624,retained,7,9,False,True,2
ELM,628,retained,9,9,True,True,0
ELM,633,retained,9,9,True,True,0
ELM,638,retained,9,9,True,True,0
ELM,641,retained,9,9,True,True,0
ELM,642,retained,5,9,False,True,4
ELM,644,suppressed,7,8,False,False,1
ELM,645,retained,9,9,True,True,0
ELM,649,retained,9,9,True,True,0
ELM,652,suppressed,2,9,False,True,7
ELM,654,suppressed,8,5,False,False,-3
ELM,658,suppressed,8,9,False,True,1
ELM,661,retained,9,9,True,True,0
ELM,667,retained,9,9,True,True,0
ELM,669,suppressed,4,9,False,True,5
ELM,672,retained,9,9,True,True,0
ELM,675,retained,9,9,True,True,0
ELM,678,retained,9,9,True,True,0
ELM,681,retained,4,9,False,True,5
ELM,687,lucky,9,9,True,True,0
ELM,693,retained,9,9,True,True,0
ELM,696,retained,9,9,True,True,0
ELM,700,retained,9,9,True,True,0
ELM,702,forgotten,8,3,False,False,-5
ELM,703,retained,9,9,True,True,0
ELM,704,retained,9,9,True,True,0
ELM,706,suppressed,6,4,False,False,-2
ELM,707,retained,9,9,True,True,0
ELM,709,suppressed,8,9,False,True,1
ELM,712,retained,1,2,False,False,1
ELM,713,suppressed,4,4,False,False,0
ELM,720,suppressed,1,9,False,True,8
ELM,722,retained,9,9,True,True,0
ELM,724,forgotten,3,9,False,True,6
ELM,726,suppressed,1,3,False,False,2
ELM,730,retained,9,9,True,True,0
ELM,732,retained,9,9,True,True,0
ELM,733,retained,9,5,True,False,-4
ELM,739,retained,9,9,True,True,0
ELM,746,retained,9,9,True,True,0
ELM,749,retained,9,9,True,True,0
ELM,750,retained,6,9,False,True,3
ELM,751,suppressed,8,9,False,True,1
ELM,752,suppressed,6,9,False,True,3
ELM,760,suppressed,7,9,False,True,2
ELM,763,lucky,9,9,True,True,0
ELM,764,suppressed,4,9,False,True,5
ELM,769,suppressed,5,9,False,True,4
ELM,770,retained,9,9,True,True,0
ELM,779,suppressed,8,9,False,True,1
ELM,781,suppressed,5,9,False,True,4
ELM,786,retained,7,9,False,True,2
ELM,788,retained,9,9,True,True,0
ELM,793,forgotten,2,3,False,False,1
ELM,798,suppressed,7,9,False,True,2
ELM,799,retained,9,9,True,True,0
ELM,805,retained,9,1,True,False,-8
ELM,806,retained,9,9,True,True,0
ELM,807,suppressed,5,9,False,True,4
ELM,812,retained,9,9,True,True,0
ELM,816,retained,1,9,False,True,8
ELM,817,suppressed,3,9,False,True,6
ELM,818,retained,9,9,True,True,0
ELM,820,suppressed,1,9,False,True,8
ELM,821,retained,9,9,True,True,0
ELM,824,lucky,1,6,False,False,5
ELM,830,lucky,3,9,False,True,6
ELM,831,suppressed,5,9,False,True,4
ELM,836,suppressed,4,9,False,True,5
ELM,837,retained,6,9,False,True,3
ELM,838,retained,9,9,True,True,0
ELM,840,retained,9,9,True,True,0
ELM,842,retained,6,9,False,True,3
ELM,843,retained,9,9,True,True,0
ELM,851,suppressed,5,9,False,True,4
ELM,852,retained,9,9,True,True,0
ELM,853,retained,9,9,True,True,0
ELM,855,retained,9,9,True,True,0
ELM,860,retained,9,9,True,True,0
ELM,861,retained,6,9,False,True,3
ELM,863,suppressed,6,9,False,True,3
ELM,867,forgotten,1,9,False,True,8
ELM,869,retained,9,9,True,True,0
ELM,871,lucky,9,4,True,False,-5
ELM,873,suppressed,6,9,False,True,3
ELM,877,lucky,9,1,True,False,-8
ELM,880,suppressed,8,9,False,True,1
ELM,882,retained,6,9,False,True,3
ELM,884,retained,9,9,True,True,0
ELM,888,retained,9,9,True,True,0
ELM,889,suppressed,1,9,False,True,8
ELM,893,retained,9,9,True,True,0
ELM,894,retained,1,9,False,True,8
ELM,900,retained,9,9,True,True,0
ELM,903,forgotten,5,9,False,True,4
ELM,906,forgotten,5,9,False,True,4
ELM,908,retained,9,7,True,False,-2
ELM,912,retained,9,9,True,True,0
ELM,915,retained,9,9,True,True,0
ELM,916,forgotten,6,6,False,False,0
ELM,917,suppressed,5,9,False,True,4
ELM,919,suppressed,1,1,False,False,0
ELM,921,forgotten,3,9,False,True,6
ELM,924,retained,9,9,True,True,0
ELM,926,suppressed,3,9,False,True,6
ELM,928,retained,5,9,False,True,4
ELM,933,retained,9,9,True,True,0
ELM,944,retained,9,9,True,True,0
ELM,946,suppressed,6,9,False,True,3
ELM,947,retained,3,9,False,True,6
ELM,949,lucky,1,9,False,True,8
ELM,951,retained,9,9,True,True,0
ELM,956,retained,5,9,False,True,4
ELM,960,suppressed,5,9,False,True,4
ELM,961,lucky,9,9,True,True,0
ELM,962,retained,9,9,True,True,0
ELM,967,suppressed,1,2,False,False,1
ELM,971,retained,9,9,True,True,0
ELM,973,retained,9,6,True,False,-3
ELM,975,retained,9,9,True,True,0
ELM,977,forgotten,1,1,False,False,0
ELM,978,forgotten,1,3,False,False,2
ELM,981,retained,9,9,True,True,0
ELM,992,retained,1,9,False,True,8
ELM,993,retained,9,1,True,False,-8
ELM,994,forgotten,5,9,False,True,4
ELM,996,forgotten,6,9,False,True,3
ELM,998,retained,3,9,False,True,6
ELM,1000,retained,9,9,True,True,0
ELM,1007,retained,9,9,True,True,0
ELM,1008,suppressed,8,9,False,True,1
ELM,1009,retained,3,2,False,False,-1
ELM,1012,retained,9,9,True,True,0
ELM,1013,retained,9,9,True,True,0
ELM,1014,retained,9,9,True,True,0
ELM,1020,retained,5,9,False,True,4
ELM,1028,forgotten,1,1,False,False,0
ELM,1029,forgotten,2,2,False,False,0
ELM,1031,retained,9,9,True,True,0
ELM,1034,lucky,9,9,True,True,0
ELM,1037,suppressed,8,9,False,True,1
ELM,1039,suppressed,1,9,False,True,8
ELM,1043,retained,5,9,False,True,4
ELM,1046,retained,5,9,False,True,4
ELM,1054,forgotten,8,8,False,False,0
ELM,1056,suppressed,3,9,False,True,6
ELM,1057,retained,9,9,True,True,0
ELM,1058,suppressed,6,9,False,True,3
ELM,1059,retained,9,9,True,True,0
ELM,1060,suppressed,3,3,False,False,0
ELM,1062,retained,6,9,False,True,3
ELM,1069,lucky,9,5,True,False,-4
ELM,1081,suppressed,8,9,False,True,1
ELM,1087,retained,1,9,False,True,8
ELM,1089,suppressed,8,9,False,True,1
ELM,1091,retained,9,9,True,True,0
ELM,1093,suppressed,6,9,False,True,3
ELM,1095,suppressed,1,1,False,False,0
ELM,1097,retained,9,9,True,True,0
ELM,1100,lucky,4,2,False,False,-2
ELM,1102,suppressed,1,9,False,True,8
ELM,1109,suppressed,5,1,False,False,-4
ELM,1111,forgotten,5,9,False,True,4
ELM,1117,retained,9,9,True,True,0
ELM,1120,retained,9,9,True,True,0
ELM,1121,retained,1,1,False,False,0
ELM,1124,suppressed,8,9,False,True,1
ELM,1126,retained,9,9,True,True,0
ELM,1129,retained,9,9,True,True,0
ELM,1135,suppressed,8,9,False,True,1
ELM,1136,lucky,9,9,True,True,0
ELM,1138,suppressed,1,9,False,True,8
ELM,1146,suppressed,8,9,False,True,1
ELM,1147,retained,9,9,True,True,0
ELM,1149,suppressed,5,9,False,True,4
ELM,1151,retained,9,9,True,True,0
ELM,1154,retained,9,9,True,True,0
ELM,1155,retained,9,9,True,True,0
ELM,1157,suppressed,6,9,False,True,3
ELM,1160,retained,9,9,True,True,0
ELM,1161,suppressed,7,9,False,True,2
ELM,1165,retained,9,9,True,True,0
ELM,1169,retained,9,9,True,True,0
ELM,1171,retained,9,9,True,True,0
ELM,1172,retained,9,9,True,True,0
ELM,1174,retained,9,9,True,True,0
ELM,1176,retained,7,9,False,True,2
ELM,1178,retained,6,9,False,True,3
ELM,1179,forgotten,3,9,False,True,6
ELM,1180,forgotten,7,6,False,False,-1
ELM,1184,retained,5,9,False,True,4
ELM,1207,suppressed,5,9,False,True,4
ELM,1216,suppressed,1,0,False,False,-1
ELM,1221,suppressed,7,9,False,True,2
ELM,1233,retained,9,9,True,True,0
ELM,1243,retained,9,9,True,True,0
ELM,1253,retained,9,6,True,False,-3
ELM,1262,suppressed,8,9,False,True,1
ELM,1264,retained,9,7,True,False,-2
ELM,1271,retained,9,9,True,True,0
RR,3,forgotten,2,0,False,False,-2
RR,17,retained,2,9,False,True,7
RR,26,suppressed,3,9,False,True,6
RR,34,retained,5,5,False,False,0
RR,39,retained,2,9,False,True,7
RR,41,lucky,2,9,False,True,7
RR,46,retained,9,9,True,True,0
RR,57,retained,5,9,False,True,4
RR,59,retained,9,9,True,True,0
RR,63,retained,2,5,False,False,3
RR,67,retained,2,3,False,False,1
RR,68,suppressed,3,9,False,True,6
RR,74,suppressed,2,9,False,True,7
RR,90,retained,9,9,True,True,0
RR,95,retained,2,2,False,False,0
RR,105,retained,9,2,True,False,-7
RR,108,forgotten,2,2,False,False,0
RR,109,retained,2,3,False,False,1
RR,118,retained,3,1,False,False,-2
RR,137,suppressed,2,9,False,True,7
RR,145,forgotten,5,1,False,False,-4
RR,161,retained,9,9,True,True,0
RR,162,retained,9,9,True,True,0
RR,167,retained,2,9,False,True,7
RR,172,retained,2,9,False,True,7
RR,174,retained,2,9,False,True,7
RR,178,forgotten,2,2,False,False,0
RR,188,suppressed,1,9,False,True,8
RR,190,retained,9,9,True,True,0
RR,191,forgotten,3,1,False,False,-2
RR,200,forgotten,4,4,False,False,0
RR,205,suppressed,1,8,False,False,7
RR,207,retained,9,9,True,True,0
RR,209,retained,2,9,False,True,7
RR,216,retained,2,9,False,True,7
RR,226,forgotten,3,9,False,True,6
RR,229,forgotten,8,0,False,False,-8
RR,246,retained,1,9,False,True,8
RR,247,suppressed,2,9,False,True,7
RR,256,forgotten,3,0,False,False,-3
RR,298,retained,5,4,False,False,-1
RR,308,retained,2,2,False,False,0
RR,314,retained,2,9,False,True,7
RR,317,forgotten,3,2,False,False,-1
RR,329,retained,9,9,True,True,0
RR,333,retained,9,9,True,True,0
RR,335,retained,9,9,True,True,0
RR,338,retained,2,4,False,False,2
RR,339,retained,2,9,False,True,7
RR,345,suppressed,3,2,False,False,-1
RR,348,suppressed,7,5,False,False,-2
RR,349,retained,5,2,False,False,-3
RR,351,retained,2,9,False,True,7
RR,353,retained,9,9,True,True,0
RR,355,retained,9,9,True,True,0
RR,357,forgotten,4,9,False,True,5
RR,359,suppressed,5,2,False,False,-3
RR,362,retained,9,9,True,True,0
RR,364,suppressed,3,9,False,True,6
RR,366,retained,3,9,False,True,6
RR,372,retained,2,9,False,True,7
RR,373,suppressed,1,7,False,False,6
RR,375,retained,1,9,False,True,8
RR,376,retained,9,9,True,True,0
RR,397,retained,1,1,False,False,0
RR,399,lucky,2,8,False,False,6
RR,400,retained,5,2,False,False,-3
RR,405,retained,1,9,False,True,8
RR,407,retained,2,6,False,False,4
RR,411,suppressed,2,0,False,False,-2
RR,414,suppressed,2,0,False,False,-2
RR,415,lucky,1,3,False,False,2
RR,422,retained,9,0,True,False,-9
RR,424,lucky,2,3,False,False,1
RR,436,retained,3,3,False,False,0
RR,438,retained,2,9,False,True,7
RR,443,retained,9,9,True,True,0
RR,452,lucky,9,7,True,False,-2
RR,462,retained,2,5,False,False,3
RR,478,lucky,4,7,False,False,3
RR,481,retained,9,9,True,True,0
RR,482,retained,2,1,False,False,-1
RR,485,suppressed,4,2,False,False,-2
RR,497,suppressed,2,4,False,False,2
RR,519,retained,3,3,False,False,0
RR,523,retained,5,9,False,True,4
RR,532,retained,9,1,True,False,-8
RR,534,retained,9,9,True,True,0
RR,545,retained,2,9,False,True,7
RR,552,retained,1,9,False,True,8
RR,554,lucky,2,9,False,True,7
RR,555,retained,2,9,False,True,7
RR,559,suppressed,3,2,False,False,-1
RR,566,retained,2,9,False,True,7
RR,568,retained,2,9,False,True,7
RR,570,forgotten,1,7,False,False,6
RR,576,lucky,9,9,True,True,0
RR,577,retained,9,9,True,True,0
RR,584,suppressed,2,5,False,False,3
RR,587,suppressed,8,9,False,True,1
RR,591,forgotten,1,9,False,True,8
RR,594,forgotten,7,0,False,False,-7
RR,600,retained,9,9,True,True,0
RR,604,retained,4,9,False,True,5
RR,605,retained,5,9,False,True,4
RR,617,retained,2,9,False,True,7
RR,622,retained,3,2,False,False,-1
RR,624,lucky,3,9,False,True,6
RR,628,retained,4,9,False,True,5
RR,633,suppressed,3,9,False,True,6
RR,638,retained,9,9,True,True,0
RR,641,suppressed,2,9,False,True,7
RR,642,suppressed,3,9,False,True,6
RR,644,retained,2,3,False,False,1
RR,645,retained,2,9,False,True,7
RR,649,retained,2,9,False,True,7
RR,652,forgotten,2,9,False,True,7
RR,654,forgotten,3,3,False,False,0
RR,658,forgotten,3,9,False,True,6
RR,661,lucky,3,9,False,True,6
RR,667,retained,3,9,False,True,6
RR,669,retained,4,2,False,False,-2
RR,672,suppressed,2,3,False,False,1
RR,675,retained,3,7,False,False,4
RR,678,retained,3,2,False,False,-1
RR,681,suppressed,2,9,False,True,7
RR,687,lucky,3,3,False,False,0
RR,693,retained,2,2,False,False,0
RR,696,retained,4,9,False,True,5
RR,700,lucky,2,7,False,False,5
RR,702,retained,9,2,True,False,-7
RR,703,lucky,5,9,False,True,4
RR,704,retained,4,5,False,False,1
RR,706,retained,2,8,False,False,6
RR,707,suppressed,2,9,False,True,7
RR,709,retained,9,9,True,True,0
RR,712,lucky,5,2,False,False,-3
RR,713,retained,4,9,False,True,5
RR,720,suppressed,1,5,False,False,4
RR,722,retained,4,9,False,True,5
RR,724,lucky,2,2,False,False,0
RR,726,lucky,6,3,False,False,-3
RR,730,lucky,9,9,True,True,0
RR,732,forgotten,3,9,False,True,6
RR,733,suppressed,2,2,False,False,0
RR,739,forgotten,3,9,False,True,6
RR,746,lucky,7,7,False,False,0
RR,749,suppressed,3,9,False,True,6
RR,750,retained,3,9,False,True,6
RR,751,retained,9,9,True,True,0
RR,752,lucky,9,9,True,True,0
RR,760,lucky,2,4,False,False,2
RR,763,retained,9,2,True,False,-7
RR,764,retained,3,9,False,True,6
RR,769,retained,1,5,False,False,4
RR,770,retained,4,9,False,True,5
RR,779,retained,1,9,False,True,8
RR,781,lucky,1,9,False,True,8
RR,786,suppressed,2,9,False,True,7
RR,788,lucky,2,9,False,True,7
RR,793,lucky,2,9,False,True,7
RR,798,suppressed,3,9,False,True,6
RR,799,lucky,2,9,False,True,7
RR,805,lucky,3,2,False,False,-1
RR,806,suppressed,8,3,False,False,-5
RR,807,forgotten,2,9,False,True,7
RR,812,retained,1,9,False,True,8
RR,816,forgotten,2,5,False,False,3
RR,817,retained,2,9,False,True,7
RR,818,forgotten,2,9,False,True,7
RR,820,forgotten,2,9,False,True,7
RR,821,retained,2,9,False,True,7
RR,824,suppressed,4,5,False,False,1
RR,830,suppressed,2,3,False,False,1
RR,831,lucky,2,8,False,False,6
RR,836,retained,2,8,False,False,6
RR,837,retained,2,9,False,True,7
RR,838,retained,2,9,False,True,7
RR,840,suppressed,2,9,False,True,7
RR,842,suppressed,2,9,False,True,7
RR,843,lucky,2,4,False,False,2
RR,851,suppressed,4,9,False,True,5
RR,852,retained,3,9,False,True,6
RR,853,retained,4,9,False,True,5
RR,855,suppressed,2,9,False,True,7
RR,860,forgotten,2,9,False,True,7
RR,861,retained,5,5,False,False,0
RR,863,suppressed,2,9,False,True,7
RR,867,suppressed,2,9,False,True,7
RR,869,retained,2,9,False,True,7
RR,871,suppressed,3,5,False,False,2
RR,873,suppressed,2,9,False,True,7
RR,877,suppressed,4,2,False,False,-2
RR,880,retained,4,9,False,True,5
RR,882,retained,1,9,False,True,8
RR,884,retained,5,9,False,True,4
RR,888,retained,3,9,False,True,6
RR,889,retained,2,2,False,False,0
RR,893,retained,5,9,False,True,4
RR,894,retained,2,9,False,True,7
RR,900,suppressed,3,9,False,True,6
RR,903,retained,9,9,True,True,0
RR,906,lucky,2,4,False,False,2
RR,908,forgotten,3,6,False,False,3
RR,912,retained,5,9,False,True,4
RR,915,suppressed,2,9,False,True,7
RR,916,retained,2,3,False,False,1
RR,917,retained,1,5,False,False,4
RR,919,retained,2,3,False,False,1
RR,921,retained,9,9,True,True,0
