model,delta_balanced_accuracy_vs_A_mean,delta_balanced_accuracy_vs_A_standard_deviation,delta_balanced_accuracy_vs_A_ci95_low,delta_balanced_accuracy_vs_A_ci95_high,delta_macro_f1_vs_A_mean,delta_macro_f1_vs_A_standard_deviation,delta_macro_f1_vs_A_ci95_low,delta_macro_f1_vs_A_ci95_high,delta_roc_auc_vs_A_mean,delta_roc_auc_vs_A_standard_deviation,delta_roc_auc_vs_A_ci95_low,delta_roc_auc_vs_A_ci95_high,delta_log_loss_vs_A_mean,delta_log_loss_vs_A_standard_deviation,delta_log_loss_vs_A_ci95_low,delta_log_loss_vs_A_ci95_high,delta_brier_score_vs_A_mean,delta_brier_score_vs_A_standard_deviation,delta_brier_score_vs_A_ci95_low,delta_brier_score_vs_A_ci95_high
Model A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Model B,-0.017197530864197536,0.012737516629188294,-0.04288359788359789,0.0017663139329806067,-0.026966987324505465,0.013696848601114059,-0.05158127402811731,-0.005104399539500479,-0.0009005291005290989,0.013988697425918626,-0.02875467372134033,0.016544620811287502,0.012062132026717942,0.006951956673647362,0.0024339804499777795,0.025389333583328122,0.005487392177205492,0.0031830179363121257,0.0009368219878281119,0.011485687808672242
Model C,-0.014303350970017642,0.01380564964466252,-0.038900352733686146,0.005061728395061716,-0.02399971601181685,0.014110784796466441,-0.04836271348698314,-0.002077165782129737,0.002196119929453286,0.013523353498664617,-0.020683421516754775,0.01904497354497355,0.009733695323116931,0.005645975236549992,0.002079080211338577,0.019607870114245543,0.004408693276884347,0.002598591582431106,0.0007877040091214837,0.008751564792410156
Model D,-0.019723104056437395,0.016224527759018975,-0.0548800705467372,0.0046340388007054065,-0.03710422444467621,0.016797770357167268,-0.06958187961271875,-0.012175216209965787,0.0062130511463845016,0.01331139788595023,-0.011371604938271565,0.03009488536155202,0.01994916864100576,0.0080843318493442,0.006348295775592791,0.03426897627290767,0.008796173429367065,0.0032580383657161835,0.003194741031377026,0.014209319358429376
