fold,model,probe_type,clf,n_train,n_val,n_test,best_layer,accuracy,true_accuracy,false_accuracy,precision,recall,f1,auc,tp,fn,tn,fp,n_total
4,GradDiff,vote_ensemble,AdaBoost,1524,508,508,,0.5984251968503937,0.6023622047244095,0.594488188976378,0.59765625,0.6023622047244095,0.6,,153,101,151,103,508
4,GradDiff,avg_ensemble,LR,1524,508,508,,0.5767716535433071,0.5905511811023622,0.562992125984252,0.5747126436781609,0.5905511811023622,0.5825242718446602,0.6492187984375969,150,104,143,111,508
4,GradDiff,avg_ensemble,RF,1524,508,508,,0.5826771653543307,0.5866141732283464,0.5787401574803149,0.58203125,0.5866141732283464,0.5843137254901961,0.6221402442804885,149,105,147,107,508
4,GradDiff,avg_ensemble,AdaBoost,1524,508,508,,0.5826771653543307,0.562992125984252,0.6023622047244095,0.5860655737704918,0.562992125984252,0.5742971887550201,0.6133517267034535,143,111,153,101,508
0,RMU,per_layer,LR,1524,508,508,11,0.5846456692913385,0.5708661417322834,0.5984251968503937,0.5870445344129555,0.5708661417322834,0.5788423153692615,0.6087947175894352,145,109,152,102,508
0,RMU,per_layer,RF,1524,508,508,1,0.5866141732283464,0.5669291338582677,0.6062992125984252,0.5901639344262295,0.5669291338582677,0.5783132530120482,0.6195827391654783,144,110,154,100,508
0,RMU,per_layer,AdaBoost,1524,508,508,4,0.5413385826771654,0.5275590551181102,0.5551181102362205,0.5425101214574899,0.5275590551181102,0.5349301397205589,0.554265608531217,134,120,141,113,508
0,RMU,mid_band,LR,1524,508,508,,0.5688976377952756,0.5669291338582677,0.5708661417322834,0.5691699604743083,0.5669291338582677,0.5680473372781065,0.5896986793973589,144,110,145,109,508
0,RMU,mid_band,RF,1524,508,508,,0.547244094488189,0.4645669291338583,0.6299212598425197,0.5566037735849056,0.4645669291338583,0.5064377682403434,0.5735553971107942,118,136,160,94,508
0,RMU,mid_band,AdaBoost,1524,508,508,,0.5452755905511811,0.44881889763779526,0.6417322834645669,0.5560975609756098,0.44881889763779526,0.49673202614379086,0.5376883253766507,114,140,163,91,508
0,RMU,full_layer,LR,1524,508,508,,0.6082677165354331,0.594488188976378,0.6220472440944882,0.611336032388664,0.594488188976378,0.6027944111776448,0.630231260462521,151,103,158,96,508
0,RMU,full_layer,RF,1524,508,508,,0.5748031496062992,0.5433070866141733,0.6062992125984252,0.5798319327731093,0.5433070866141733,0.5609756097560976,0.5879084258168517,138,116,154,100,508
0,RMU,full_layer,AdaBoost,1524,508,508,,0.5236220472440944,0.531496062992126,0.515748031496063,0.5232558139534884,0.531496062992126,0.52734375,0.5471665943331887,135,119,131,123,508
0,RMU,init_band,LR,1524,508,508,,0.610236220472441,0.5748031496062992,0.6456692913385826,0.6186440677966102,0.5748031496062992,0.5959183673469388,0.6316727633455267,146,108,164,90,508
0,RMU,init_band,RF,1524,508,508,,0.5570866141732284,0.515748031496063,0.5984251968503937,0.5622317596566524,0.515748031496063,0.5379876796714579,0.5844519189038377,131,123,152,102,508
0,RMU,init_band,AdaBoost,1524,508,508,,0.5118110236220472,0.4645669291338583,0.5590551181102362,0.5130434782608696,0.4645669291338583,0.48760330578512395,0.525234050468101,118,136,142,112,508
0,RMU,init_band_emb,LR,1524,508,508,,0.610236220472441,0.5748031496062992,0.6456692913385826,0.6186440677966102,0.5748031496062992,0.5959183673469388,0.6316417632835265,146,108,164,90,508
0,RMU,init_band_emb,RF,1524,508,508,,0.5590551181102362,0.5078740157480315,0.610236220472441,0.5657894736842105,0.5078740157480315,0.5352697095435685,0.5764539029078057,129,125,155,99,508
0,RMU,init_band_emb,AdaBoost,1524,508,508,,0.5059055118110236,0.4645669291338583,0.547244094488189,0.5064377682403434,0.4645669291338583,0.48459958932238195,0.5196850393700787,118,136,139,115,508
0,RMU,end_band,LR,1524,508,508,,0.531496062992126,0.5354330708661418,0.5275590551181102,0.53125,0.5354330708661418,0.5333333333333333,0.5627131254262508,136,118,134,120,508
0,RMU,end_band,RF,1524,508,508,,0.5137795275590551,0.5196850393700787,0.5078740157480315,0.5136186770428015,0.5196850393700787,0.5166340508806262,0.5096100192200385,132,122,129,125,508
0,RMU,end_band,AdaBoost,1524,508,508,,0.5137795275590551,0.5275590551181102,0.5,0.5134099616858238,0.5275590551181102,0.5203883495145631,0.5280860561721124,134,120,127,127,508
0,RMU,ib_no_pca,LR,1524,508,508,,0.5708661417322834,0.5866141732283464,0.5551181102362205,0.5687022900763359,0.5866141732283464,0.5775193798449613,0.6055087110174221,149,105,141,113,508
0,RMU,ib_no_pca,RF,1524,508,508,,0.547244094488189,0.515748031496063,0.5787401574803149,0.5504201680672269,0.515748031496063,0.532520325203252,0.5896366792733585,131,123,147,107,508
0,RMU,ib_no_pca,AdaBoost,1524,508,508,,0.5708661417322834,0.5551181102362205,0.5866141732283464,0.573170731707317,0.5551181102362205,0.564,0.586505673011346,141,113,149,105,508
0,RMU,vote_ensemble,LR,1524,508,508,,0.5807086614173228,0.5866141732283464,0.5748031496062992,0.5797665369649806,0.5866141732283464,0.5831702544031311,,149,105,146,108,508
0,RMU,vote_ensemble,RF,1524,508,508,,0.5354330708661418,0.5118110236220472,0.5590551181102362,0.5371900826446281,0.5118110236220472,0.5241935483870968,,130,124,142,112,508
0,RMU,vote_ensemble,AdaBoost,1524,508,508,,0.5334645669291339,0.5393700787401575,0.5275590551181102,0.5330739299610895,0.5393700787401575,0.5362035225048923,,137,117,134,120,508
0,RMU,avg_ensemble,LR,1524,508,508,,0.5846456692913385,0.5866141732283464,0.5826771653543307,0.5843137254901961,0.5866141732283464,0.5854616895874263,0.6216132432264865,149,105,148,106,508
0,RMU,avg_ensemble,RF,1524,508,508,,0.531496062992126,0.5590551181102362,0.5039370078740157,0.5298507462686567,0.5590551181102362,0.5440613026819924,0.5576058652117304,142,112,128,126,508
0,RMU,avg_ensemble,AdaBoost,1524,508,508,,0.5216535433070866,0.5354330708661418,0.5078740157480315,0.5210727969348659,0.5354330708661418,0.5281553398058253,0.5302095604191208,136,118,129,125,508
1,RMU,per_layer,LR,1524,508,508,2,0.5708661417322834,0.562992125984252,0.5787401574803149,0.572,0.562992125984252,0.5674603174603174,0.5856531713063426,143,111,147,107,508
1,RMU,per_layer,RF,1524,508,508,2,0.5767716535433071,0.5708661417322834,0.5826771653543307,0.5776892430278885,0.5708661417322834,0.5742574257425742,0.6024009548019097,145,109,148,106,508
1,RMU,per_layer,AdaBoost,1524,508,508,28,0.5137795275590551,0.5236220472440944,0.5039370078740157,0.5135135135135135,0.5236220472440944,0.5185185185185185,0.5214520429040858,133,121,128,126,508
1,RMU,mid_band,LR,1524,508,508,,0.5787401574803149,0.5866141732283464,0.5708661417322834,0.5775193798449613,0.5866141732283464,0.58203125,0.6043462086924174,149,105,145,109,508
1,RMU,mid_band,RF,1524,508,508,,0.5570866141732284,0.531496062992126,0.5826771653543307,0.5601659751037344,0.531496062992126,0.5454545454545454,0.562000124000248,135,119,148,106,508
1,RMU,mid_band,AdaBoost,1524,508,508,,0.5433070866141733,0.5433070866141733,0.5433070866141733,0.5433070866141733,0.5433070866141733,0.5433070866141733,0.5434310868621737,138,116,138,116,508
1,RMU,full_layer,LR,1524,508,508,,0.6141732283464567,0.6456692913385826,0.5826771653543307,0.6074074074074074,0.6456692913385826,0.6259541984732825,0.6447082894165788,164,90,148,106,508
1,RMU,full_layer,RF,1524,508,508,,0.5728346456692913,0.5236220472440944,0.6220472440944882,0.5807860262008734,0.5236220472440944,0.5507246376811594,0.5986886973773948,133,121,158,96,508
1,RMU,full_layer,AdaBoost,1524,508,508,,0.5511811023622047,0.5669291338582677,0.5354330708661418,0.549618320610687,0.5669291338582677,0.5581395348837209,0.5748108996217992,144,110,136,118,508
1,RMU,init_band,LR,1524,508,508,,0.594488188976378,0.5826771653543307,0.6062992125984252,0.5967741935483871,0.5826771653543307,0.5896414342629482,0.6441347882695765,148,106,154,100,508
1,RMU,init_band,RF,1524,508,508,,0.5590551181102362,0.515748031496063,0.6023622047244095,0.5646551724137931,0.515748031496063,0.5390946502057613,0.5920391840783682,131,123,153,101,508
1,RMU,init_band,AdaBoost,1524,508,508,,0.5826771653543307,0.5826771653543307,0.5826771653543307,0.5826771653543307,0.5826771653543307,0.5826771653543307,0.5916129332258665,148,106,148,106,508
1,RMU,init_band_emb,LR,1524,508,508,,0.594488188976378,0.5826771653543307,0.6062992125984252,0.5967741935483871,0.5826771653543307,0.5896414342629482,0.6441657883315766,148,106,154,100,508
1,RMU,init_band_emb,RF,1524,508,508,,0.5846456692913385,0.5511811023622047,0.6181102362204725,0.5907172995780591,0.5511811023622047,0.570264765784114,0.5940696881393763,140,114,157,97,508
1,RMU,init_band_emb,AdaBoost,1524,508,508,,0.6023622047244095,0.5905511811023622,0.6141732283464567,0.6048387096774194,0.5905511811023622,0.5976095617529881,0.6059039618079236,150,104,156,98,508
1,RMU,end_band,LR,1524,508,508,,0.5374015748031497,0.5433070866141733,0.531496062992126,0.5369649805447471,0.5433070866141733,0.5401174168297456,0.5693316386632773,138,116,135,119,508
1,RMU,end_band,RF,1524,508,508,,0.5059055118110236,0.5,0.5118110236220472,0.5059760956175299,0.5,0.502970297029703,0.5164377828755657,127,127,130,124,508
1,RMU,end_band,AdaBoost,1524,508,508,,0.5511811023622047,0.5511811023622047,0.5511811023622047,0.5511811023622047,0.5511811023622047,0.5511811023622047,0.5676731353462707,140,114,140,114,508
1,RMU,ib_no_pca,LR,1524,508,508,,0.5649606299212598,0.5590551181102362,0.5708661417322834,0.5657370517928287,0.5590551181102362,0.5623762376237624,0.6070122140244281,142,112,145,109,508
1,RMU,ib_no_pca,RF,1524,508,508,,0.5984251968503937,0.5511811023622047,0.6456692913385826,0.6086956521739131,0.5511811023622047,0.5785123966942148,0.6128557257114514,140,114,164,90,508
1,RMU,ib_no_pca,AdaBoost,1524,508,508,,0.5807086614173228,0.5984251968503937,0.562992125984252,0.5779467680608364,0.5984251968503937,0.5880077369439072,0.6095542191084382,152,102,143,111,508
1,RMU,vote_ensemble,LR,1524,508,508,,0.594488188976378,0.5787401574803149,0.610236220472441,0.5975609756097561,0.5787401574803149,0.588,,147,107,155,99,508
1,RMU,vote_ensemble,RF,1524,508,508,,0.5413385826771654,0.49606299212598426,0.5866141732283464,0.5454545454545454,0.49606299212598426,0.5195876288659794,,126,128,149,105,508
1,RMU,vote_ensemble,AdaBoost,1524,508,508,,0.5354330708661418,0.5,0.5708661417322834,0.538135593220339,0.5,0.5183673469387755,,127,127,145,109,508
1,RMU,avg_ensemble,LR,1524,508,508,,0.6062992125984252,0.5984251968503937,0.6141732283464567,0.608,0.5984251968503937,0.6031746031746031,0.6388957777915556,152,102,156,98,508
1,RMU,avg_ensemble,RF,1524,508,508,,0.562992125984252,0.5511811023622047,0.5748031496062992,0.5645161290322581,0.5511811023622047,0.5577689243027888,0.5753146506293013,140,114,146,108,508
1,RMU,avg_ensemble,AdaBoost,1524,508,508,,0.5452755905511811,0.547244094488189,0.5433070866141733,0.5450980392156862,0.547244094488189,0.5461689587426326,0.548980097960196,139,115,138,116,508
2,RMU,per_layer,LR,1524,508,508,9,0.5590551181102362,0.5393700787401575,0.5787401574803149,0.5614754098360656,0.5393700787401575,0.5502008032128514,0.5824446648893298,137,117,147,107,508
2,RMU,per_layer,RF,1524,508,508,2,0.547244094488189,0.5196850393700787,0.5748031496062992,0.55,0.5196850393700787,0.5344129554655871,0.5726253952507906,132,122,146,108,508
2,RMU,per_layer,AdaBoost,1524,508,508,32,0.5039370078740157,0.5039370078740157,0.5039370078740157,0.5039370078740157,0.5039370078740157,0.5039370078740157,0.4958769917539835,128,126,128,126,508
2,RMU,mid_band,LR,1524,508,508,,0.5452755905511811,0.531496062992126,0.5590551181102362,0.5465587044534413,0.531496062992126,0.5389221556886228,0.5743226486452974,135,119,142,112,508
2,RMU,mid_band,RF,1524,508,508,,0.5511811023622047,0.468503937007874,0.6338582677165354,0.5613207547169812,0.468503937007874,0.5107296137339056,0.5440898381796763,119,135,161,93,508
2,RMU,mid_band,AdaBoost,1524,508,508,,0.515748031496063,0.5118110236220472,0.5196850393700787,0.5158730158730159,0.5118110236220472,0.5138339920948617,0.5571253642507284,130,124,132,122,508
2,RMU,full_layer,LR,1524,508,508,,0.5846456692913385,0.5787401574803149,0.5905511811023622,0.5856573705179283,0.5787401574803149,0.5821782178217821,0.6179552359104719,147,107,150,104,508
2,RMU,full_layer,RF,1524,508,508,,0.5275590551181102,0.484251968503937,0.5708661417322834,0.5301724137931034,0.484251968503937,0.5061728395061729,0.5500418500837001,123,131,145,109,508
2,RMU,full_layer,AdaBoost,1524,508,508,,0.5767716535433071,0.5393700787401575,0.6141732283464567,0.5829787234042553,0.5393700787401575,0.5603271983640081,0.5765081530163061,137,117,156,98,508
2,RMU,init_band,LR,1524,508,508,,0.6023622047244095,0.6181102362204725,0.5866141732283464,0.5992366412213741,0.6181102362204725,0.6085271317829457,0.6163897327794656,157,97,149,105,508
2,RMU,init_band,RF,1524,508,508,,0.5196850393700787,0.468503937007874,0.5708661417322834,0.5219298245614035,0.468503937007874,0.49377593360995853,0.5425785851571704,119,135,145,109,508
2,RMU,init_band,AdaBoost,1524,508,508,,0.5,0.4645669291338583,0.5354330708661418,0.5,0.4645669291338583,0.4816326530612245,0.5296670593341186,118,136,136,118,508
2,RMU,init_band_emb,LR,1524,508,508,,0.6023622047244095,0.6181102362204725,0.5866141732283464,0.5992366412213741,0.6181102362204725,0.6085271317829457,0.6164052328104657,157,97,149,105,508
2,RMU,init_band_emb,RF,1524,508,508,,0.5177165354330708,0.47244094488188976,0.562992125984252,0.5194805194805194,0.47244094488188976,0.4948453608247423,0.5360918221836444,120,134,143,111,508
2,RMU,init_band_emb,AdaBoost,1524,508,508,,0.5393700787401575,0.4645669291338583,0.6141732283464567,0.5462962962962963,0.4645669291338583,0.502127659574468,0.5369210738421477,118,136,156,98,508
2,RMU,end_band,LR,1524,508,508,,0.5708661417322834,0.5905511811023622,0.5511811023622047,0.5681818181818182,0.5905511811023622,0.5791505791505791,0.565751131502263,150,104,140,114,508
2,RMU,end_band,RF,1524,508,508,,0.5039370078740157,0.5039370078740157,0.5039370078740157,0.5039370078740157,0.5039370078740157,0.5039370078740157,0.4932884865769732,128,126,128,126,508
2,RMU,end_band,AdaBoost,1524,508,508,,0.4940944881889764,0.5078740157480315,0.48031496062992124,0.4942528735632184,0.5078740157480315,0.5009708737864078,0.5009300018600037,129,125,122,132,508
2,RMU,ib_no_pca,LR,1524,508,508,,0.5551181102362205,0.5826771653543307,0.5275590551181102,0.5522388059701493,0.5826771653543307,0.5670498084291188,0.5806931613863228,148,106,134,120,508
2,RMU,ib_no_pca,RF,1524,508,508,,0.5590551181102362,0.5511811023622047,0.5669291338582677,0.56,0.5511811023622047,0.5555555555555556,0.5648521297042595,140,114,144,110,508
2,RMU,ib_no_pca,AdaBoost,1524,508,508,,0.5826771653543307,0.6338582677165354,0.531496062992126,0.575,0.6338582677165354,0.602996254681648,0.5996031992063985,161,93,135,119,508
2,RMU,vote_ensemble,LR,1524,508,508,,0.5787401574803149,0.5905511811023622,0.5669291338582677,0.5769230769230769,0.5905511811023622,0.5836575875486382,,150,104,144,110,508
2,RMU,vote_ensemble,RF,1524,508,508,,0.5669291338582677,0.562992125984252,0.5708661417322834,0.5674603174603174,0.562992125984252,0.5652173913043478,,143,111,145,109,508
2,RMU,vote_ensemble,AdaBoost,1524,508,508,,0.5728346456692913,0.6023622047244095,0.5433070866141733,0.5687732342007435,0.6023622047244095,0.5850860420650096,,153,101,138,116,508
2,RMU,avg_ensemble,LR,1524,508,508,,0.5826771653543307,0.5905511811023622,0.5748031496062992,0.5813953488372093,0.5905511811023622,0.5859375,0.6109802219604439,150,104,146,108,508
2,RMU,avg_ensemble,RF,1524,508,508,,0.547244094488189,0.594488188976378,0.5,0.5431654676258992,0.594488188976378,0.5676691729323309,0.5578151156302312,151,103,127,127,508
2,RMU,avg_ensemble,AdaBoost,1524,508,508,,0.5452755905511811,0.6141732283464567,0.4763779527559055,0.5397923875432526,0.6141732283464567,0.574585635359116,0.5677041354082708,156,98,121,133,508
3,RMU,per_layer,LR,1524,508,508,9,0.5708661417322834,0.5590551181102362,0.5826771653543307,0.5725806451612904,0.5590551181102362,0.5657370517928287,0.6052297104594209,142,112,148,106,508
3,RMU,per_layer,RF,1524,508,508,7,0.5590551181102362,0.5236220472440944,0.594488188976378,0.5635593220338984,0.5236220472440944,0.5428571428571428,0.5799259098518197,133,121,151,103,508
3,RMU,per_layer,AdaBoost,1524,508,508,1,0.5748031496062992,0.5826771653543307,0.5669291338582677,0.5736434108527132,0.5826771653543307,0.578125,0.5842039184078368,148,106,144,110,508
3,RMU,mid_band,LR,1524,508,508,,0.5826771653543307,0.5905511811023622,0.5748031496062992,0.5813953488372093,0.5905511811023622,0.5859375,0.6009052018104036,150,104,146,108,508
3,RMU,mid_band,RF,1524,508,508,,0.5354330708661418,0.4763779527559055,0.594488188976378,0.5401785714285714,0.4763779527559055,0.5062761506276151,0.5603881207762416,121,133,151,103,508
3,RMU,mid_band,AdaBoost,1524,508,508,,0.515748031496063,0.468503937007874,0.562992125984252,0.5173913043478261,0.468503937007874,0.49173553719008267,0.516251782503565,119,135,143,111,508
3,RMU,full_layer,LR,1524,508,508,,0.594488188976378,0.6417322834645669,0.547244094488189,0.5863309352517986,0.6417322834645669,0.6127819548872181,0.6200787401574803,163,91,139,115,508
3,RMU,full_layer,RF,1524,508,508,,0.5433070866141733,0.5039370078740157,0.5826771653543307,0.5470085470085471,0.5039370078740157,0.5245901639344263,0.5726796453592907,128,126,148,106,508
3,RMU,full_layer,AdaBoost,1524,508,508,,0.5413385826771654,0.562992125984252,0.5196850393700787,0.539622641509434,0.562992125984252,0.5510597302504817,0.5445393390786781,143,111,132,122,508
3,RMU,init_band,LR,1524,508,508,,0.5669291338582677,0.562992125984252,0.5708661417322834,0.5674603174603174,0.562992125984252,0.5652173913043478,0.6096162192324385,143,111,145,109,508
3,RMU,init_band,RF,1524,508,508,,0.5275590551181102,0.44881889763779526,0.6062992125984252,0.5327102803738317,0.44881889763779526,0.48717948717948717,0.5406565813131626,114,140,154,100,508
3,RMU,init_band,AdaBoost,1524,508,508,,0.5275590551181102,0.4881889763779528,0.5669291338582677,0.5299145299145299,0.4881889763779528,0.5081967213114754,0.5525916051832104,124,130,144,110,508
3,RMU,init_band_emb,LR,1524,508,508,,0.5669291338582677,0.562992125984252,0.5708661417322834,0.5674603174603174,0.562992125984252,0.5652173913043478,0.6096472192944385,143,111,145,109,508
3,RMU,init_band_emb,RF,1524,508,508,,0.5374015748031497,0.468503937007874,0.6062992125984252,0.54337899543379,0.468503937007874,0.5031712473572939,0.5538471076942153,119,135,154,100,508
3,RMU,init_band_emb,AdaBoost,1524,508,508,,0.547244094488189,0.5275590551181102,0.5669291338582677,0.5491803278688525,0.5275590551181102,0.5381526104417671,0.5388895777791556,134,120,144,110,508
3,RMU,end_band,LR,1524,508,508,,0.5590551181102362,0.5551181102362205,0.562992125984252,0.5595238095238095,0.5551181102362205,0.5573122529644269,0.5719511439022879,141,113,143,111,508
3,RMU,end_band,RF,1524,508,508,,0.5137795275590551,0.4566929133858268,0.5708661417322834,0.5155555555555555,0.4566929133858268,0.48434237995824636,0.5219712939425879,116,138,145,109,508
3,RMU,end_band,AdaBoost,1524,508,508,,0.5551181102362205,0.5748031496062992,0.5354330708661418,0.553030303030303,0.5748031496062992,0.5637065637065637,0.5632013764027528,146,108,136,118,508
3,RMU,ib_no_pca,LR,1524,508,508,,0.59251968503937,0.5826771653543307,0.6023622047244095,0.5943775100401606,0.5826771653543307,0.588469184890656,0.5960846921693843,148,106,153,101,508
3,RMU,ib_no_pca,RF,1524,508,508,,0.5905511811023622,0.5590551181102362,0.6220472440944882,0.5966386554621849,0.5590551181102362,0.5772357723577236,0.6176374852749705,142,112,158,96,508
3,RMU,ib_no_pca,AdaBoost,1524,508,508,,0.5098425196850394,0.5078740157480315,0.5118110236220472,0.5098814229249012,0.5078740157480315,0.5088757396449705,0.525993551987104,129,125,130,124,508
3,RMU,vote_ensemble,LR,1524,508,508,,0.5787401574803149,0.6259842519685039,0.531496062992126,0.5719424460431655,0.6259842519685039,0.5977443609022557,,159,95,135,119,508
3,RMU,vote_ensemble,RF,1524,508,508,,0.5393700787401575,0.4566929133858268,0.6220472440944882,0.5471698113207547,0.4566929133858268,0.4978540772532189,,116,138,158,96,508
3,RMU,vote_ensemble,AdaBoost,1524,508,508,,0.5393700787401575,0.484251968503937,0.594488188976378,0.5442477876106194,0.484251968503937,0.5125,,123,131,151,103,508
3,RMU,avg_ensemble,LR,1524,508,508,,0.5767716535433071,0.6220472440944882,0.531496062992126,0.5703971119133574,0.6220472440944882,0.5951035781544256,0.6089497178994357,158,96,135,119,508
3,RMU,avg_ensemble,RF,1524,508,508,,0.5531496062992126,0.515748031496063,0.5905511811023622,0.5574468085106383,0.515748031496063,0.5357873210633947,0.5672391344782689,131,123,150,104,508
3,RMU,avg_ensemble,AdaBoost,1524,508,508,,0.5295275590551181,0.4881889763779528,0.5708661417322834,0.5321888412017167,0.4881889763779528,0.5092402464065708,0.5419430838861679,124,130,145,109,508
4,RMU,per_layer,LR,1524,508,508,11,0.59251968503937,0.6338582677165354,0.5511811023622047,0.5854545454545454,0.6338582677165354,0.6086956521739131,0.5985801971603943,161,93,140,114,508
4,RMU,per_layer,RF,1524,508,508,6,0.5807086614173228,0.5196850393700787,0.6417322834645669,0.5919282511210763,0.5196850393700787,0.5534591194968553,0.6175134850269701,132,122,163,91,508
4,RMU,per_layer,AdaBoost,1524,508,508,5,0.547244094488189,0.5590551181102362,0.5354330708661418,0.5461538461538461,0.5590551181102362,0.5525291828793775,0.5619071238142477,142,112,136,118,508
4,RMU,mid_band,LR,1524,508,508,,0.562992125984252,0.547244094488189,0.5787401574803149,0.5650406504065041,0.547244094488189,0.556,0.6005487010974021,139,115,147,107,508
4,RMU,mid_band,RF,1524,508,508,,0.5374015748031497,0.4763779527559055,0.5984251968503937,0.5426008968609866,0.4763779527559055,0.5073375262054507,0.5310155620311241,121,133,152,102,508
4,RMU,mid_band,AdaBoost,1524,508,508,,0.5098425196850394,0.5275590551181102,0.4921259842519685,0.5095057034220533,0.5275590551181102,0.5183752417794971,0.5196617893235786,134,120,125,129,508
4,RMU,full_layer,LR,1524,508,508,,0.5826771653543307,0.5866141732283464,0.5787401574803149,0.58203125,0.5866141732283464,0.5843137254901961,0.6143592287184574,149,105,147,107,508
4,RMU,full_layer,RF,1524,508,508,,0.5413385826771654,0.468503937007874,0.6141732283464567,0.5483870967741935,0.468503937007874,0.505307855626327,0.5498403496806993,119,135,156,98,508
4,RMU,full_layer,AdaBoost,1524,508,508,,0.5688976377952756,0.610236220472441,0.5275590551181102,0.5636363636363636,0.610236220472441,0.5860113421550095,0.5789416578833158,155,99,134,120,508
4,RMU,init_band,LR,1524,508,508,,0.5885826771653543,0.5708661417322834,0.6062992125984252,0.5918367346938775,0.5708661417322834,0.5811623246492986,0.6330522661045324,145,109,154,100,508
4,RMU,init_band,RF,1524,508,508,,0.5708661417322834,0.484251968503937,0.65748031496063,0.5857142857142857,0.484251968503937,0.5301724137931034,0.606244962489925,123,131,167,87,508
4,RMU,init_band,AdaBoost,1524,508,508,,0.547244094488189,0.5393700787401575,0.5551181102362205,0.548,0.5393700787401575,0.5436507936507936,0.5650691301382603,137,117,141,113,508
4,RMU,init_band_emb,LR,1524,508,508,,0.5885826771653543,0.5708661417322834,0.6062992125984252,0.5918367346938775,0.5708661417322834,0.5811623246492986,0.6330677661355324,145,109,154,100,508
4,RMU,init_band_emb,RF,1524,508,508,,0.5688976377952756,0.49606299212598426,0.6417322834645669,0.5806451612903226,0.49606299212598426,0.535031847133758,0.6087714675429351,126,128,163,91,508
4,RMU,init_band_emb,AdaBoost,1524,508,508,,0.5492125984251969,0.5590551181102362,0.5393700787401575,0.5482625482625483,0.5590551181102362,0.5536062378167641,0.5726331452662905,142,112,137,117,508
4,RMU,end_band,LR,1524,508,508,,0.5334645669291339,0.5511811023622047,0.515748031496063,0.532319391634981,0.5511811023622047,0.5415860735009671,0.5660766321532642,140,114,131,123,508
4,RMU,end_band,RF,1524,508,508,,0.49015748031496065,0.48031496062992124,0.5,0.4899598393574297,0.48031496062992124,0.4850894632206759,0.5139345278690557,122,132,127,127,508
4,RMU,end_band,AdaBoost,1524,508,508,,0.5078740157480315,0.515748031496063,0.5,0.5077519379844961,0.515748031496063,0.51171875,0.5138725277450554,131,123,127,127,508
4,RMU,ib_no_pca,LR,1524,508,508,,0.562992125984252,0.547244094488189,0.5787401574803149,0.5650406504065041,0.547244094488189,0.556,0.5920314340628681,139,115,147,107,508
4,RMU,ib_no_pca,RF,1524,508,508,,0.5826771653543307,0.594488188976378,0.5708661417322834,0.5807692307692308,0.594488188976378,0.5875486381322957,0.6091047182094365,151,103,145,109,508
4,RMU,ib_no_pca,AdaBoost,1524,508,508,,0.5196850393700787,0.531496062992126,0.5078740157480315,0.5192307692307693,0.531496062992126,0.5252918287937743,0.547740095480191,135,119,129,125,508
4,RMU,vote_ensemble,LR,1524,508,508,,0.5846456692913385,0.594488188976378,0.5748031496062992,0.583011583011583,0.594488188976378,0.5886939571150097,,151,103,146,108,508
4,RMU,vote_ensemble,RF,1524,508,508,,0.5590551181102362,0.5393700787401575,0.5787401574803149,0.5614754098360656,0.5393700787401575,0.5502008032128514,,137,117,147,107,508
4,RMU,vote_ensemble,AdaBoost,1524,508,508,,0.5433070866141733,0.5433070866141733,0.5433070866141733,0.5433070866141733,0.5433070866141733,0.5433070866141733,,138,116,138,116,508
4,RMU,avg_ensemble,LR,1524,508,508,,0.5787401574803149,0.5984251968503937,0.5590551181102362,0.5757575757575758,0.5984251968503937,0.5868725868725869,0.6238762477524955,152,102,142,112,508
4,RMU,avg_ensemble,RF,1524,508,508,,0.5413385826771654,0.5669291338582677,0.515748031496063,0.5393258426966292,0.5669291338582677,0.5527831094049904,0.569261888523777,144,110,131,123,508
4,RMU,avg_ensemble,AdaBoost,1524,508,508,,0.5433070866141733,0.5590551181102362,0.5275590551181102,0.5419847328244275,0.5590551181102362,0.5503875968992248,0.5795616591233183,142,112,134,120,508
0,RMU-LAT,per_layer,LR,1524,508,508,10,0.5767716535433071,0.5590551181102362,0.594488188976378,0.5795918367346938,0.5590551181102362,0.5691382765531062,0.6023312046624093,142,112,151,103,508
0,RMU-LAT,per_layer,RF,1524,508,508,1,0.5866141732283464,0.5669291338582677,0.6062992125984252,0.5901639344262295,0.5669291338582677,0.5783132530120482,0.6195827391654783,144,110,154,100,508
0,RMU-LAT,per_layer,AdaBoost,1524,508,508,4,0.5413385826771654,0.5275590551181102,0.5551181102362205,0.5425101214574899,0.5275590551181102,0.5349301397205589,0.554265608531217,134,120,141,113,508
0,RMU-LAT,mid_band,LR,1524,508,508,,0.6003937007874016,0.594488188976378,0.6062992125984252,0.601593625498008,0.594488188976378,0.598019801980198,0.6260617521235042,151,103,154,100,508
0,RMU-LAT,mid_band,RF,1524,508,508,,0.5295275590551181,0.4409448818897638,0.6181102362204725,0.5358851674641149,0.4409448818897638,0.4838012958963283,0.5344333188666378,112,142,157,97,508
0,RMU-LAT,mid_band,AdaBoost,1524,508,508,,0.5295275590551181,0.5354330708661418,0.5236220472440944,0.5291828793774319,0.5354330708661418,0.5322896281800391,0.5252185504371009,136,118,133,121,508
0,RMU-LAT,full_layer,LR,1524,508,508,,0.6062992125984252,0.5984251968503937,0.6141732283464567,0.608,0.5984251968503937,0.6031746031746031,0.6408952817905637,152,102,156,98,508
