method,ck,fold,clf,layer,accuracy,true_accuracy,false_accuracy,precision,recall,f1,auc
RMU,8,4,LR,27,0.5511811023622047,0.5433070866141733,0.5590551181102362,0.552,0.5433070866141733,0.5476190476190477,0.5709281418562837
RMU,8,4,LR,28,0.5688976377952756,0.5393700787401575,0.5984251968503937,0.5732217573221757,0.5393700787401575,0.5557809330628803,0.5758881517763035
RMU,8,4,LR,29,0.5492125984251969,0.5393700787401575,0.5590551181102362,0.5502008032128514,0.5393700787401575,0.5447316103379721,0.5746016492032984
RMU,8,4,LR,30,0.562992125984252,0.5708661417322834,0.5551181102362205,0.562015503875969,0.5708661417322834,0.56640625,0.5720751441502883
RMU,8,4,LR,31,0.5551181102362205,0.5433070866141733,0.5669291338582677,0.5564516129032258,0.5433070866141733,0.549800796812749,0.5827081654163309
RMU,8,4,LR,32,0.5511811023622047,0.5275590551181102,0.5748031496062992,0.5537190082644629,0.5275590551181102,0.5403225806451613,0.5672236344472689
RMU,8,4,RF,1,0.5688976377952756,0.5669291338582677,0.5708661417322834,0.5691699604743083,0.5669291338582677,0.5680473372781065,0.6007967015934031
RMU,8,4,RF,2,0.5787401574803149,0.594488188976378,0.562992125984252,0.5763358778625954,0.594488188976378,0.5852713178294574,0.6119722239444481
RMU,8,4,RF,3,0.5688976377952756,0.562992125984252,0.5748031496062992,0.5697211155378487,0.562992125984252,0.5663366336633663,0.595697191394383
RMU,8,4,RF,4,0.5118110236220472,0.484251968503937,0.5393700787401575,0.5125,0.484251968503937,0.4979757085020243,0.5576136152272304
RMU,8,4,RF,5,0.5354330708661418,0.5433070866141733,0.5275590551181102,0.5348837209302325,0.5433070866141733,0.5390625,0.5913416826833653
RMU,8,4,RF,6,0.5807086614173228,0.5196850393700787,0.6417322834645669,0.5919282511210763,0.5196850393700787,0.5534591194968553,0.6175134850269701
RMU,8,4,RF,7,0.5787401574803149,0.5866141732283464,0.5708661417322834,0.5775193798449613,0.5866141732283464,0.58203125,0.5959761919523839
RMU,8,4,RF,8,0.5688976377952756,0.5866141732283464,0.5511811023622047,0.5665399239543726,0.5866141732283464,0.5764023210831721,0.5944339388678778
RMU,8,4,RF,9,0.531496062992126,0.531496062992126,0.531496062992126,0.531496062992126,0.531496062992126,0.531496062992126,0.5490653481306963
RMU,8,4,RF,10,0.5433070866141733,0.5393700787401575,0.547244094488189,0.5436507936507936,0.5393700787401575,0.541501976284585,0.5499333498666997
RMU,8,4,RF,11,0.5511811023622047,0.5590551181102362,0.5433070866141733,0.5503875968992248,0.5590551181102362,0.5546875,0.5601246202492405
RMU,8,4,RF,12,0.5531496062992126,0.5511811023622047,0.5551181102362205,0.5533596837944664,0.5511811023622047,0.5522682445759369,0.5745706491412983
RMU,8,4,RF,13,0.5374015748031497,0.5511811023622047,0.5236220472440944,0.5363984674329502,0.5511811023622047,0.5436893203883495,0.5652318804637608
RMU,8,4,RF,14,0.5216535433070866,0.5275590551181102,0.515748031496063,0.5214007782101168,0.5275590551181102,0.5244618395303327,0.5522893545787091
RMU,8,4,RF,15,0.5708661417322834,0.5433070866141733,0.5984251968503937,0.575,0.5433070866141733,0.5587044534412956,0.5754774009548018
RMU,8,4,RF,16,0.5492125984251969,0.5196850393700787,0.5787401574803149,0.5523012552301255,0.5196850393700787,0.5354969574036511,0.5368435736871474
RMU,8,4,RF,17,0.5374015748031497,0.49606299212598426,0.5787401574803149,0.5407725321888412,0.49606299212598426,0.5174537987679672,0.5638446276892554
RMU,8,4,RF,18,0.5216535433070866,0.49606299212598426,0.547244094488189,0.5228215767634855,0.49606299212598426,0.509090909090909,0.5223045446090893
RMU,8,4,RF,19,0.5275590551181102,0.5196850393700787,0.5354330708661418,0.528,0.5196850393700787,0.5238095238095238,0.5174840349680698
RMU,8,4,RF,20,0.5393700787401575,0.4881889763779528,0.5905511811023622,0.543859649122807,0.4881889763779528,0.5145228215767634,0.5534131068262137
RMU,8,4,RF,21,0.5433070866141733,0.547244094488189,0.5393700787401575,0.54296875,0.547244094488189,0.5450980392156862,0.5439348378696758
RMU,8,4,RF,22,0.49803149606299213,0.48031496062992124,0.515748031496063,0.49795918367346936,0.48031496062992124,0.48897795591182364,0.5170655341310683
RMU,8,4,RF,23,0.5610236220472441,0.5511811023622047,0.5708661417322834,0.5622489959839357,0.5511811023622047,0.5566600397614314,0.564766879533759
RMU,8,4,RF,24,0.5255905511811023,0.5590551181102362,0.4921259842519685,0.5239852398523985,0.5590551181102362,0.540952380952381,0.5338520677041354
RMU,8,4,RF,25,0.5216535433070866,0.515748031496063,0.5275590551181102,0.5219123505976095,0.515748031496063,0.5188118811881188,0.5333638167276334
RMU,8,4,RF,26,0.5078740157480315,0.48031496062992124,0.5354330708661418,0.5083333333333333,0.48031496062992124,0.4939271255060729,0.5183907867815736
RMU,8,4,RF,27,0.5177165354330708,0.5196850393700787,0.515748031496063,0.5176470588235295,0.5196850393700787,0.518664047151277,0.5266058032116064
RMU,8,4,RF,28,0.5216535433070866,0.5826771653543307,0.46062992125984253,0.519298245614035,0.5826771653543307,0.549165120593692,0.5402225804451609
RMU,8,4,RF,29,0.515748031496063,0.5,0.531496062992126,0.516260162601626,0.5,0.508,0.5427103354206708
RMU,8,4,RF,30,0.5255905511811023,0.5118110236220472,0.5393700787401575,0.5263157894736842,0.5118110236220472,0.5189620758483033,0.5456940913881827
RMU,8,4,RF,31,0.5492125984251969,0.5511811023622047,0.547244094488189,0.5490196078431373,0.5511811023622047,0.550098231827112,0.5813054126108252
RMU,8,4,RF,32,0.5295275590551181,0.5354330708661418,0.5236220472440944,0.5291828793774319,0.5354330708661418,0.5322896281800391,0.5450818401636803
RMU,8,4,AdaBoost,1,0.5354330708661418,0.5275590551181102,0.5433070866141733,0.536,0.5275590551181102,0.5317460317460317,0.5330770661541323
RMU,8,4,AdaBoost,2,0.5393700787401575,0.5393700787401575,0.5393700787401575,0.5393700787401575,0.5393700787401575,0.5393700787401575,0.5321393142786286
RMU,8,4,AdaBoost,3,0.4940944881889764,0.5078740157480315,0.48031496062992124,0.4942528735632184,0.5078740157480315,0.5009708737864078,0.5172050344100688
RMU,8,4,AdaBoost,4,0.48031496062992124,0.5275590551181102,0.4330708661417323,0.48201438848920863,0.5275590551181102,0.5037593984962406,0.5136555273110546
RMU,8,4,AdaBoost,5,0.547244094488189,0.5590551181102362,0.5354330708661418,0.5461538461538461,0.5590551181102362,0.5525291828793775,0.5619071238142477
RMU,8,4,AdaBoost,6,0.5275590551181102,0.5393700787401575,0.515748031496063,0.5269230769230769,0.5393700787401575,0.5330739299610895,0.5268538037076074
RMU,8,4,AdaBoost,7,0.5492125984251969,0.5354330708661418,0.562992125984252,0.5506072874493927,0.5354330708661418,0.5429141716566867,0.5634416268832537
RMU,8,4,AdaBoost,8,0.5177165354330708,0.5708661417322834,0.4645669291338583,0.5160142348754448,0.5708661417322834,0.5420560747663551,0.5238312976625953
RMU,8,4,AdaBoost,9,0.5059055118110236,0.49606299212598426,0.515748031496063,0.5060240963855421,0.49606299212598426,0.5009940357852882,0.49402473804947605
RMU,8,4,AdaBoost,10,0.5196850393700787,0.5433070866141733,0.49606299212598426,0.518796992481203,0.5433070866141733,0.5307692307692308,0.5442835885671771
RMU,8,4,AdaBoost,11,0.49803149606299213,0.5039370078740157,0.4921259842519685,0.4980544747081712,0.5039370078740157,0.5009784735812133,0.5403698307396615
RMU,8,4,AdaBoost,12,0.5177165354330708,0.5433070866141733,0.4921259842519685,0.5168539325842697,0.5433070866141733,0.5297504798464492,0.5290935581871163
RMU,8,4,AdaBoost,13,0.5551181102362205,0.5275590551181102,0.5826771653543307,0.5583333333333333,0.5275590551181102,0.5425101214574899,0.55248310496621
RMU,8,4,AdaBoost,14,0.5078740157480315,0.5354330708661418,0.48031496062992124,0.5074626865671642,0.5354330708661418,0.5210727969348659,0.5343170686341372
RMU,8,4,AdaBoost,15,0.5039370078740157,0.515748031496063,0.4921259842519685,0.5038461538461538,0.515748031496063,0.5097276264591439,0.5142987785975572
RMU,8,4,AdaBoost,16,0.5216535433070866,0.5511811023622047,0.4921259842519685,0.5204460966542751,0.5511811023622047,0.5353728489483748,0.55498635997272
RMU,8,4,AdaBoost,17,0.5354330708661418,0.5787401574803149,0.4921259842519685,0.532608695652174,0.5787401574803149,0.5547169811320755,0.5391995783991568
RMU,8,4,AdaBoost,18,0.5098425196850394,0.515748031496063,0.5039370078740157,0.5097276264591439,0.515748031496063,0.512720156555773,0.5126170252340505
RMU,8,4,AdaBoost,19,0.5255905511811023,0.5,0.5511811023622047,0.5269709543568465,0.5,0.5131313131313131,0.5398350796701593
RMU,8,4,AdaBoost,20,0.5059055118110236,0.4763779527559055,0.5354330708661418,0.5062761506276151,0.4763779527559055,0.4908722109533469,0.5180110360220721
RMU,8,4,AdaBoost,21,0.5196850393700787,0.5039370078740157,0.5354330708661418,0.5203252032520326,0.5039370078740157,0.512,0.5271715543431087
RMU,8,4,AdaBoost,22,0.5393700787401575,0.5118110236220472,0.5669291338582677,0.5416666666666666,0.5118110236220472,0.5263157894736842,0.5495535991071983
RMU,8,4,AdaBoost,23,0.5334645669291339,0.5748031496062992,0.4921259842519685,0.5309090909090909,0.5748031496062992,0.5519848771266541,0.5413463326926654
RMU,8,4,AdaBoost,24,0.5433070866141733,0.5393700787401575,0.547244094488189,0.5436507936507936,0.5393700787401575,0.541501976284585,0.5478795957591914
RMU,8,4,AdaBoost,25,0.49606299212598426,0.4566929133858268,0.5354330708661418,0.49572649572649574,0.4566929133858268,0.47540983606557374,0.5153837807675615
RMU,8,4,AdaBoost,26,0.5275590551181102,0.5078740157480315,0.547244094488189,0.5286885245901639,0.5078740157480315,0.5180722891566265,0.535262570525141
RMU,8,4,AdaBoost,27,0.4921259842519685,0.5196850393700787,0.4645669291338583,0.4925373134328358,0.5196850393700787,0.5057471264367817,0.4907154814309629
RMU,8,4,AdaBoost,28,0.5078740157480315,0.5118110236220472,0.5039370078740157,0.5078125,0.5118110236220472,0.5098039215686274,0.4967372434744869
RMU,8,4,AdaBoost,29,0.4921259842519685,0.4881889763779528,0.49606299212598426,0.49206349206349204,0.4881889763779528,0.4901185770750988,0.48883997767995535
RMU,8,4,AdaBoost,30,0.5098425196850394,0.515748031496063,0.5039370078740157,0.5097276264591439,0.515748031496063,0.512720156555773,0.5088427676855354
RMU,8,4,AdaBoost,31,0.5334645669291339,0.531496062992126,0.5354330708661418,0.5335968379446641,0.531496062992126,0.5325443786982249,0.537246574493149
RMU,8,4,AdaBoost,32,0.531496062992126,0.5433070866141733,0.5196850393700787,0.5307692307692308,0.5433070866141733,0.5369649805447471,0.5418655837311676
RMU-LAT,1,0,LR,1,0.5826771653543307,0.6220472440944882,0.5433070866141733,0.5766423357664233,0.6220472440944882,0.5984848484848485,0.5853276706553413
RMU-LAT,1,0,LR,2,0.5767716535433071,0.5551181102362205,0.5984251968503937,0.5802469135802469,0.5551181102362205,0.5674044265593562,0.5854051708103416
RMU-LAT,1,0,LR,3,0.5492125984251969,0.5354330708661418,0.562992125984252,0.5506072874493927,0.5354330708661418,0.5429141716566867,0.5797321594643189
RMU-LAT,1,0,LR,4,0.5767716535433071,0.5905511811023622,0.562992125984252,0.5747126436781609,0.5905511811023622,0.5825242718446602,0.5947671895343791
RMU-LAT,1,0,LR,5,0.5610236220472441,0.594488188976378,0.5275590551181102,0.5571955719557196,0.594488188976378,0.5752380952380952,0.5856066712133424
RMU-LAT,1,0,LR,6,0.5905511811023622,0.5748031496062992,0.6062992125984252,0.5934959349593496,0.5748031496062992,0.584,0.5910626821253643
RMU-LAT,1,0,LR,7,0.5590551181102362,0.531496062992126,0.5866141732283464,0.5625,0.531496062992126,0.5465587044534413,0.5981616963233927
RMU-LAT,1,0,LR,8,0.5866141732283464,0.6062992125984252,0.5669291338582677,0.5833333333333334,0.6062992125984252,0.5945945945945946,0.6239227478454957
RMU-LAT,1,0,LR,9,0.6161417322834646,0.5866141732283464,0.6456692913385826,0.6234309623430963,0.5866141732283464,0.6044624746450304,0.636508773017546
RMU-LAT,1,0,LR,10,0.6220472440944882,0.6259842519685039,0.6181102362204725,0.62109375,0.6259842519685039,0.6235294117647059,0.6313162626325252
RMU-LAT,1,0,LR,11,0.6062992125984252,0.5787401574803149,0.6338582677165354,0.6125,0.5787401574803149,0.5951417004048583,0.6293632587265174
RMU-LAT,1,0,LR,12,0.5964566929133859,0.5708661417322834,0.6220472440944882,0.6016597510373444,0.5708661417322834,0.5858585858585859,0.617753735507471
RMU-LAT,1,0,LR,13,0.594488188976378,0.5984251968503937,0.5905511811023622,0.59375,0.5984251968503937,0.596078431372549,0.621752743505487
RMU-LAT,1,0,LR,14,0.5748031496062992,0.5236220472440944,0.6259842519685039,0.5833333333333334,0.5236220472440944,0.5518672199170125,0.5876526753053506
RMU-LAT,1,0,LR,15,0.5511811023622047,0.5826771653543307,0.5196850393700787,0.5481481481481482,0.5826771653543307,0.5648854961832062,0.5845216690433381
RMU-LAT,1,0,LR,16,0.5708661417322834,0.5905511811023622,0.5511811023622047,0.5681818181818182,0.5905511811023622,0.5791505791505791,0.6021762043524088
RMU-LAT,1,0,LR,17,0.5374015748031497,0.5748031496062992,0.5,0.5347985347985348,0.5748031496062992,0.5540796963946869,0.5790346580693161
RMU-LAT,1,0,LR,18,0.5866141732283464,0.610236220472441,0.562992125984252,0.5827067669172933,0.610236220472441,0.5961538461538461,0.5970921941843883
RMU-LAT,1,0,LR,19,0.5826771653543307,0.6062992125984252,0.5590551181102362,0.5789473684210527,0.6062992125984252,0.5923076923076923,0.6004247008494017
RMU-LAT,1,0,LR,20,0.5728346456692913,0.594488188976378,0.5511811023622047,0.569811320754717,0.594488188976378,0.581888246628131,0.6045322090644181
RMU-LAT,1,0,LR,21,0.5748031496062992,0.5708661417322834,0.5787401574803149,0.5753968253968254,0.5708661417322834,0.5731225296442688,0.6088722177444355
RMU-LAT,1,0,LR,22,0.5551181102362205,0.5393700787401575,0.5708661417322834,0.556910569105691,0.5393700787401575,0.548,0.593263686527373
RMU-LAT,1,0,LR,23,0.5767716535433071,0.562992125984252,0.5905511811023622,0.5789473684210527,0.562992125984252,0.5708582834331337,0.5904736809473619
RMU-LAT,1,0,LR,24,0.5846456692913385,0.5866141732283464,0.5826771653543307,0.5843137254901961,0.5866141732283464,0.5854616895874263,0.6004247008494017
RMU-LAT,1,0,LR,25,0.5708661417322834,0.5590551181102362,0.5826771653543307,0.5725806451612904,0.5590551181102362,0.5657370517928287,0.5875596751193503
RMU-LAT,1,0,LR,26,0.5590551181102362,0.5511811023622047,0.5669291338582677,0.56,0.5511811023622047,0.5555555555555556,0.5792981585963173
RMU-LAT,1,0,LR,27,0.5492125984251969,0.5393700787401575,0.5590551181102362,0.5502008032128514,0.5393700787401575,0.5447316103379721,0.5728656457312915
RMU-LAT,1,0,LR,28,0.5649606299212598,0.5748031496062992,0.5551181102362205,0.5637065637065637,0.5748031496062992,0.5692007797270955,0.5665881331762664
RMU-LAT,1,0,LR,29,0.5433070866141733,0.562992125984252,0.5236220472440944,0.5416666666666666,0.562992125984252,0.5521235521235521,0.561256122512245
RMU-LAT,1,0,LR,30,0.5393700787401575,0.5826771653543307,0.49606299212598426,0.5362318840579711,0.5826771653543307,0.5584905660377358,0.547259594519189
RMU-LAT,1,0,LR,31,0.5492125984251969,0.6141732283464567,0.484251968503937,0.5435540069686411,0.6141732283464567,0.5767097966728281,0.5551801103602207
RMU-LAT,1,0,LR,32,0.5492125984251969,0.5669291338582677,0.531496062992126,0.5475285171102662,0.5669291338582677,0.5570599613152805,0.5586366172732344
RMU-LAT,1,0,RF,1,0.5866141732283464,0.5669291338582677,0.6062992125984252,0.5901639344262295,0.5669291338582677,0.5783132530120482,0.6195827391654783
RMU-LAT,1,0,RF,2,0.5551181102362205,0.5393700787401575,0.5708661417322834,0.556910569105691,0.5393700787401575,0.548,0.5897141794283589
RMU-LAT,1,0,RF,3,0.5570866141732284,0.5275590551181102,0.5866141732283464,0.5606694560669456,0.5275590551181102,0.5436105476673428,0.5936356872713745
RMU-LAT,1,0,RF,4,0.5708661417322834,0.562992125984252,0.5787401574803149,0.572,0.562992125984252,0.5674603174603174,0.5882959265918533
RMU-LAT,1,0,RF,5,0.5708661417322834,0.547244094488189,0.594488188976378,0.5743801652892562,0.547244094488189,0.5604838709677419,0.6090969681939364
RMU-LAT,1,0,RF,6,0.5610236220472441,0.515748031496063,0.6062992125984252,0.5670995670995671,0.515748031496063,0.5402061855670103,0.6042764585529171
RMU-LAT,1,0,RF,7,0.5807086614173228,0.5393700787401575,0.6220472440944882,0.5879828326180258,0.5393700787401575,0.5626283367556468,0.6172964845929692
RMU-LAT,1,0,RF,8,0.5984251968503937,0.5708661417322834,0.6259842519685039,0.6041666666666666,0.5708661417322834,0.5870445344129555,0.6206754913509828
RMU-LAT,1,0,RF,9,0.5826771653543307,0.5236220472440944,0.6417322834645669,0.59375,0.5236220472440944,0.5564853556485355,0.6091589683179366
RMU-LAT,1,0,RF,10,0.5413385826771654,0.547244094488189,0.5354330708661418,0.5408560311284046,0.547244094488189,0.5440313111545988,0.5657898815797632
RMU-LAT,1,0,RF,11,0.5649606299212598,0.5354330708661418,0.594488188976378,0.5690376569037657,0.5354330708661418,0.5517241379310345,0.5663168826337652
RMU-LAT,1,0,RF,12,0.531496062992126,0.5078740157480315,0.5551181102362205,0.5330578512396694,0.5078740157480315,0.5201612903225806,0.5471820943641887
RMU-LAT,1,0,RF,13,0.5393700787401575,0.4921259842519685,0.5866141732283464,0.5434782608695652,0.4921259842519685,0.5165289256198347,0.5424158348316696
RMU-LAT,1,0,RF,14,0.531496062992126,0.5078740157480315,0.5551181102362205,0.5330578512396694,0.5078740157480315,0.5201612903225806,0.5777171554343109
RMU-LAT,1,0,RF,15,0.5118110236220472,0.531496062992126,0.4921259842519685,0.5113636363636364,0.531496062992126,0.5212355212355212,0.5384555769111538
RMU-LAT,1,0,RF,16,0.5374015748031497,0.5236220472440944,0.5511811023622047,0.5384615384615384,0.5236220472440944,0.530938123752495,0.5606903713807427
RMU-LAT,1,0,RF,17,0.5196850393700787,0.5275590551181102,0.5118110236220472,0.5193798449612403,0.5275590551181102,0.5234375,0.5585978671957345
RMU-LAT,1,0,RF,18,0.5393700787401575,0.5590551181102362,0.5196850393700787,0.5378787878787878,0.5590551181102362,0.5482625482625483,0.5534906069812142
RMU-LAT,1,0,RF,19,0.562992125984252,0.547244094488189,0.5787401574803149,0.5650406504065041,0.547244094488189,0.556,0.5847309194618389
RMU-LAT,1,0,RF,20,0.5354330708661418,0.5393700787401575,0.531496062992126,0.53515625,0.5393700787401575,0.5372549019607843,0.553986607973216
RMU-LAT,1,0,RF,21,0.531496062992126,0.531496062992126,0.531496062992126,0.531496062992126,0.531496062992126,0.531496062992126,0.5638756277512555
RMU-LAT,1,0,RF,22,0.547244094488189,0.5905511811023622,0.5039370078740157,0.5434782608695652,0.5905511811023622,0.5660377358490566,0.5549243598487197
RMU-LAT,1,0,RF,23,0.5413385826771654,0.5669291338582677,0.515748031496063,0.5393258426966292,0.5669291338582677,0.5527831094049904,0.5560248620497241
RMU-LAT,1,0,RF,24,0.5531496062992126,0.5196850393700787,0.5866141732283464,0.5569620253164557,0.5196850393700787,0.5376782077393075,0.5476160952321905
RMU-LAT,1,0,RF,25,0.5374015748031497,0.515748031496063,0.5590551181102362,0.5390946502057613,0.515748031496063,0.5271629778672032,0.5611243722487445
RMU-LAT,1,0,RF,26,0.5433070866141733,0.515748031496063,0.5708661417322834,0.5458333333333333,0.515748031496063,0.5303643724696356,0.5665338830677662
RMU-LAT,1,0,RF,27,0.5551181102362205,0.5708661417322834,0.5393700787401575,0.5534351145038168,0.5708661417322834,0.562015503875969,0.5692773885547772
RMU-LAT,1,0,RF,28,0.5551181102362205,0.5511811023622047,0.5590551181102362,0.5555555555555556,0.5511811023622047,0.5533596837944664,0.5697966395932792
RMU-LAT,1,0,RF,29,0.5492125984251969,0.5393700787401575,0.5590551181102362,0.5502008032128514,0.5393700787401575,0.5447316103379721,0.5482593465186932
RMU-LAT,1,0,RF,30,0.5236220472440944,0.5118110236220472,0.5354330708661418,0.5241935483870968,0.5118110236220472,0.5179282868525896,0.5453298406596813
RMU-LAT,1,0,RF,31,0.5452755905511811,0.5275590551181102,0.562992125984252,0.5469387755102041,0.5275590551181102,0.5370741482965932,0.5706956413912827
RMU-LAT,1,0,RF,32,0.5669291338582677,0.5708661417322834,0.562992125984252,0.56640625,0.5708661417322834,0.5686274509803921,0.5957204414408829
RMU-LAT,1,0,AdaBoost,1,0.5728346456692913,0.5196850393700787,0.6259842519685039,0.5814977973568282,0.5196850393700787,0.5488565488565489,0.5977819455638911
RMU-LAT,1,0,AdaBoost,2,0.5433070866141733,0.562992125984252,0.5236220472440944,0.5416666666666666,0.562992125984252,0.5521235521235521,0.5722378944757889
RMU-LAT,1,0,AdaBoost,3,0.5177165354330708,0.5354330708661418,0.5,0.5171102661596958,0.5354330708661418,0.5261121856866537,0.5310233120466241
RMU-LAT,1,0,AdaBoost,4,0.5413385826771654,0.5275590551181102,0.5551181102362205,0.5425101214574899,0.5275590551181102,0.5349301397205589,0.554265608531217
RMU-LAT,1,0,AdaBoost,5,0.547244094488189,0.5393700787401575,0.5551181102362205,0.548,0.5393700787401575,0.5436507936507936,0.5742451484902971
RMU-LAT,1,0,AdaBoost,6,0.5728346456692913,0.5433070866141733,0.6023622047244095,0.5774058577405857,0.5433070866141733,0.5598377281947262,0.6194044888089776
RMU-LAT,1,0,AdaBoost,7,0.5275590551181102,0.5590551181102362,0.49606299212598426,0.5259259259259259,0.5590551181102362,0.5419847328244275,0.5519638539277079
RMU-LAT,1,0,AdaBoost,8,0.5610236220472441,0.562992125984252,0.5590551181102362,0.5607843137254902,0.562992125984252,0.5618860510805501,0.5768646537293075
RMU-LAT,1,0,AdaBoost,9,0.5826771653543307,0.6141732283464567,0.5511811023622047,0.5777777777777777,0.6141732283464567,0.5954198473282443,0.6120574741149482
RMU-LAT,1,0,AdaBoost,10,0.5511811023622047,0.5511811023622047,0.5511811023622047,0.5511811023622047,0.5511811023622047,0.5511811023622047,0.5446865893731787
RMU-LAT,1,0,AdaBoost,11,0.5275590551181102,0.5433070866141733,0.5118110236220472,0.5267175572519084,0.5433070866141733,0.5348837209302325,0.5400598301196602
RMU-LAT,1,0,AdaBoost,12,0.531496062992126,0.531496062992126,0.531496062992126,0.531496062992126,0.531496062992126,0.531496062992126,0.5370993241986484
RMU-LAT,1,0,AdaBoost,13,0.5433070866141733,0.5354330708661418,0.5511811023622047,0.544,0.5354330708661418,0.5396825396825397,0.5594038688077376
RMU-LAT,1,0,AdaBoost,14,0.4940944881889764,0.5196850393700787,0.468503937007874,0.4943820224719101,0.5196850393700787,0.5067178502879078,0.49264523529047055
RMU-LAT,1,0,AdaBoost,15,0.5019685039370079,0.5236220472440944,0.48031496062992124,0.5018867924528302,0.5236220472440944,0.51252408477842,0.5254820509641019
RMU-LAT,1,0,AdaBoost,16,0.5255905511811023,0.5590551181102362,0.4921259842519685,0.5239852398523985,0.5590551181102362,0.540952380952381,0.5356190712381425
RMU-LAT,1,0,AdaBoost,17,0.5413385826771654,0.5196850393700787,0.562992125984252,0.5432098765432098,0.5196850393700787,0.5311871227364185,0.5446788393576788
RMU-LAT,1,0,AdaBoost,18,0.547244094488189,0.6023622047244095,0.4921259842519685,0.5425531914893617,0.6023622047244095,0.5708955223880597,0.555218860437721
RMU-LAT,1,0,AdaBoost,19,0.5118110236220472,0.4881889763779528,0.5354330708661418,0.512396694214876,0.4881889763779528,0.5,0.5122062744125488
RMU-LAT,1,0,AdaBoost,20,0.5511811023622047,0.5196850393700787,0.5826771653543307,0.5546218487394958,0.5196850393700787,0.5365853658536586,0.5513748527497055
RMU-LAT,1,0,AdaBoost,21,0.5118110236220472,0.5511811023622047,0.47244094488188976,0.5109489051094891,0.5511811023622047,0.5303030303030303,0.5183520367040734
RMU-LAT,1,0,AdaBoost,22,0.531496062992126,0.5708661417322834,0.4921259842519685,0.5291970802919708,0.5708661417322834,0.5492424242424242,0.5279078058156116
RMU-LAT,1,0,AdaBoost,23,0.5452755905511811,0.5708661417322834,0.5196850393700787,0.5430711610486891,0.5708661417322834,0.5566218809980806,0.5353400706801413
RMU-LAT,1,0,AdaBoost,24,0.531496062992126,0.562992125984252,0.5,0.5296296296296297,0.562992125984252,0.5458015267175572,0.5365180730361461
RMU-LAT,1,0,AdaBoost,25,0.5275590551181102,0.5590551181102362,0.49606299212598426,0.5259259259259259,0.5590551181102362,0.5419847328244275,0.5310930621861243
RMU-LAT,1,0,AdaBoost,26,0.5255905511811023,0.5708661417322834,0.48031496062992124,0.5234657039711191,0.5708661417322834,0.5461393596986818,0.5384323268646537
RMU-LAT,1,0,AdaBoost,27,0.5275590551181102,0.5039370078740157,0.5511811023622047,0.5289256198347108,0.5039370078740157,0.5161290322580645,0.5129347758695517
RMU-LAT,1,0,AdaBoost,28,0.5196850393700787,0.562992125984252,0.4763779527559055,0.5181159420289855,0.562992125984252,0.539622641509434,0.5253890507781016
RMU-LAT,1,0,AdaBoost,29,0.5374015748031497,0.531496062992126,0.5433070866141733,0.5378486055776892,0.531496062992126,0.5346534653465347,0.5428110856221713
RMU-LAT,1,0,AdaBoost,30,0.49803149606299213,0.48031496062992124,0.515748031496063,0.49795918367346936,0.48031496062992124,0.48897795591182364,0.5158332816665634
RMU-LAT,1,0,AdaBoost,31,0.5275590551181102,0.5393700787401575,0.515748031496063,0.5269230769230769,0.5393700787401575,0.5330739299610895,0.5210722921445844
RMU-LAT,1,0,AdaBoost,32,0.5039370078740157,0.5236220472440944,0.484251968503937,0.5037878787878788,0.5236220472440944,0.5135135135135135,0.5270553041106082
RMU-LAT,1,1,LR,1,0.5413385826771654,0.5275590551181102,0.5551181102362205,0.5425101214574899,0.5275590551181102,0.5349301397205589,0.5630541261082522
RMU-LAT,1,1,LR,2,0.5708661417322834,0.562992125984252,0.5787401574803149,0.572,0.562992125984252,0.5674603174603174,0.5856531713063426
RMU-LAT,1,1,LR,3,0.5708661417322834,0.562992125984252,0.5787401574803149,0.572,0.562992125984252,0.5674603174603174,0.5867691735383471
RMU-LAT,1,1,LR,4,0.562992125984252,0.6220472440944882,0.5039370078740157,0.5563380281690141,0.6220472440944882,0.587360594795539,0.5802126604253208
RMU-LAT,1,1,LR,5,0.5866141732283464,0.5787401574803149,0.594488188976378,0.588,0.5787401574803149,0.5833333333333334,0.6064542129084258
RMU-LAT,1,1,LR,6,0.5708661417322834,0.5551181102362205,0.5866141732283464,0.573170731707317,0.5551181102362205,0.564,0.6082212164424328
RMU-LAT,1,1,LR,7,0.5728346456692913,0.5708661417322834,0.5748031496062992,0.5731225296442688,0.5708661417322834,0.571992110453649,0.6069657139314278
RMU-LAT,1,1,LR,8,0.5807086614173228,0.594488188976378,0.5669291338582677,0.578544061302682,0.594488188976378,0.5864077669902913,0.6225897451794904
RMU-LAT,1,1,LR,9,0.6043307086614174,0.6259842519685039,0.5826771653543307,0.6,0.6259842519685039,0.6127167630057804,0.6422747845495691
RMU-LAT,1,1,LR,10,0.6220472440944882,0.5984251968503937,0.6456692913385826,0.628099173553719,0.5984251968503937,0.6129032258064516,0.6405232810465621
RMU-LAT,1,1,LR,11,0.6023622047244095,0.594488188976378,0.610236220472441,0.604,0.594488188976378,0.5992063492063492,0.6331452662905326
RMU-LAT,1,1,LR,12,0.6062992125984252,0.6062992125984252,0.6062992125984252,0.6062992125984252,0.6062992125984252,0.6062992125984252,0.6301382602765205
RMU-LAT,1,1,LR,13,0.6023622047244095,0.5866141732283464,0.6181102362204725,0.6056910569105691,0.5866141732283464,0.596,0.6312232624465249
