method,ck,fold,clf,layer,accuracy,true_accuracy,false_accuracy,precision,recall,f1,auc
RepNoise,1,1,AdaBoost,23,0.6003937007874016,0.6299212598425197,0.5708661417322834,0.5947955390334573,0.6299212598425197,0.6118546845124283,0.6536285572571144
RepNoise,1,1,AdaBoost,24,0.6377952755905512,0.6889763779527559,0.5866141732283464,0.625,0.6889763779527559,0.6554307116104869,0.6953236406472814
RepNoise,1,1,AdaBoost,25,0.6259842519685039,0.6062992125984252,0.6456692913385826,0.6311475409836066,0.6062992125984252,0.6184738955823293,0.6731353462706924
RepNoise,1,1,AdaBoost,26,0.6023622047244095,0.6181102362204725,0.5866141732283464,0.5992366412213741,0.6181102362204725,0.6085271317829457,0.655736561473123
RepNoise,1,1,AdaBoost,27,0.6437007874015748,0.6653543307086615,0.6220472440944882,0.6377358490566037,0.6653543307086615,0.651252408477842,0.6902628805257611
RepNoise,1,1,AdaBoost,28,0.6181102362204725,0.6614173228346457,0.5748031496062992,0.6086956521739131,0.6614173228346457,0.6339622641509434,0.679746109492219
RepNoise,1,1,AdaBoost,29,0.6299212598425197,0.6259842519685039,0.6338582677165354,0.6309523809523809,0.6259842519685039,0.6284584980237155,0.6767623535247069
RepNoise,1,1,AdaBoost,30,0.6220472440944882,0.6023622047244095,0.6417322834645669,0.6270491803278688,0.6023622047244095,0.6144578313253012,0.6766926033852068
RepNoise,1,1,AdaBoost,31,0.6161417322834646,0.6259842519685039,0.6062992125984252,0.6138996138996139,0.6259842519685039,0.6198830409356725,0.6660440820881641
RepNoise,1,1,AdaBoost,32,0.6476377952755905,0.6692913385826772,0.6259842519685039,0.6415094339622641,0.6692913385826772,0.6551059730250481,0.6862096224192448
RepNoise,1,2,LR,1,0.5452755905511811,0.515748031496063,0.5748031496062992,0.5481171548117155,0.515748031496063,0.5314401622718052,0.5732531465062931
