model,clf,layer,mean_accuracy,std_accuracy,ci95_accuracy,mean_true_accuracy,std_true_accuracy,ci95_true_accuracy,mean_false_accuracy,std_false_accuracy,ci95_false_accuracy,mean_precision,std_precision,ci95_precision,mean_recall,std_recall,ci95_recall,mean_f1,std_f1,ci95_f1,mean_auc,std_auc,ci95_auc
ELM,LR,23,0.5625984251968503,0.020623308431037473,0.028629741873169245,0.5795275590551181,0.03721670015148497,0.05166506248360231,0.5456692913385826,0.02941975069648728,0.040841161408700824,0.5604814628324561,0.020281925404244283,0.02815582625630046,0.5795275590551181,0.03721670015148497,0.05166506248360231,0.5694744400845461,0.025378416963635585,0.035230890778177405,0.5854578709157418,0.01659426861714317,0.023036537938202296
ELM,LR,24,0.5578740157480315,0.009366438782181337,0.013002701554961103,0.5732283464566928,0.014646515935226995,0.02033262373828127,0.5425196850393701,0.013033815241926629,0.018093836265249824,0.5561523520549414,0.009146440623111164,0.012697295149009646,0.5732283464566928,0.014646515935226995,0.02033262373828127,0.5645055721881735,0.01066550635304535,0.014806096454184394,0.5827236654473309,0.013750695932417347,0.01908902620731171
ELM,LR,25,0.5641732283464567,0.024636988735688238,0.03420162339100745,0.5748031496062992,0.037266644302989704,0.0517343960810916,0.5535433070866141,0.013081297421918206,0.018159752098360692,0.5622929065630329,0.022659443541999478,0.03145635055434516,0.5748031496062992,0.037266644302989704,0.0517343960810916,0.5683855229114696,0.0297491613553549,0.041298456714407315,0.5878820757641515,0.013418821490666009,0.018628310622641333
ELM,LR,26,0.5716535433070866,0.017006780367287543,0.02360919605296476,0.5889763779527558,0.032807349064566386,0.04554390186241546,0.5543307086614173,0.018024445893322166,0.02502194228720845,0.5690227122648313,0.015042654070637634,0.020882551631802797,0.5889763779527558,0.032807349064566386,0.04554390186241546,0.5786016616168793,0.02222167261717091,0.030848627083626064,0.5828662657325314,0.012616146995339849,0.01751401978583362
ELM,LR,27,0.571259842519685,0.006516907620963314,0.009046918132624912,0.5921259842519685,0.013773902113807822,0.01912124155167767,0.5503937007874016,0.0062992125984251855,0.008744708992748956,0.5683536182098499,0.005609107802101102,0.007786689950835192,0.5921259842519685,0.013773902113807822,0.01912124155167767,0.5799579601870934,0.009151721839367764,0.012704626652522212,0.5878975757951517,0.00954423090191185,0.013249516585245362
ELM,LR,28,0.5751968503937007,0.020396588735415156,0.028315004478587986,0.5866141732283465,0.02716250127663045,0.03770759685721479,0.5637795275590551,0.022326687998043812,0.030994411803723587,0.5734501788877978,0.01988587321819502,0.02760601767962078,0.5866141732283465,0.02716250127663045,0.03770759685721479,0.5798475166958146,0.022415861425871157,0.031118204367326065,0.5927025854051708,0.011923989188417769,0.016553150708306996
ELM,LR,29,0.5700787401574803,0.01663822567646882,0.023097560119304094,0.5779527559055118,0.035336701846168314,0.049055206437314015,0.5622047244094488,0.02380506528792279,0.03304672849878363,0.5688000809185182,0.015352164344893048,0.021312220774785232,0.5779527559055118,0.035336701846168314,0.049055206437314015,0.5729908447900532,0.023524126195815395,0.03265672251521348,0.5881207762415526,0.013393804146516418,0.01859358098128674
ELM,LR,30,0.5696850393700787,0.010967234863924483,0.01522496277774889,0.5708661417322834,0.023752918313383237,0.03297433689267802,0.5685039370078739,0.01443330927545144,0.020036645444816568,0.5694119745619886,0.010022498990977624,0.01391345913267485,0.5708661417322834,0.023752918313383237,0.03297433689267802,0.569987502955245,0.01579860941576592,0.021931985890667572,0.5904178808357617,0.009095677049292865,0.012626824010984566
ELM,LR,31,0.5586614173228346,0.018187101515671024,0.025247744490460137,0.552755905511811,0.022630091123149464,0.03141560286452424,0.5645669291338582,0.030148330266262447,0.0418525919988255,0.5596519117590812,0.01898952859405399,0.026361691857487414,0.552755905511811,0.022630091123149464,0.03141560286452424,0.5559683598836868,0.01789335040080678,0.024839952567954526,0.5903434806869613,0.014050918225241429,0.01950580156500305
ELM,LR,32,0.5594488188976378,0.013140408872660318,0.01824181194739773,0.5472440944881889,0.022821065742030626,0.031680718137429044,0.5716535433070866,0.032693762979569586,0.04538621909756149,0.561393981300306,0.015335569714517607,0.021289183734646007,0.5472440944881889,0.022821065742030626,0.031680718137429044,0.5538611075117613,0.013434394892634887,0.018649929970475217,0.5870791741583483,0.013718811162865623,0.01904476305113559
ELM,RF,1,0.5665354330708661,0.01775586186421994,0.024649087880740855,0.5480314960629922,0.015629474993133205,0.021697189670748043,0.5850393700787402,0.03096000512021653,0.042979377336461976,0.5695571074560369,0.019507150256993098,0.027080265923693236,0.5480314960629922,0.015629474993133205,0.021697189670748043,0.5584156436795571,0.014706893448393604,0.020416441163728993,0.6005316510633022,0.01818097304119887,0.025239236803984866
ELM,RF,2,0.5677165354330709,0.013785150708670525,0.01913685710475112,0.5614173228346457,0.02779427180271307,0.03858463494958994,0.574015748031496,0.006773484462238277,0.009403103890157404,0.568265569371784,0.01235764284973457,0.017155158500964062,0.5614173228346457,0.02779427180271307,0.03858463494958994,0.5646948231081133,0.019970221240750013,0.02772311150679874,0.5979384958769919,0.015175573200909663,0.02106707296611826
