method,ck,fold,probe_type,clf,n_train,n_val,n_test,best_layer,accuracy,true_accuracy,false_accuracy,precision,recall,f1,auc,tp,fn,tn,fp,n_total
RepNoise,2,4,avg_ensemble,LR,1524,508,508,,0.6811023622047244,0.6889763779527559,0.6732283464566929,0.6782945736434108,0.6889763779527559,0.68359375,0.7207824415648831,175,79,171,83,508
RepNoise,2,4,avg_ensemble,RF,1524,508,508,,0.6476377952755905,0.6023622047244095,0.6929133858267716,0.6623376623376623,0.6023622047244095,0.6309278350515464,0.7051351602703205,153,101,176,78,508
RepNoise,2,4,avg_ensemble,AdaBoost,1524,508,508,,0.6830708661417323,0.6417322834645669,0.7244094488188977,0.6995708154506438,0.6417322834645669,0.6694045174537988,0.7303459606919213,163,91,184,70,508
RepNoise,3,0,per_layer,LR,1524,508,508,24,0.6141732283464567,0.6299212598425197,0.5984251968503937,0.6106870229007634,0.6299212598425197,0.6201550387596899,0.673770847541695,160,94,152,102,508
RepNoise,3,0,per_layer,RF,1524,508,508,24,0.5748031496062992,0.5590551181102362,0.5905511811023622,0.5772357723577236,0.5590551181102362,0.568,0.6321997643995289,142,112,150,104,508
RepNoise,3,0,per_layer,AdaBoost,1524,508,508,26,0.5964566929133859,0.5866141732283464,0.6062992125984252,0.5983935742971888,0.5866141732283464,0.5924453280318092,0.625751751503503,149,105,154,100,508
RepNoise,3,0,mid_band,LR,1524,508,508,,0.655511811023622,0.6692913385826772,0.6417322834645669,0.6513409961685823,0.6692913385826772,0.6601941747572816,0.7105679211358423,170,84,163,91,508
RepNoise,3,0,mid_band,RF,1524,508,508,,0.6200787401574803,0.594488188976378,0.6456692913385826,0.6265560165975104,0.594488188976378,0.6101010101010101,0.6659510819021638,151,103,164,90,508
RepNoise,3,0,mid_band,AdaBoost,1524,508,508,,0.5905511811023622,0.5669291338582677,0.6141732283464567,0.5950413223140496,0.5669291338582677,0.5806451612903226,0.6211637423274846,144,110,156,98,508
RepNoise,3,0,full_layer,LR,1524,508,508,,0.6535433070866141,0.6614173228346457,0.6456692913385826,0.6511627906976745,0.6614173228346457,0.65625,0.71748093496187,168,86,164,90,508
RepNoise,3,0,full_layer,RF,1524,508,508,,0.5570866141732284,0.515748031496063,0.5984251968503937,0.5622317596566524,0.515748031496063,0.5379876796714579,0.6129099758199517,131,123,152,102,508
RepNoise,3,0,full_layer,AdaBoost,1524,508,508,,0.610236220472441,0.65748031496063,0.562992125984252,0.6007194244604317,0.65748031496063,0.6278195488721805,0.6474672949345899,167,87,143,111,508
RepNoise,3,0,init_band,LR,1524,508,508,,0.6200787401574803,0.5708661417322834,0.6692913385826772,0.6331877729257642,0.5708661417322834,0.6004140786749482,0.6387717775435551,145,109,170,84,508
RepNoise,3,0,init_band,RF,1524,508,508,,0.547244094488189,0.515748031496063,0.5787401574803149,0.5504201680672269,0.515748031496063,0.532520325203252,0.5713776427552856,131,123,147,107,508
RepNoise,3,0,init_band,AdaBoost,1524,508,508,,0.5452755905511811,0.5354330708661418,0.5551181102362205,0.5461847389558233,0.5354330708661418,0.5407554671968191,0.5536611073222146,136,118,141,113,508
RepNoise,3,0,init_band_emb,LR,1524,508,508,,0.6200787401574803,0.5708661417322834,0.6692913385826772,0.6331877729257642,0.5708661417322834,0.6004140786749482,0.638756277512555,145,109,170,84,508
RepNoise,3,0,init_band_emb,RF,1524,508,508,,0.5393700787401575,0.5039370078740157,0.5748031496062992,0.5423728813559322,0.5039370078740157,0.5224489795918368,0.5657743815487631,128,126,146,108,508
RepNoise,3,0,init_band_emb,AdaBoost,1524,508,508,,0.5688976377952756,0.5669291338582677,0.5708661417322834,0.5691699604743083,0.5669291338582677,0.5680473372781065,0.5776396552793106,144,110,145,109,508
RepNoise,3,0,end_band,LR,1524,508,508,,0.6476377952755905,0.6653543307086615,0.6299212598425197,0.6425855513307985,0.6653543307086615,0.6537717601547389,0.7109554219108438,169,85,160,94,508
RepNoise,3,0,end_band,RF,1524,508,508,,0.5826771653543307,0.5551181102362205,0.610236220472441,0.5875,0.5551181102362205,0.5708502024291497,0.6191409882819766,141,113,155,99,508
RepNoise,3,0,end_band,AdaBoost,1524,508,508,,0.5669291338582677,0.5433070866141733,0.5905511811023622,0.5702479338842975,0.5433070866141733,0.5564516129032258,0.600502201004402,138,116,150,104,508
RepNoise,3,0,ib_no_pca,LR,1524,508,508,,0.5767716535433071,0.6062992125984252,0.547244094488189,0.5724907063197026,0.6062992125984252,0.5889101338432122,0.615971231942464,154,100,139,115,508
RepNoise,3,0,ib_no_pca,RF,1524,508,508,,0.5452755905511811,0.5275590551181102,0.562992125984252,0.5469387755102041,0.5275590551181102,0.5370741482965932,0.6069192138384276,134,120,143,111,508
RepNoise,3,0,ib_no_pca,AdaBoost,1524,508,508,,0.531496062992126,0.5078740157480315,0.5551181102362205,0.5330578512396694,0.5078740157480315,0.5201612903225806,0.5347898195796392,129,125,141,113,508
RepNoise,3,0,vote_ensemble,LR,1524,508,508,,0.6161417322834646,0.6417322834645669,0.5905511811023622,0.6104868913857678,0.6417322834645669,0.6257197696737045,,163,91,150,104,508
RepNoise,3,0,vote_ensemble,RF,1524,508,508,,0.6200787401574803,0.6062992125984252,0.6338582677165354,0.6234817813765182,0.6062992125984252,0.6147704590818364,,154,100,161,93,508
RepNoise,3,0,vote_ensemble,AdaBoost,1524,508,508,,0.6082677165354331,0.594488188976378,0.6220472440944882,0.611336032388664,0.594488188976378,0.6027944111776448,,151,103,158,96,508
RepNoise,3,0,avg_ensemble,LR,1524,508,508,,0.6181102362204725,0.6299212598425197,0.6062992125984252,0.6153846153846154,0.6299212598425197,0.622568093385214,0.6889143778287556,160,94,154,100,508
RepNoise,3,0,avg_ensemble,RF,1524,508,508,,0.6240157480314961,0.6496062992125984,0.5984251968503937,0.6179775280898876,0.6496062992125984,0.6333973128598849,0.6683613367226735,165,89,152,102,508
RepNoise,3,0,avg_ensemble,AdaBoost,1524,508,508,,0.6437007874015748,0.6181102362204725,0.6692913385826772,0.6514522821576764,0.6181102362204725,0.6343434343434343,0.6934248868497737,157,97,170,84,508
RepNoise,3,1,per_layer,LR,1524,508,508,26,0.610236220472441,0.6299212598425197,0.5905511811023622,0.6060606060606061,0.6299212598425197,0.6177606177606177,0.6535743071486142,160,94,150,104,508
RepNoise,3,1,per_layer,RF,1524,508,508,21,0.5570866141732284,0.5433070866141733,0.5708661417322834,0.5587044534412956,0.5433070866141733,0.5508982035928144,0.6112359724719449,138,116,145,109,508
RepNoise,3,1,per_layer,AdaBoost,1524,508,508,22,0.610236220472441,0.6259842519685039,0.594488188976378,0.6068702290076335,0.6259842519685039,0.6162790697674418,0.6396242792485585,159,95,151,103,508
RepNoise,3,1,mid_band,LR,1524,508,508,,0.6496062992125984,0.6850393700787402,0.6141732283464567,0.6397058823529411,0.6850393700787402,0.6615969581749049,0.6978888957777916,174,80,156,98,508
RepNoise,3,1,mid_band,RF,1524,508,508,,0.5590551181102362,0.5511811023622047,0.5669291338582677,0.56,0.5511811023622047,0.5555555555555556,0.5789881579763159,140,114,144,110,508
RepNoise,3,1,mid_band,AdaBoost,1524,508,508,,0.5787401574803149,0.6023622047244095,0.5551181102362205,0.575187969924812,0.6023622047244095,0.5884615384615385,0.6071129642259284,153,101,141,113,508
RepNoise,3,1,full_layer,LR,1524,508,508,,0.6673228346456693,0.7007874015748031,0.6338582677165354,0.6568265682656826,0.7007874015748031,0.6780952380952381,0.699500899001798,178,76,161,93,508
RepNoise,3,1,full_layer,RF,1524,508,508,,0.5708661417322834,0.5590551181102362,0.5826771653543307,0.5725806451612904,0.5590551181102362,0.5657370517928287,0.6098177196354393,142,112,148,106,508
RepNoise,3,1,full_layer,AdaBoost,1524,508,508,,0.6161417322834646,0.6338582677165354,0.5984251968503937,0.6121673003802282,0.6338582677165354,0.6228239845261122,0.649009548019096,161,93,152,102,508
RepNoise,3,1,init_band,LR,1524,508,508,,0.610236220472441,0.594488188976378,0.6259842519685039,0.6138211382113821,0.594488188976378,0.604,0.6489707979415957,151,103,159,95,508
RepNoise,3,1,init_band,RF,1524,508,508,,0.5511811023622047,0.4645669291338583,0.6377952755905512,0.5619047619047619,0.4645669291338583,0.5086206896551724,0.5882261764523529,118,136,162,92,508
RepNoise,3,1,init_band,AdaBoost,1524,508,508,,0.5649606299212598,0.5708661417322834,0.5590551181102362,0.5642023346303502,0.5708661417322834,0.5675146771037182,0.5738963977927956,145,109,142,112,508
RepNoise,3,1,init_band_emb,LR,1524,508,508,,0.610236220472441,0.594488188976378,0.6259842519685039,0.6138211382113821,0.594488188976378,0.604,0.6489552979105957,151,103,159,95,508
RepNoise,3,1,init_band_emb,RF,1524,508,508,,0.547244094488189,0.43700787401574803,0.65748031496063,0.5606060606060606,0.43700787401574803,0.4911504424778761,0.5851649203298407,111,143,167,87,508
RepNoise,3,1,init_band_emb,AdaBoost,1524,508,508,,0.5787401574803149,0.5984251968503937,0.5590551181102362,0.5757575757575758,0.5984251968503937,0.5868725868725869,0.5912874325748652,152,102,142,112,508
RepNoise,3,1,end_band,LR,1524,508,508,,0.6437007874015748,0.6771653543307087,0.610236220472441,0.6346863468634686,0.6771653543307087,0.6552380952380953,0.7109089218178437,172,82,155,99,508
RepNoise,3,1,end_band,RF,1524,508,508,,0.6062992125984252,0.5590551181102362,0.6535433070866141,0.6173913043478261,0.5590551181102362,0.5867768595041323,0.633966767933536,142,112,166,88,508
RepNoise,3,1,end_band,AdaBoost,1524,508,508,,0.5905511811023622,0.6023622047244095,0.5787401574803149,0.5884615384615385,0.6023622047244095,0.5953307392996109,0.6314945129890259,153,101,147,107,508
RepNoise,3,1,ib_no_pca,LR,1524,508,508,,0.5767716535433071,0.5669291338582677,0.5866141732283464,0.5783132530120482,0.5669291338582677,0.5725646123260437,0.6096007192014384,144,110,149,105,508
RepNoise,3,1,ib_no_pca,RF,1524,508,508,,0.6003937007874016,0.5787401574803149,0.6220472440944882,0.6049382716049383,0.5787401574803149,0.5915492957746479,0.6438247876495753,147,107,158,96,508
RepNoise,3,1,ib_no_pca,AdaBoost,1524,508,508,,0.5807086614173228,0.5669291338582677,0.594488188976378,0.582995951417004,0.5669291338582677,0.5748502994011976,0.6069192138384276,144,110,151,103,508
RepNoise,3,1,vote_ensemble,LR,1524,508,508,,0.6496062992125984,0.6929133858267716,0.6062992125984252,0.6376811594202898,0.6929133858267716,0.6641509433962264,,176,78,154,100,508
RepNoise,3,1,vote_ensemble,RF,1524,508,508,,0.6082677165354331,0.5984251968503937,0.6181102362204725,0.6104417670682731,0.5984251968503937,0.6043737574552683,,152,102,157,97,508
RepNoise,3,1,vote_ensemble,AdaBoost,1524,508,508,,0.6358267716535433,0.65748031496063,0.6141732283464567,0.630188679245283,0.65748031496063,0.6435452793834296,,167,87,156,98,508
RepNoise,3,1,avg_ensemble,LR,1524,508,508,,0.6535433070866141,0.6929133858267716,0.6141732283464567,0.6423357664233577,0.6929133858267716,0.6666666666666666,0.6864498728997458,176,78,156,98,508
RepNoise,3,1,avg_ensemble,RF,1524,508,508,,0.6082677165354331,0.6141732283464567,0.6023622047244095,0.6070038910505836,0.6141732283464567,0.6105675146771037,0.6490792981585962,156,98,153,101,508
RepNoise,3,1,avg_ensemble,AdaBoost,1524,508,508,,0.6338582677165354,0.6496062992125984,0.6181102362204725,0.6297709923664122,0.6496062992125984,0.6395348837209303,0.6677723355446711,165,89,157,97,508
RepNoise,3,2,per_layer,LR,1524,508,508,32,0.6358267716535433,0.6811023622047244,0.5905511811023622,0.6245487364620939,0.6811023622047244,0.6516007532956686,0.6888833777667556,173,81,150,104,508
RepNoise,3,2,per_layer,RF,1524,508,508,20,0.5866141732283464,0.5433070866141733,0.6299212598425197,0.5948275862068966,0.5433070866141733,0.5679012345679012,0.6405852811705625,138,116,160,94,508
RepNoise,3,2,per_layer,AdaBoost,1524,508,508,19,0.6200787401574803,0.6377952755905512,0.6023622047244095,0.6159695817490495,0.6377952755905512,0.6266924564796905,0.6496217992435985,162,92,153,101,508
RepNoise,3,2,mid_band,LR,1524,508,508,,0.6594488188976378,0.6653543307086615,0.6535433070866141,0.6575875486381323,0.6653543307086615,0.6614481409001957,0.7196974393948787,169,85,166,88,508
RepNoise,3,2,mid_band,RF,1524,508,508,,0.6279527559055118,0.5984251968503937,0.65748031496063,0.6359832635983264,0.5984251968503937,0.6166328600405679,0.655504061008122,152,102,167,87,508
RepNoise,3,2,mid_band,AdaBoost,1524,508,508,,0.5807086614173228,0.5905511811023622,0.5708661417322834,0.5791505791505791,0.5905511811023622,0.5847953216374269,0.6090659681319363,150,104,145,109,508
RepNoise,3,2,full_layer,LR,1524,508,508,,0.6437007874015748,0.6771653543307087,0.610236220472441,0.6346863468634686,0.6771653543307087,0.6552380952380953,0.7184729369458739,172,82,155,99,508
RepNoise,3,2,full_layer,RF,1524,508,508,,0.5748031496062992,0.5354330708661418,0.6141732283464567,0.5811965811965812,0.5354330708661418,0.5573770491803278,0.6259997519995041,136,118,156,98,508
RepNoise,3,2,full_layer,AdaBoost,1524,508,508,,0.5905511811023622,0.5866141732283464,0.594488188976378,0.5912698412698413,0.5866141732283464,0.5889328063241107,0.6420422840845682,149,105,151,103,508
RepNoise,3,2,init_band,LR,1524,508,508,,0.594488188976378,0.610236220472441,0.5787401574803149,0.5916030534351145,0.610236220472441,0.6007751937984496,0.6284332568665137,155,99,147,107,508
RepNoise,3,2,init_band,RF,1524,508,508,,0.5275590551181102,0.4566929133858268,0.5984251968503937,0.5321100917431193,0.4566929133858268,0.4915254237288136,0.5654798809597619,116,138,152,102,508
RepNoise,3,2,init_band,AdaBoost,1524,508,508,,0.5216535433070866,0.46062992125984253,0.5826771653543307,0.5246636771300448,0.46062992125984253,0.49056603773584906,0.5384090768181536,117,137,148,106,508
RepNoise,3,2,init_band_emb,LR,1524,508,508,,0.594488188976378,0.610236220472441,0.5787401574803149,0.5916030534351145,0.610236220472441,0.6007751937984496,0.6284487568975138,155,99,147,107,508
RepNoise,3,2,init_band_emb,RF,1524,508,508,,0.5492125984251969,0.5078740157480315,0.5905511811023622,0.5536480686695279,0.5078740157480315,0.5297741273100616,0.5882804265608532,129,125,150,104,508
RepNoise,3,2,init_band_emb,AdaBoost,1524,508,508,,0.5531496062992126,0.5551181102362205,0.5511811023622047,0.5529411764705883,0.5551181102362205,0.5540275049115914,0.5516151032302066,141,113,140,114,508
RepNoise,3,2,end_band,LR,1524,508,508,,0.6633858267716536,0.6732283464566929,0.6535433070866141,0.6602316602316602,0.6732283464566929,0.6666666666666666,0.703778907557815,171,83,166,88,508
RepNoise,3,2,end_band,RF,1524,508,508,,0.5905511811023622,0.5433070866141733,0.6377952755905512,0.6,0.5433070866141733,0.5702479338842975,0.6240079980159962,138,116,162,92,508
RepNoise,3,2,end_band,AdaBoost,1524,508,508,,0.594488188976378,0.6023622047244095,0.5866141732283464,0.5930232558139535,0.6023622047244095,0.59765625,0.6161882323764647,153,101,149,105,508
RepNoise,3,2,ib_no_pca,LR,1524,508,508,,0.5590551181102362,0.5905511811023622,0.5275590551181102,0.5555555555555556,0.5905511811023622,0.5725190839694656,0.5913571827143654,150,104,134,120,508
RepNoise,3,2,ib_no_pca,RF,1524,508,508,,0.5669291338582677,0.5433070866141733,0.5905511811023622,0.5702479338842975,0.5433070866141733,0.5564516129032258,0.5742528985057971,138,116,150,104,508
RepNoise,3,2,ib_no_pca,AdaBoost,1524,508,508,,0.5531496062992126,0.5196850393700787,0.5866141732283464,0.5569620253164557,0.5196850393700787,0.5376782077393075,0.5922871845743691,132,122,149,105,508
RepNoise,3,2,vote_ensemble,LR,1524,508,508,,0.6535433070866141,0.6535433070866141,0.6535433070866141,0.6535433070866141,0.6535433070866141,0.6535433070866141,,166,88,166,88,508
RepNoise,3,2,vote_ensemble,RF,1524,508,508,,0.5964566929133859,0.5669291338582677,0.6259842519685039,0.602510460251046,0.5669291338582677,0.5841784989858012,,144,110,159,95,508
RepNoise,3,2,vote_ensemble,AdaBoost,1524,508,508,,0.6299212598425197,0.6456692913385826,0.6141732283464567,0.6259541984732825,0.6456692913385826,0.6356589147286822,,164,90,156,98,508
RepNoise,3,2,avg_ensemble,LR,1524,508,508,,0.6476377952755905,0.65748031496063,0.6377952755905512,0.6447876447876448,0.65748031496063,0.6510721247563352,0.6974083948167895,167,87,162,92,508
RepNoise,3,2,avg_ensemble,RF,1524,508,508,,0.5984251968503937,0.610236220472441,0.5866141732283464,0.5961538461538461,0.610236220472441,0.603112840466926,0.6476377952755905,155,99,149,105,508
RepNoise,3,2,avg_ensemble,AdaBoost,1524,508,508,,0.6358267716535433,0.6535433070866141,0.6181102362204725,0.6311787072243346,0.6535433070866141,0.6421663442940039,0.6821873643747286,166,88,157,97,508
RepNoise,3,3,per_layer,LR,1524,508,508,18,0.6259842519685039,0.5984251968503937,0.6535433070866141,0.6333333333333333,0.5984251968503937,0.6153846153846154,0.661727323454647,152,102,166,88,508
RepNoise,3,3,per_layer,RF,1524,508,508,30,0.5866141732283464,0.5433070866141733,0.6299212598425197,0.5948275862068966,0.5433070866141733,0.5679012345679012,0.6294640089280179,138,116,160,94,508
RepNoise,3,3,per_layer,AdaBoost,1524,508,508,18,0.5570866141732284,0.562992125984252,0.5511811023622047,0.556420233463035,0.562992125984252,0.5596868884540117,0.5811271622543246,143,111,140,114,508
RepNoise,3,3,mid_band,LR,1524,508,508,,0.594488188976378,0.5748031496062992,0.6141732283464567,0.5983606557377049,0.5748031496062992,0.5863453815261044,0.6643158286316573,146,108,156,98,508
RepNoise,3,3,mid_band,RF,1524,508,508,,0.5590551181102362,0.515748031496063,0.6023622047244095,0.5646551724137931,0.515748031496063,0.5390946502057613,0.6101432202864406,131,123,153,101,508
RepNoise,3,3,mid_band,AdaBoost,1524,508,508,,0.562992125984252,0.531496062992126,0.594488188976378,0.5672268907563025,0.531496062992126,0.5487804878048781,0.6018042036084073,135,119,151,103,508
RepNoise,3,3,full_layer,LR,1524,508,508,,0.6259842519685039,0.6377952755905512,0.6141732283464567,0.6230769230769231,0.6377952755905512,0.6303501945525292,0.668237336474673,162,92,156,98,508
RepNoise,3,3,full_layer,RF,1524,508,508,,0.594488188976378,0.5433070866141733,0.6456692913385826,0.6052631578947368,0.5433070866141733,0.5726141078838174,0.6254185008370017,138,116,164,90,508
RepNoise,3,3,full_layer,AdaBoost,1524,508,508,,0.547244094488189,0.5433070866141733,0.5511811023622047,0.5476190476190477,0.5433070866141733,0.5454545454545454,0.5866451732903466,138,116,140,114,508
RepNoise,3,3,init_band,LR,1524,508,508,,0.5885826771653543,0.6062992125984252,0.5708661417322834,0.5855513307984791,0.6062992125984252,0.5957446808510638,0.6126542253084506,154,100,145,109,508
RepNoise,3,3,init_band,RF,1524,508,508,,0.5531496062992126,0.4566929133858268,0.6496062992125984,0.5658536585365853,0.4566929133858268,0.5054466230936819,0.5871334242668487,116,138,165,89,508
RepNoise,3,3,init_band,AdaBoost,1524,508,508,,0.5295275590551181,0.44881889763779526,0.610236220472441,0.5352112676056338,0.44881889763779526,0.48822269807280516,0.5496465992931986,114,140,155,99,508
RepNoise,3,3,init_band_emb,LR,1524,508,508,,0.5885826771653543,0.6062992125984252,0.5708661417322834,0.5855513307984791,0.6062992125984252,0.5957446808510638,0.6126542253084506,154,100,145,109,508
RepNoise,3,3,init_band_emb,RF,1524,508,508,,0.5492125984251969,0.44881889763779526,0.6496062992125984,0.5615763546798029,0.44881889763779526,0.4989059080962801,0.587730175460351,114,140,165,89,508
RepNoise,3,3,init_band_emb,AdaBoost,1524,508,508,,0.5334645669291339,0.4763779527559055,0.5905511811023622,0.5377777777777778,0.4763779527559055,0.5052192066805845,0.5638446276892554,121,133,150,104,508
RepNoise,3,3,end_band,LR,1524,508,508,,0.6062992125984252,0.6141732283464567,0.5984251968503937,0.6046511627906976,0.6141732283464567,0.609375,0.6650133300266601,156,98,152,102,508
RepNoise,3,3,end_band,RF,1524,508,508,,0.5846456692913385,0.562992125984252,0.6062992125984252,0.588477366255144,0.562992125984252,0.5754527162977867,0.6151032302064605,143,111,154,100,508
RepNoise,3,3,end_band,AdaBoost,1524,508,508,,0.5590551181102362,0.562992125984252,0.5551181102362205,0.55859375,0.562992125984252,0.5607843137254902,0.6027032054064108,143,111,141,113,508
RepNoise,3,3,ib_no_pca,LR,1524,508,508,,0.5688976377952756,0.5787401574803149,0.5590551181102362,0.5675675675675675,0.5787401574803149,0.5730994152046783,0.5899776799553599,147,107,142,112,508
RepNoise,3,3,ib_no_pca,RF,1524,508,508,,0.5393700787401575,0.5039370078740157,0.5748031496062992,0.5423728813559322,0.5039370078740157,0.5224489795918368,0.5846999193998388,128,126,146,108,508
RepNoise,3,3,ib_no_pca,AdaBoost,1524,508,508,,0.5610236220472441,0.594488188976378,0.5275590551181102,0.5571955719557196,0.594488188976378,0.5752380952380952,0.5979059458118916,151,103,134,120,508
RepNoise,3,3,vote_ensemble,LR,1524,508,508,,0.6279527559055118,0.6023622047244095,0.6535433070866141,0.6348547717842323,0.6023622047244095,0.6181818181818182,,153,101,166,88,508
RepNoise,3,3,vote_ensemble,RF,1524,508,508,,0.594488188976378,0.547244094488189,0.6417322834645669,0.6043478260869565,0.547244094488189,0.5743801652892562,,139,115,163,91,508
RepNoise,3,3,vote_ensemble,AdaBoost,1524,508,508,,0.6161417322834646,0.610236220472441,0.6220472440944882,0.6175298804780877,0.610236220472441,0.6138613861386139,,155,99,158,96,508
RepNoise,3,3,avg_ensemble,LR,1524,508,508,,0.6220472440944882,0.6023622047244095,0.6417322834645669,0.6270491803278688,0.6023622047244095,0.6144578313253012,0.6835358670717342,153,101,163,91,508
RepNoise,3,3,avg_ensemble,RF,1524,508,508,,0.6023622047244095,0.5866141732283464,0.6181102362204725,0.6056910569105691,0.5866141732283464,0.596,0.6603168206336412,149,105,157,97,508
RepNoise,3,3,avg_ensemble,AdaBoost,1524,508,508,,0.6122047244094488,0.6181102362204725,0.6062992125984252,0.6108949416342413,0.6181102362204725,0.6144814090019569,0.6633858267716535,157,97,154,100,508
RepNoise,3,4,per_layer,LR,1524,508,508,31,0.6299212598425197,0.6141732283464567,0.6456692913385826,0.6341463414634146,0.6141732283464567,0.624,0.6642228284456569,156,98,164,90,508
RepNoise,3,4,per_layer,RF,1524,508,508,26,0.6062992125984252,0.547244094488189,0.6653543307086615,0.6205357142857143,0.547244094488189,0.5815899581589958,0.6355865211730424,139,115,169,85,508
RepNoise,3,4,per_layer,AdaBoost,1524,508,508,25,0.5531496062992126,0.5393700787401575,0.5669291338582677,0.5546558704453441,0.5393700787401575,0.5469061876247505,0.6028272056544113,137,117,144,110,508
RepNoise,3,4,mid_band,LR,1524,508,508,,0.6633858267716536,0.6062992125984252,0.7204724409448819,0.6844444444444444,0.6062992125984252,0.6430062630480167,0.7190619381238762,154,100,183,71,508
RepNoise,3,4,mid_band,RF,1524,508,508,,0.5826771653543307,0.5708661417322834,0.594488188976378,0.5846774193548387,0.5708661417322834,0.5776892430278885,0.6281542563085126,145,109,151,103,508
RepNoise,3,4,mid_band,AdaBoost,1524,508,508,,0.5807086614173228,0.5866141732283464,0.5748031496062992,0.5797665369649806,0.5866141732283464,0.5831702544031311,0.6113212226424453,149,105,146,108,508
RepNoise,3,4,full_layer,LR,1524,508,508,,0.6653543307086615,0.6181102362204725,0.7125984251968503,0.6826086956521739,0.6181102362204725,0.6487603305785123,0.7108624217248434,157,97,181,73,508
RepNoise,3,4,full_layer,RF,1524,508,508,,0.562992125984252,0.49606299212598426,0.6299212598425197,0.5727272727272728,0.49606299212598426,0.5316455696202531,0.6082057164114328,126,128,160,94,508
RepNoise,3,4,full_layer,AdaBoost,1524,508,508,,0.5669291338582677,0.5433070866141733,0.5905511811023622,0.5702479338842975,0.5433070866141733,0.5564516129032258,0.6122357244714489,138,116,150,104,508
RepNoise,3,4,init_band,LR,1524,508,508,,0.594488188976378,0.5826771653543307,0.6062992125984252,0.5967741935483871,0.5826771653543307,0.5896414342629482,0.622744745489491,148,106,154,100,508
RepNoise,3,4,init_band,RF,1524,508,508,,0.5393700787401575,0.47244094488188976,0.6062992125984252,0.5454545454545454,0.47244094488188976,0.5063291139240507,0.5696958893917787,120,134,154,100,508
RepNoise,3,4,init_band,AdaBoost,1524,508,508,,0.5492125984251969,0.5275590551181102,0.5708661417322834,0.551440329218107,0.5275590551181102,0.5392354124748491,0.5491505983011966,134,120,145,109,508
RepNoise,3,4,init_band_emb,LR,1524,508,508,,0.594488188976378,0.5826771653543307,0.6062992125984252,0.5967741935483871,0.5826771653543307,0.5896414342629482,0.622744745489491,148,106,154,100,508
RepNoise,3,4,init_band_emb,RF,1524,508,508,,0.5649606299212598,0.4881889763779528,0.6417322834645669,0.5767441860465117,0.4881889763779528,0.5287846481876333,0.5774304048608097,124,130,163,91,508
RepNoise,3,4,init_band_emb,AdaBoost,1524,508,508,,0.5551181102362205,0.515748031496063,0.594488188976378,0.5598290598290598,0.515748031496063,0.5368852459016393,0.5625891251782503,131,123,151,103,508
RepNoise,3,4,end_band,LR,1524,508,508,,0.6377952755905512,0.5826771653543307,0.6929133858267716,0.6548672566371682,0.5826771653543307,0.6166666666666667,0.6997333994667989,148,106,176,78,508
RepNoise,3,4,end_band,RF,1524,508,508,,0.5846456692913385,0.5590551181102362,0.610236220472441,0.5892116182572614,0.5590551181102362,0.5737373737373738,0.6252557505115011,142,112,155,99,508
RepNoise,3,4,end_band,AdaBoost,1524,508,508,,0.5767716535433071,0.5866141732283464,0.5669291338582677,0.5752895752895753,0.5866141732283464,0.580896686159844,0.6062372124744249,149,105,144,110,508
RepNoise,3,4,ib_no_pca,LR,1524,508,508,,0.5531496062992126,0.5,0.6062992125984252,0.5594713656387665,0.5,0.5280665280665281,0.5666346332692666,127,127,154,100,508
RepNoise,3,4,ib_no_pca,RF,1524,508,508,,0.5649606299212598,0.5787401574803149,0.5511811023622047,0.5632183908045977,0.5787401574803149,0.570873786407767,0.5932714365428732,147,107,140,114,508
RepNoise,3,4,ib_no_pca,AdaBoost,1524,508,508,,0.5354330708661418,0.5354330708661418,0.5354330708661418,0.5354330708661418,0.5354330708661418,0.5354330708661418,0.5587296174592349,136,118,136,118,508
RepNoise,3,4,vote_ensemble,LR,1524,508,508,,0.6200787401574803,0.6141732283464567,0.6259842519685039,0.6215139442231076,0.6141732283464567,0.6178217821782178,,156,98,159,95,508
RepNoise,3,4,vote_ensemble,RF,1524,508,508,,0.6338582677165354,0.5511811023622047,0.7165354330708661,0.660377358490566,0.5511811023622047,0.6008583690987125,,140,114,182,72,508
RepNoise,3,4,vote_ensemble,AdaBoost,1524,508,508,,0.6259842519685039,0.5826771653543307,0.6692913385826772,0.6379310344827587,0.5826771653543307,0.6090534979423868,,148,106,170,84,508
RepNoise,3,4,avg_ensemble,LR,1524,508,508,,0.6299212598425197,0.6181102362204725,0.6417322834645669,0.6330645161290323,0.6181102362204725,0.6254980079681275,0.675785851571703,157,97,163,91,508
RepNoise,3,4,avg_ensemble,RF,1524,508,508,,0.6220472440944882,0.6023622047244095,0.6417322834645669,0.6270491803278688,0.6023622047244095,0.6144578313253012,0.6795756091512183,153,101,163,91,508
RepNoise,3,4,avg_ensemble,AdaBoost,1524,508,508,,0.6417322834645669,0.6141732283464567,0.6692913385826772,0.65,0.6141732283464567,0.631578947368421,0.6729183458366916,156,98,170,84,508
RepNoise,4,0,per_layer,LR,1524,508,508,14,0.6240157480314961,0.6299212598425197,0.6181102362204725,0.622568093385214,0.6299212598425197,0.6262230919765166,0.650241800483601,160,94,157,97,508
RepNoise,4,0,per_layer,RF,1524,508,508,2,0.5787401574803149,0.515748031496063,0.6417322834645669,0.5900900900900901,0.515748031496063,0.5504201680672269,0.6231244962489926,131,123,163,91,508
