method,ck,fold,probe_type,clf,n_train,n_val,n_test,best_layer,accuracy,true_accuracy,false_accuracy,precision,recall,f1,auc,tp,fn,tn,fp,n_total
RMU-LAT,4,1,init_band_emb,LR,1524,508,508,,0.5964566929133859,0.5905511811023622,0.6023622047244095,0.5976095617529881,0.5905511811023622,0.594059405940594,0.6481027962055925,150,104,153,101,508
RMU-LAT,4,1,init_band_emb,RF,1524,508,508,,0.5334645669291339,0.5039370078740157,0.562992125984252,0.5355648535564853,0.5039370078740157,0.5192697768762677,0.5513128526257052,128,126,143,111,508
RMU-LAT,4,1,init_band_emb,AdaBoost,1524,508,508,,0.5236220472440944,0.515748031496063,0.531496062992126,0.524,0.515748031496063,0.5198412698412699,0.5456708413416826,131,123,135,119,508
RMU-LAT,4,1,end_band,LR,1524,508,508,,0.5826771653543307,0.5905511811023622,0.5748031496062992,0.5813953488372093,0.5905511811023622,0.5859375,0.610251720503441,150,104,146,108,508
RMU-LAT,4,1,end_band,RF,1524,508,508,,0.547244094488189,0.5039370078740157,0.5905511811023622,0.5517241379310345,0.5039370078740157,0.5267489711934157,0.5733383966767933,128,126,150,104,508
RMU-LAT,4,1,end_band,AdaBoost,1524,508,508,,0.5039370078740157,0.5,0.5078740157480315,0.503968253968254,0.5,0.5019762845849802,0.5251720503441006,127,127,129,125,508
RMU-LAT,4,1,ib_no_pca,LR,1524,508,508,,0.5688976377952756,0.5669291338582677,0.5708661417322834,0.5691699604743083,0.5669291338582677,0.5680473372781065,0.6080662161324323,144,110,145,109,508
RMU-LAT,4,1,ib_no_pca,RF,1524,508,508,,0.6122047244094488,0.5787401574803149,0.6456692913385826,0.620253164556962,0.5787401574803149,0.5987780040733197,0.6330987661975324,147,107,164,90,508
RMU-LAT,4,1,ib_no_pca,AdaBoost,1524,508,508,,0.5748031496062992,0.5905511811023622,0.5590551181102362,0.5725190839694656,0.5905511811023622,0.5813953488372093,0.5959916919833841,150,104,142,112,508
RMU-LAT,4,1,vote_ensemble,LR,1524,508,508,,0.6181102362204725,0.6220472440944882,0.6141732283464567,0.6171875,0.6220472440944882,0.6196078431372549,,158,96,156,98,508
RMU-LAT,4,1,vote_ensemble,RF,1524,508,508,,0.5531496062992126,0.5275590551181102,0.5787401574803149,0.5560165975103735,0.5275590551181102,0.5414141414141415,,134,120,147,107,508
RMU-LAT,4,1,vote_ensemble,AdaBoost,1524,508,508,,0.6003937007874016,0.5984251968503937,0.6023622047244095,0.6007905138339921,0.5984251968503937,0.5996055226824457,,152,102,153,101,508
RMU-LAT,4,1,avg_ensemble,LR,1524,508,508,,0.6240157480314961,0.6259842519685039,0.6220472440944882,0.6235294117647059,0.6259842519685039,0.6247544204322201,0.6661758323516647,159,95,158,96,508
RMU-LAT,4,1,avg_ensemble,RF,1524,508,508,,0.5649606299212598,0.562992125984252,0.5669291338582677,0.5652173913043478,0.562992125984252,0.5641025641025641,0.5914424328848658,143,111,144,110,508
RMU-LAT,4,1,avg_ensemble,AdaBoost,1524,508,508,,0.5767716535433071,0.5826771653543307,0.5708661417322834,0.5758754863813229,0.5826771653543307,0.5792563600782779,0.6007967015934033,148,106,145,109,508
RMU-LAT,4,2,per_layer,LR,1524,508,508,12,0.5964566929133859,0.6062992125984252,0.5866141732283464,0.5945945945945946,0.6062992125984252,0.6003898635477583,0.6055242110484221,154,100,149,105,508
RMU-LAT,4,2,per_layer,RF,1524,508,508,25,0.5354330708661418,0.5393700787401575,0.531496062992126,0.53515625,0.5393700787401575,0.5372549019607843,0.5685721371442745,137,117,135,119,508
RMU-LAT,4,2,per_layer,AdaBoost,1524,508,508,7,0.5551181102362205,0.5669291338582677,0.5433070866141733,0.5538461538461539,0.5669291338582677,0.5603112840466926,0.5615351230702461,144,110,138,116,508
RMU-LAT,4,2,mid_band,LR,1524,508,508,,0.5984251968503937,0.5669291338582677,0.6299212598425197,0.6050420168067226,0.5669291338582677,0.5853658536585366,0.6198772397544795,144,110,160,94,508
RMU-LAT,4,2,mid_band,RF,1524,508,508,,0.5511811023622047,0.5118110236220472,0.5905511811023622,0.5555555555555556,0.5118110236220472,0.5327868852459017,0.583242916485833,130,124,150,104,508
RMU-LAT,4,2,mid_band,AdaBoost,1524,508,508,,0.547244094488189,0.6023622047244095,0.4921259842519685,0.5425531914893617,0.6023622047244095,0.5708955223880597,0.5866141732283465,153,101,125,129,508
RMU-LAT,4,2,full_layer,LR,1524,508,508,,0.6122047244094488,0.6299212598425197,0.594488188976378,0.6083650190114068,0.6299212598425197,0.6189555125725339,0.6338892677785355,160,94,151,103,508
RMU-LAT,4,2,full_layer,RF,1524,508,508,,0.5433070866141733,0.5,0.5866141732283464,0.5474137931034483,0.5,0.522633744855967,0.5572261144522289,127,127,149,105,508
RMU-LAT,4,2,full_layer,AdaBoost,1524,508,508,,0.5354330708661418,0.5275590551181102,0.5433070866141733,0.536,0.5275590551181102,0.5317460317460317,0.5656193812387624,134,120,138,116,508
RMU-LAT,4,2,init_band,LR,1524,508,508,,0.59251968503937,0.6181102362204725,0.5669291338582677,0.5880149812734082,0.6181102362204725,0.6026871401151631,0.621520243040486,157,97,144,110,508
RMU-LAT,4,2,init_band,RF,1524,508,508,,0.5728346456692913,0.5118110236220472,0.6338582677165354,0.5829596412556054,0.5118110236220472,0.5450733752620545,0.597758695517391,130,124,161,93,508
RMU-LAT,4,2,init_band,AdaBoost,1524,508,508,,0.5078740157480315,0.49606299212598426,0.5196850393700787,0.5080645161290323,0.49606299212598426,0.50199203187251,0.5330615661231323,126,128,132,122,508
RMU-LAT,4,2,init_band_emb,LR,1524,508,508,,0.59251968503937,0.6181102362204725,0.5669291338582677,0.5880149812734082,0.6181102362204725,0.6026871401151631,0.621489242978486,157,97,144,110,508
RMU-LAT,4,2,init_band_emb,RF,1524,508,508,,0.562992125984252,0.5118110236220472,0.6141732283464567,0.5701754385964912,0.5118110236220472,0.5394190871369294,0.5873349246698494,130,124,156,98,508
RMU-LAT,4,2,init_band_emb,AdaBoost,1524,508,508,,0.48031496062992124,0.4763779527559055,0.484251968503937,0.4801587301587302,0.4763779527559055,0.4782608695652174,0.5115475230950461,121,133,123,131,508
RMU-LAT,4,2,end_band,LR,1524,508,508,,0.5492125984251969,0.547244094488189,0.5511811023622047,0.549407114624506,0.547244094488189,0.5483234714003945,0.6098332196664393,139,115,140,114,508
RMU-LAT,4,2,end_band,RF,1524,508,508,,0.5275590551181102,0.5196850393700787,0.5354330708661418,0.528,0.5196850393700787,0.5238095238095238,0.5407728315456631,132,122,136,118,508
RMU-LAT,4,2,end_band,AdaBoost,1524,508,508,,0.5413385826771654,0.5196850393700787,0.562992125984252,0.5432098765432098,0.5196850393700787,0.5311871227364185,0.5453995907991815,132,122,143,111,508
RMU-LAT,4,2,ib_no_pca,LR,1524,508,508,,0.5610236220472441,0.5905511811023622,0.531496062992126,0.5576208178438662,0.5905511811023622,0.5736137667304015,0.5810806621613243,150,104,135,119,508
RMU-LAT,4,2,ib_no_pca,RF,1524,508,508,,0.5688976377952756,0.5708661417322834,0.5669291338582677,0.5686274509803921,0.5708661417322834,0.5697445972495089,0.5909619319238638,145,109,144,110,508
RMU-LAT,4,2,ib_no_pca,AdaBoost,1524,508,508,,0.5511811023622047,0.5866141732283464,0.515748031496063,0.5477941176470589,0.5866141732283464,0.5665399239543726,0.5681846363692727,149,105,131,123,508
RMU-LAT,4,2,vote_ensemble,LR,1524,508,508,,0.59251968503937,0.5905511811023622,0.594488188976378,0.5928853754940712,0.5905511811023622,0.591715976331361,,150,104,151,103,508
RMU-LAT,4,2,vote_ensemble,RF,1524,508,508,,0.5511811023622047,0.5669291338582677,0.5354330708661418,0.549618320610687,0.5669291338582677,0.5581395348837209,,144,110,136,118,508
RMU-LAT,4,2,vote_ensemble,AdaBoost,1524,508,508,,0.5787401574803149,0.6496062992125984,0.5078740157480315,0.5689655172413793,0.6496062992125984,0.6066176470588235,,165,89,129,125,508
RMU-LAT,4,2,avg_ensemble,LR,1524,508,508,,0.59251968503937,0.5984251968503937,0.5866141732283464,0.5914396887159533,0.5984251968503937,0.5949119373776908,0.6334862669725339,152,102,149,105,508
RMU-LAT,4,2,avg_ensemble,RF,1524,508,508,,0.5551181102362205,0.6023622047244095,0.5078740157480315,0.5503597122302158,0.6023622047244095,0.575187969924812,0.5773994047988096,153,101,129,125,508
RMU-LAT,4,2,avg_ensemble,AdaBoost,1524,508,508,,0.5649606299212598,0.6299212598425197,0.5,0.5574912891986062,0.6299212598425197,0.5914972273567468,0.5906906813813628,160,94,127,127,508
RMU-LAT,4,3,per_layer,LR,1524,508,508,10,0.562992125984252,0.5511811023622047,0.5748031496062992,0.5645161290322581,0.5511811023622047,0.5577689243027888,0.6085312170624342,140,114,146,108,508
RMU-LAT,4,3,per_layer,RF,1524,508,508,7,0.6023622047244095,0.5787401574803149,0.6259842519685039,0.6074380165289256,0.5787401574803149,0.592741935483871,0.6321765143530287,147,107,159,95,508
RMU-LAT,4,3,per_layer,AdaBoost,1524,508,508,1,0.5748031496062992,0.5826771653543307,0.5669291338582677,0.5736434108527132,0.5826771653543307,0.578125,0.5842039184078368,148,106,144,110,508
RMU-LAT,4,3,mid_band,LR,1524,508,508,,0.594488188976378,0.5984251968503937,0.5905511811023622,0.59375,0.5984251968503937,0.596078431372549,0.6198462396924793,152,102,150,104,508
RMU-LAT,4,3,mid_band,RF,1524,508,508,,0.5374015748031497,0.5196850393700787,0.5551181102362205,0.5387755102040817,0.5196850393700787,0.5290581162324649,0.5484763469526939,132,122,141,113,508
RMU-LAT,4,3,mid_band,AdaBoost,1524,508,508,,0.5866141732283464,0.6023622047244095,0.5708661417322834,0.583969465648855,0.6023622047244095,0.5930232558139535,0.5901481802963605,153,101,145,109,508
RMU-LAT,4,3,full_layer,LR,1524,508,508,,0.6023622047244095,0.6535433070866141,0.5511811023622047,0.5928571428571429,0.6535433070866141,0.6217228464419475,0.6271622543245087,166,88,140,114,508
RMU-LAT,4,3,full_layer,RF,1524,508,508,,0.5610236220472441,0.515748031496063,0.6062992125984252,0.5670995670995671,0.515748031496063,0.5402061855670103,0.5723773947547895,131,123,154,100,508
RMU-LAT,4,3,full_layer,AdaBoost,1524,508,508,,0.5590551181102362,0.5866141732283464,0.531496062992126,0.5559701492537313,0.5866141732283464,0.5708812260536399,0.576508153016306,149,105,135,119,508
RMU-LAT,4,3,init_band,LR,1524,508,508,,0.59251968503937,0.5826771653543307,0.6023622047244095,0.5943775100401606,0.5826771653543307,0.588469184890656,0.6138787277574554,148,106,153,101,508
RMU-LAT,4,3,init_band,RF,1524,508,508,,0.5393700787401575,0.5,0.5787401574803149,0.5427350427350427,0.5,0.5204918032786885,0.5743226486452974,127,127,147,107,508
RMU-LAT,4,3,init_band,AdaBoost,1524,508,508,,0.5393700787401575,0.484251968503937,0.594488188976378,0.5442477876106194,0.484251968503937,0.5125,0.5624108748217497,123,131,151,103,508
RMU-LAT,4,3,init_band_emb,LR,1524,508,508,,0.59251968503937,0.5826771653543307,0.6023622047244095,0.5943775100401606,0.5826771653543307,0.588469184890656,0.6138942277884556,148,106,153,101,508
RMU-LAT,4,3,init_band_emb,RF,1524,508,508,,0.5334645669291339,0.484251968503937,0.5826771653543307,0.537117903930131,0.484251968503937,0.5093167701863354,0.5587141174282348,123,131,148,106,508
RMU-LAT,4,3,init_band_emb,AdaBoost,1524,508,508,,0.5374015748031497,0.47244094488188976,0.6023622047244095,0.5429864253393665,0.47244094488188976,0.5052631578947369,0.5784456568913138,120,134,153,101,508
RMU-LAT,4,3,end_band,LR,1524,508,508,,0.5649606299212598,0.5590551181102362,0.5708661417322834,0.5657370517928287,0.5590551181102362,0.5623762376237624,0.5968906937813875,142,112,145,109,508
RMU-LAT,4,3,end_band,RF,1524,508,508,,0.5433070866141733,0.5039370078740157,0.5826771653543307,0.5470085470085471,0.5039370078740157,0.5245901639344263,0.5514213528427057,128,126,148,106,508
RMU-LAT,4,3,end_band,AdaBoost,1524,508,508,,0.5354330708661418,0.5196850393700787,0.5511811023622047,0.5365853658536586,0.5196850393700787,0.528,0.5571021142042284,132,122,140,114,508
RMU-LAT,4,3,ib_no_pca,LR,1524,508,508,,0.5905511811023622,0.5826771653543307,0.5984251968503937,0.592,0.5826771653543307,0.5873015873015873,0.5958056916113832,148,106,152,102,508
RMU-LAT,4,3,ib_no_pca,RF,1524,508,508,,0.5669291338582677,0.49606299212598426,0.6377952755905512,0.5779816513761468,0.49606299212598426,0.5338983050847458,0.6197842395684793,126,128,162,92,508
RMU-LAT,4,3,ib_no_pca,AdaBoost,1524,508,508,,0.531496062992126,0.5393700787401575,0.5236220472440944,0.5310077519379846,0.5393700787401575,0.53515625,0.5611476222952446,137,117,133,121,508
RMU-LAT,4,3,vote_ensemble,LR,1524,508,508,,0.5767716535433071,0.562992125984252,0.5905511811023622,0.5789473684210527,0.562992125984252,0.5708582834331337,,143,111,150,104,508
RMU-LAT,4,3,vote_ensemble,RF,1524,508,508,,0.5492125984251969,0.49606299212598426,0.6023622047244095,0.5550660792951542,0.49606299212598426,0.5239085239085239,,126,128,153,101,508
RMU-LAT,4,3,vote_ensemble,AdaBoost,1524,508,508,,0.5708661417322834,0.5669291338582677,0.5748031496062992,0.5714285714285714,0.5669291338582677,0.5691699604743083,,144,110,146,108,508
RMU-LAT,4,3,avg_ensemble,LR,1524,508,508,,0.59251968503937,0.5669291338582677,0.6181102362204725,0.5975103734439834,0.5669291338582677,0.5818181818181818,0.6251472502945006,144,110,157,97,508
RMU-LAT,4,3,avg_ensemble,RF,1524,508,508,,0.5570866141732284,0.547244094488189,0.5669291338582677,0.5582329317269076,0.547244094488189,0.5526838966202783,0.5866994233988467,139,115,144,110,508
RMU-LAT,4,3,avg_ensemble,AdaBoost,1524,508,508,,0.562992125984252,0.547244094488189,0.5787401574803149,0.5650406504065041,0.547244094488189,0.556,0.5668206336412673,139,115,147,107,508
RMU-LAT,4,4,per_layer,LR,1524,508,508,9,0.5905511811023622,0.6062992125984252,0.5748031496062992,0.5877862595419847,0.6062992125984252,0.5968992248062015,0.6254727509455019,154,100,146,108,508
RMU-LAT,4,4,per_layer,RF,1524,508,508,4,0.5118110236220472,0.484251968503937,0.5393700787401575,0.5125,0.484251968503937,0.4979757085020243,0.5576136152272304,123,131,137,117,508
RMU-LAT,4,4,per_layer,AdaBoost,1524,508,508,5,0.547244094488189,0.5590551181102362,0.5354330708661418,0.5461538461538461,0.5590551181102362,0.5525291828793775,0.5619071238142477,142,112,136,118,508
RMU-LAT,4,4,mid_band,LR,1524,508,508,,0.5708661417322834,0.5748031496062992,0.5669291338582677,0.5703125,0.5748031496062992,0.5725490196078431,0.6170562341124681,146,108,144,110,508
RMU-LAT,4,4,mid_band,RF,1524,508,508,,0.5452755905511811,0.515748031496063,0.5748031496062992,0.5481171548117155,0.515748031496063,0.5314401622718052,0.5632168764337528,131,123,146,108,508
RMU-LAT,4,4,mid_band,AdaBoost,1524,508,508,,0.4921259842519685,0.4881889763779528,0.49606299212598426,0.49206349206349204,0.4881889763779528,0.4901185770750988,0.5092845185690371,124,130,126,128,508
RMU-LAT,4,4,full_layer,LR,1524,508,508,,0.6023622047244095,0.6141732283464567,0.5905511811023622,0.6,0.6141732283464567,0.6070038910505836,0.6340597681195361,156,98,150,104,508
RMU-LAT,4,4,full_layer,RF,1524,508,508,,0.5295275590551181,0.4881889763779528,0.5708661417322834,0.5321888412017167,0.4881889763779528,0.5092402464065708,0.5584661169322339,124,130,145,109,508
RMU-LAT,4,4,full_layer,AdaBoost,1524,508,508,,0.5393700787401575,0.5078740157480315,0.5708661417322834,0.542016806722689,0.5078740157480315,0.524390243902439,0.5624651249302498,129,125,145,109,508
RMU-LAT,4,4,init_band,LR,1524,508,508,,0.5885826771653543,0.5748031496062992,0.6023622047244095,0.5910931174089069,0.5748031496062992,0.5828343313373253,0.6421352842705685,146,108,153,101,508
RMU-LAT,4,4,init_band,RF,1524,508,508,,0.5826771653543307,0.531496062992126,0.6338582677165354,0.5921052631578947,0.531496062992126,0.5601659751037344,0.5994559489118978,135,119,161,93,508
RMU-LAT,4,4,init_band,AdaBoost,1524,508,508,,0.5708661417322834,0.5551181102362205,0.5866141732283464,0.573170731707317,0.5551181102362205,0.564,0.568262136524273,141,113,149,105,508
RMU-LAT,4,4,init_band_emb,LR,1524,508,508,,0.5885826771653543,0.5748031496062992,0.6023622047244095,0.5910931174089069,0.5748031496062992,0.5828343313373253,0.6421662843325686,146,108,153,101,508
RMU-LAT,4,4,init_band_emb,RF,1524,508,508,,0.5767716535433071,0.5275590551181102,0.6259842519685039,0.5851528384279476,0.5275590551181102,0.5548654244306418,0.5948911897823796,134,120,159,95,508
RMU-LAT,4,4,init_band_emb,AdaBoost,1524,508,508,,0.5551181102362205,0.5551181102362205,0.5551181102362205,0.5551181102362205,0.5551181102362205,0.5551181102362205,0.5791741583483168,141,113,141,113,508
RMU-LAT,4,4,end_band,LR,1524,508,508,,0.5767716535433071,0.6023622047244095,0.5511811023622047,0.5730337078651685,0.6023622047244095,0.5873320537428023,0.6095542191084382,153,101,140,114,508
RMU-LAT,4,4,end_band,RF,1524,508,508,,0.5610236220472441,0.49606299212598426,0.6259842519685039,0.5701357466063348,0.49606299212598426,0.5305263157894737,0.600277450554901,126,128,159,95,508
RMU-LAT,4,4,end_band,AdaBoost,1524,508,508,,0.5255905511811023,0.5669291338582677,0.484251968503937,0.5236363636363637,0.5669291338582677,0.5444234404536862,0.5375565751131502,144,110,123,131,508
RMU-LAT,4,4,ib_no_pca,LR,1524,508,508,,0.5649606299212598,0.547244094488189,0.5826771653543307,0.5673469387755102,0.547244094488189,0.5571142284569138,0.5928141856283713,139,115,148,106,508
RMU-LAT,4,4,ib_no_pca,RF,1524,508,508,,0.5590551181102362,0.531496062992126,0.5866141732283464,0.5625,0.531496062992126,0.5465587044534413,0.5940541881083763,135,119,149,105,508
RMU-LAT,4,4,ib_no_pca,AdaBoost,1524,508,508,,0.5354330708661418,0.5669291338582677,0.5039370078740157,0.5333333333333333,0.5669291338582677,0.549618320610687,0.5471975943951888,144,110,128,126,508
RMU-LAT,4,4,vote_ensemble,LR,1524,508,508,,0.6003937007874016,0.6220472440944882,0.5787401574803149,0.5962264150943396,0.6220472440944882,0.6088631984585742,,158,96,147,107,508
RMU-LAT,4,4,vote_ensemble,RF,1524,508,508,,0.5610236220472441,0.531496062992126,0.5905511811023622,0.5648535564853556,0.531496062992126,0.5476673427991886,,135,119,150,104,508
RMU-LAT,4,4,vote_ensemble,AdaBoost,1524,508,508,,0.5708661417322834,0.5866141732283464,0.5551181102362205,0.5687022900763359,0.5866141732283464,0.5775193798449613,,149,105,141,113,508
RMU-LAT,4,4,avg_ensemble,LR,1524,508,508,,0.5964566929133859,0.6141732283464567,0.5787401574803149,0.5931558935361216,0.6141732283464567,0.6034816247582205,0.6444602889205778,156,98,147,107,508
RMU-LAT,4,4,avg_ensemble,RF,1524,508,508,,0.5511811023622047,0.5787401574803149,0.5236220472440944,0.5485074626865671,0.5787401574803149,0.5632183908045977,0.5751984003968008,147,107,133,121,508
RMU-LAT,4,4,avg_ensemble,AdaBoost,1524,508,508,,0.5570866141732284,0.5866141732283464,0.5275590551181102,0.5539033457249071,0.5866141732283464,0.5697896749521989,0.5694246388492776,149,105,134,120,508
RMU-LAT,5,0,per_layer,LR,1524,508,508,12,0.59251968503937,0.5826771653543307,0.6023622047244095,0.5943775100401606,0.5826771653543307,0.588469184890656,0.6087637175274352,148,106,153,101,508
RMU-LAT,5,0,per_layer,RF,1524,508,508,1,0.5866141732283464,0.5669291338582677,0.6062992125984252,0.5901639344262295,0.5669291338582677,0.5783132530120482,0.6195827391654783,144,110,154,100,508
RMU-LAT,5,0,per_layer,AdaBoost,1524,508,508,4,0.5413385826771654,0.5275590551181102,0.5551181102362205,0.5425101214574899,0.5275590551181102,0.5349301397205589,0.554265608531217,134,120,141,113,508
RMU-LAT,5,0,mid_band,LR,1524,508,508,,0.5748031496062992,0.5826771653543307,0.5669291338582677,0.5736434108527132,0.5826771653543307,0.578125,0.6113832227664455,148,106,144,110,508
RMU-LAT,5,0,mid_band,RF,1524,508,508,,0.5551181102362205,0.48031496062992124,0.6299212598425197,0.5648148148148148,0.48031496062992124,0.5191489361702127,0.5734158968317936,122,132,160,94,508
RMU-LAT,5,0,mid_band,AdaBoost,1524,508,508,,0.5590551181102362,0.5590551181102362,0.5590551181102362,0.5590551181102362,0.5590551181102362,0.5590551181102362,0.5563116126232253,142,112,142,112,508
RMU-LAT,5,0,full_layer,LR,1524,508,508,,0.6141732283464567,0.610236220472441,0.6181102362204725,0.6150793650793651,0.610236220472441,0.6126482213438735,0.6387252774505549,155,99,157,97,508
RMU-LAT,5,0,full_layer,RF,1524,508,508,,0.5374015748031497,0.47244094488188976,0.6023622047244095,0.5429864253393665,0.47244094488188976,0.5052631578947369,0.5728733957467913,120,134,153,101,508
RMU-LAT,5,0,full_layer,AdaBoost,1524,508,508,,0.5551181102362205,0.5551181102362205,0.5551181102362205,0.5551181102362205,0.5551181102362205,0.5551181102362205,0.5705406410812821,141,113,141,113,508
RMU-LAT,5,0,init_band,LR,1524,508,508,,0.6122047244094488,0.5669291338582677,0.65748031496063,0.6233766233766234,0.5669291338582677,0.5938144329896907,0.6301692603385207,144,110,167,87,508
RMU-LAT,5,0,init_band,RF,1524,508,508,,0.5728346456692913,0.5196850393700787,0.6259842519685039,0.5814977973568282,0.5196850393700787,0.5488565488565489,0.6100579701159403,132,122,159,95,508
RMU-LAT,5,0,init_band,AdaBoost,1524,508,508,,0.5452755905511811,0.547244094488189,0.5433070866141733,0.5450980392156862,0.547244094488189,0.5461689587426326,0.5628216256432512,139,115,138,116,508
RMU-LAT,5,0,init_band_emb,LR,1524,508,508,,0.6122047244094488,0.5669291338582677,0.65748031496063,0.6233766233766234,0.5669291338582677,0.5938144329896907,0.6301692603385207,144,110,167,87,508
RMU-LAT,5,0,init_band_emb,RF,1524,508,508,,0.5748031496062992,0.5275590551181102,0.6220472440944882,0.5826086956521739,0.5275590551181102,0.5537190082644629,0.6016259532519065,134,120,158,96,508
RMU-LAT,5,0,init_band_emb,AdaBoost,1524,508,508,,0.5551181102362205,0.5984251968503937,0.5118110236220472,0.5507246376811594,0.5984251968503937,0.5735849056603773,0.5635656271312542,152,102,130,124,508
RMU-LAT,5,0,end_band,LR,1524,508,508,,0.5905511811023622,0.6062992125984252,0.5748031496062992,0.5877862595419847,0.6062992125984252,0.5968992248062015,0.5933411866823733,154,100,146,108,508
RMU-LAT,5,0,end_band,RF,1524,508,508,,0.5413385826771654,0.5118110236220472,0.5708661417322834,0.5439330543933054,0.5118110236220472,0.5273833671399595,0.5738343976687954,130,124,145,109,508
RMU-LAT,5,0,end_band,AdaBoost,1524,508,508,,0.5511811023622047,0.594488188976378,0.5078740157480315,0.5471014492753623,0.594488188976378,0.569811320754717,0.5562651125302251,151,103,129,125,508
RMU-LAT,5,0,ib_no_pca,LR,1524,508,508,,0.5748031496062992,0.5866141732283464,0.562992125984252,0.573076923076923,0.5866141732283464,0.5797665369649806,0.6066867133734267,149,105,143,111,508
RMU-LAT,5,0,ib_no_pca,RF,1524,508,508,,0.5492125984251969,0.531496062992126,0.5669291338582677,0.5510204081632653,0.531496062992126,0.5410821643286573,0.5827934155868312,135,119,144,110,508
RMU-LAT,5,0,ib_no_pca,AdaBoost,1524,508,508,,0.5669291338582677,0.5551181102362205,0.5787401574803149,0.5685483870967742,0.5551181102362205,0.5617529880478087,0.5651776303552607,141,113,147,107,508
RMU-LAT,5,0,vote_ensemble,LR,1524,508,508,,0.5885826771653543,0.5787401574803149,0.5984251968503937,0.5903614457831325,0.5787401574803149,0.584493041749503,,147,107,152,102,508
RMU-LAT,5,0,vote_ensemble,RF,1524,508,508,,0.5708661417322834,0.5354330708661418,0.6062992125984252,0.576271186440678,0.5354330708661418,0.5551020408163265,,136,118,154,100,508
RMU-LAT,5,0,vote_ensemble,AdaBoost,1524,508,508,,0.5708661417322834,0.5708661417322834,0.5708661417322834,0.5708661417322834,0.5708661417322834,0.5708661417322834,,145,109,145,109,508
RMU-LAT,5,0,avg_ensemble,LR,1524,508,508,,0.5826771653543307,0.5708661417322834,0.594488188976378,0.5846774193548387,0.5708661417322834,0.5776892430278885,0.6237057474114949,145,109,151,103,508
RMU-LAT,5,0,avg_ensemble,RF,1524,508,508,,0.5452755905511811,0.5551181102362205,0.5354330708661418,0.5444015444015444,0.5551181102362205,0.5497076023391813,0.5846611693223387,141,113,136,118,508
RMU-LAT,5,0,avg_ensemble,AdaBoost,1524,508,508,,0.5688976377952756,0.5984251968503937,0.5393700787401575,0.5650557620817844,0.5984251968503937,0.5812619502868069,0.5816696633393267,152,102,137,117,508
RMU-LAT,5,1,per_layer,LR,1524,508,508,2,0.5708661417322834,0.562992125984252,0.5787401574803149,0.572,0.562992125984252,0.5674603174603174,0.5855601711203422,143,111,147,107,508
RMU-LAT,5,1,per_layer,RF,1524,508,508,2,0.5767716535433071,0.5708661417322834,0.5826771653543307,0.5776892430278885,0.5708661417322834,0.5742574257425742,0.6024009548019097,145,109,148,106,508
RMU-LAT,5,1,per_layer,AdaBoost,1524,508,508,8,0.562992125984252,0.5866141732283464,0.5393700787401575,0.5601503759398496,0.5866141732283464,0.573076923076923,0.5533976067952135,149,105,137,117,508
RMU-LAT,5,1,mid_band,LR,1524,508,508,,0.5885826771653543,0.5826771653543307,0.594488188976378,0.5896414342629482,0.5826771653543307,0.5861386138613861,0.6249457498914996,148,106,151,103,508
RMU-LAT,5,1,mid_band,RF,1524,508,508,,0.5334645669291339,0.44881889763779526,0.6181102362204725,0.5402843601895735,0.44881889763779526,0.49032258064516127,0.5723076446152893,114,140,157,97,508
RMU-LAT,5,1,mid_band,AdaBoost,1524,508,508,,0.5354330708661418,0.5236220472440944,0.547244094488189,0.5362903225806451,0.5236220472440944,0.5298804780876494,0.5604191208382416,133,121,139,115,508
RMU-LAT,5,1,full_layer,LR,1524,508,508,,0.610236220472441,0.6062992125984252,0.6141732283464567,0.6111111111111112,0.6062992125984252,0.6086956521739131,0.6614638229276458,154,100,156,98,508
RMU-LAT,5,1,full_layer,RF,1524,508,508,,0.5649606299212598,0.484251968503937,0.6456692913385826,0.5774647887323944,0.484251968503937,0.5267665952890792,0.578499906999814,123,131,164,90,508
RMU-LAT,5,1,full_layer,AdaBoost,1524,508,508,,0.5570866141732284,0.5669291338582677,0.547244094488189,0.555984555984556,0.5669291338582677,0.5614035087719298,0.5783216566433131,144,110,139,115,508
RMU-LAT,5,1,init_band,LR,1524,508,508,,0.594488188976378,0.5866141732283464,0.6023622047244095,0.596,0.5866141732283464,0.5912698412698413,0.6461497922995847,149,105,153,101,508
RMU-LAT,5,1,init_band,RF,1524,508,508,,0.5570866141732284,0.5236220472440944,0.5905511811023622,0.5611814345991561,0.5236220472440944,0.5417515274949084,0.5960614421228844,133,121,150,104,508
RMU-LAT,5,1,init_band,AdaBoost,1524,508,508,,0.5275590551181102,0.5039370078740157,0.5511811023622047,0.5289256198347108,0.5039370078740157,0.5161290322580645,0.555528861057722,128,126,140,114,508
RMU-LAT,5,1,init_band_emb,LR,1524,508,508,,0.594488188976378,0.5866141732283464,0.6023622047244095,0.596,0.5866141732283464,0.5912698412698413,0.6461807923615848,149,105,153,101,508
RMU-LAT,5,1,init_band_emb,RF,1524,508,508,,0.5649606299212598,0.5236220472440944,0.6062992125984252,0.5708154506437768,0.5236220472440944,0.5462012320328542,0.5959606919213838,133,121,154,100,508
RMU-LAT,5,1,init_band_emb,AdaBoost,1524,508,508,,0.5492125984251969,0.5590551181102362,0.5393700787401575,0.5482625482625483,0.5590551181102362,0.5536062378167641,0.5816619133238267,142,112,137,117,508
