model,probe_type,clf,n_folds_complete,mean_n_test,mean_best_layer,std_best_layer,mean_accuracy,std_accuracy,mean_true_accuracy,std_true_accuracy,mean_false_accuracy,std_false_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_auc,std_auc
RR,vote_ensemble,LR,5,508.0,,,0.60748031496063,0.010386540124624328,0.610236220472441,0.014730934593598198,0.6047244094488189,0.016628907151136123,0.6069781986336624,0.010933664272212837,0.610236220472441,0.014730934593598198,0.6085193641927997,0.010858205260576263,,
RR,vote_ensemble,RF,5,508.0,,,0.5531496062992126,0.011876459156691598,0.5307086614173228,0.026979278266160343,0.5755905511811024,0.03240805610591604,0.5559785118697824,0.012908712940587489,0.5307086614173228,0.026979278266160343,0.5426120291469805,0.01549030127926821,,
RR,vote_ensemble,AdaBoost,5,508.0,,,0.5673228346456692,0.011902532643961376,0.5606299212598425,0.024089855969729713,0.574015748031496,0.026748484647973275,0.5684419542358458,0.013055058640873451,0.5606299212598425,0.024089855969729713,0.5642193104734309,0.014633264071257746,,
RR,avg_ensemble,LR,5,508.0,,,0.6035433070866142,0.013443599274774714,0.6062992125984252,0.017070459361164414,0.6007874015748031,0.019542793143292686,0.6030829526014722,0.01387822603923663,0.6062992125984252,0.017070459361164414,0.6045927226327522,0.013681646157562725,0.6460908921817844,0.006671083694067407
RR,avg_ensemble,RF,5,508.0,,,0.5625984251968503,0.01109370299496484,0.5748031496062993,0.021707163389118447,0.5503937007874016,0.01919064190071487,0.5611256372729201,0.010620638851294825,0.5748031496062993,0.021707163389118447,0.5677204460916556,0.01402658787442068,0.5799119598239197,0.005735921291566073
RR,avg_ensemble,AdaBoost,5,508.0,,,0.5614173228346456,0.006516907620963314,0.5818897637795276,0.030230478457405452,0.5409448818897638,0.03115962037387303,0.5592296111388118,0.007153108932336211,0.5818897637795276,0.030230478457405452,0.5698524064175163,0.013862346743341237,0.5647932295864593,0.010794430805673813
TAR,per_layer,LR,5,508.0,13.6,5.678027826631356,0.5728346456692913,0.014195083761669223,0.5771653543307087,0.035266449884344415,0.568503937007874,0.03622047244094486,0.572602348657427,0.015555833533967386,0.5771653543307087,0.035266449884344415,0.5742322372579458,0.019487527692261412,0.6012663525327051,0.014671956003011662
TAR,per_layer,RF,5,508.0,15.6,11.976643937263894,0.544488188976378,0.02051781767054391,0.5275590551181102,0.027838849653013694,0.5614173228346456,0.017536265709700828,0.5458090570275369,0.0209889026595515,0.5275590551181102,0.027838849653013694,0.5364623183906458,0.024207847141748638,0.5663013826027653,0.016465812863806304
TAR,per_layer,AdaBoost,5,508.0,8.8,6.013318551349164,0.5586614173228346,0.007613810868430584,0.5645669291338582,0.01644142757308745,0.552755905511811,0.02983826034881328,0.5584122764026063,0.010172492265689613,0.5645669291338582,0.01644142757308745,0.5611773491458674,0.0047559281836406985,0.5691363382726766,0.012766748423886537
TAR,mid_band,LR,5,508.0,,,0.6098425196850394,0.01130133865701362,0.6125984251968504,0.016059903979819767,0.6070866141732283,0.011518691998683321,0.6092076117918068,0.010615973487253691,0.6125984251968504,0.016059903979819767,0.6108574265976188,0.012643991400654883,0.6564480128960257,0.013731056056503715
TAR,mid_band,RF,5,508.0,,,0.5507874015748031,0.012781640221061374,0.521259842519685,0.018732877564362708,0.5803149606299213,0.016628907151136133,0.5539748398824716,0.013689304500814408,0.521259842519685,0.018732877564362708,0.5370280902038497,0.014988246326772986,0.5766492032984065,0.019200609456138065
TAR,mid_band,AdaBoost,5,508.0,,,0.562992125984252,0.02216643820513267,0.5559055118110237,0.05189687260876877,0.5700787401574803,0.00911483220692142,0.5627402505813581,0.019543190478044155,0.5559055118110237,0.05189687260876877,0.5587900309617402,0.03617794541264427,0.5879115258230516,0.02595942794881852
TAR,full_layer,LR,5,508.0,,,0.6137795275590552,0.01629940279093261,0.611023622047244,0.017500874622750257,0.6165354330708661,0.017712160439688145,0.6144341252581483,0.016324056596929263,0.611023622047244,0.017500874622750257,0.6126966601521125,0.016430674896401744,0.6550375100750202,0.014830264421313981
TAR,full_layer,RF,5,508.0,,,0.5598425196850394,0.02994715000903405,0.5094488188976378,0.034645669291338575,0.610236220472441,0.030189432303434353,0.5664320249733299,0.03231707488047672,0.5094488188976378,0.034645669291338575,0.5363231187580227,0.03293053479107275,0.5818913137826275,0.024827808473420053
TAR,full_layer,AdaBoost,5,508.0,,,0.552755905511811,0.02425017888887324,0.5606299212598426,0.049899148087416884,0.5448818897637795,0.015865702109929047,0.5510264512417017,0.021134896833096023,0.5606299212598426,0.049899148087416884,0.5553645468013506,0.03458808593954032,0.5708707917415834,0.02356921411490407
TAR,init_band,LR,5,508.0,,,0.5988188976377953,0.012536758526055646,0.5921259842519685,0.026771653543307083,0.6055118110236221,0.020289919254685235,0.6001815009450086,0.011746055002476849,0.5921259842519685,0.026771653543307083,0.5958744826352262,0.016675290973375532,0.6351323702647405,0.013781378720753561
TAR,init_band,RF,5,508.0,,,0.5503937007874016,0.016777382482411445,0.4755905511811024,0.02686412930587714,0.6251968503937008,0.02854262828408168,0.5595137638520826,0.020260885002295247,0.4755905511811024,0.02686412930587714,0.513789881342231,0.020868595413091783,0.5730376960753921,0.024949258099078473
TAR,init_band,AdaBoost,5,508.0,,,0.547244094488189,0.012134673234190875,0.5440944881889763,0.019826265058290018,0.5503937007874016,0.04071711330345795,0.5483423070944673,0.014886732035505282,0.5440944881889763,0.019826265058290018,0.5457362438316962,0.006290154378708286,0.5709823919647838,0.013958484048467768
TAR,init_band_emb,LR,5,508.0,,,0.5988188976377953,0.012536758526055646,0.5921259842519685,0.026771653543307083,0.6055118110236221,0.020289919254685235,0.6001815009450086,0.011746055002476849,0.5921259842519685,0.026771653543307083,0.5958744826352262,0.016675290973375532,0.6351292702585405,0.013796055081934886
TAR,init_band_emb,RF,5,508.0,,,0.5515748031496063,0.018356760987204367,0.4740157480314961,0.027116811586964665,0.6291338582677165,0.02810483196468465,0.5612410253550116,0.0220032569373663,0.4740157480314961,0.027116811586964665,0.5136458924768735,0.022197562030885735,0.5713295926591855,0.020527276553640623
TAR,init_band_emb,AdaBoost,5,508.0,,,0.5610236220472441,0.024364958183883147,0.5566929133858267,0.016059903979819767,0.5653543307086615,0.04050337369956437,0.562309796882913,0.02541754715504311,0.5566929133858267,0.016059903979819767,0.5592976940716945,0.018822535485208063,0.5729617459234918,0.023306535732306052
TAR,end_band,LR,5,508.0,,,0.5972440944881889,0.019982011874723652,0.5992125984251968,0.037465755128725436,0.5952755905511811,0.02697927826616034,0.5968055852727175,0.018346713699997217,0.5992125984251968,0.037465755128725436,0.5976026136543762,0.024915033240603002,0.6356004712009424,0.015001152618962978
TAR,end_band,RF,5,508.0,,,0.555511811023622,0.012536758526055613,0.5078740157480315,0.02727639067037603,0.6031496062992125,0.0260438352890413,0.5615026225704686,0.014910411739806553,0.5078740157480315,0.02727639067037603,0.5329743598785062,0.018152451394484334,0.5713233926467853,0.017325171004062296
TAR,end_band,AdaBoost,5,508.0,,,0.5523622047244093,0.022841432605291794,0.5417322834645668,0.025828692073790124,0.5629921259842519,0.03386742231119145,0.553834390218767,0.023266468160489284,0.5417322834645668,0.025828692073790124,0.5474917510656325,0.02218334372147057,0.5795430590861181,0.02045210653619758
TAR,ib_no_pca,LR,5,508.0,,,0.5649606299212598,0.01369490325269768,0.5763779527559055,0.027570301417341094,0.5535433070866141,0.030658145407766596,0.5637569977417276,0.014287535240552922,0.5763779527559055,0.027570301417341094,0.5696361110357578,0.016376155061235326,0.5873240746481493,0.013082325142276474
TAR,ib_no_pca,RF,5,508.0,,,0.5637795275590551,0.02419258503265699,0.5377952755905511,0.031945610669450064,0.5897637795275591,0.022465106484546627,0.5670372058904045,0.024951086704440566,0.5377952755905511,0.031945610669450064,0.551921762639892,0.027947046376685238,0.5954739909479818,0.016642003972150626
TAR,ib_no_pca,AdaBoost,5,508.0,,,0.5496062992125983,0.017313884588422063,0.5196850393700787,0.015748031496063016,0.5795275590551181,0.026515682268476736,0.5530584660916853,0.01909604833101602,0.5196850393700787,0.015748031496063016,0.5357478335689922,0.015700410938935015,0.5677754355508711,0.019810507942966318
TAR,vote_ensemble,LR,5,508.0,,,0.5972440944881889,0.01923098384538555,0.6023622047244095,0.02426934646838181,0.5921259842519685,0.015469986381408283,0.5961032524186637,0.01825912228403634,0.6023622047244095,0.02426934646838181,0.5991905101070982,0.02107890857239102,,
TAR,vote_ensemble,RF,5,508.0,,,0.5740157480314961,0.022499578050755187,0.5275590551181102,0.02849915129268324,0.620472440944882,0.03115962037387305,0.5818445342767553,0.02543547985964009,0.5275590551181102,0.02849915129268324,0.5531168854125184,0.024559831510212224,,
TAR,vote_ensemble,AdaBoost,5,508.0,,,0.5811023622047243,0.010953092711215421,0.5787401574803149,0.028390167523338488,0.5834645669291338,0.010083660216429707,0.5812503201408419,0.008154558390773491,0.5787401574803149,0.028390167523338488,0.5797955851915404,0.01787495319385448,,
TAR,avg_ensemble,LR,5,508.0,,,0.5940944881889764,0.017043197497569596,0.594488188976378,0.025392937789916695,0.5937007874015748,0.013269527201852552,0.5938255782457132,0.015981755743725824,0.594488188976378,0.025392937789916695,0.5940863605106139,0.020292631663603032,0.6307055614111229,0.012832002267786215
TAR,avg_ensemble,RF,5,508.0,,,0.5771653543307087,0.01586570210992904,0.578740157480315,0.0277272706482819,0.5755905511811024,0.01582657578129274,0.5767462340954963,0.014790001819133041,0.578740157480315,0.0277272706482819,0.5775931225825846,0.02013835049288339,0.6078120156240312,0.014259336393180578
TAR,avg_ensemble,AdaBoost,5,508.0,,,0.5870078740157479,0.011301338657013665,0.5913385826771653,0.02089212466365608,0.5826771653543307,0.008258337387166532,0.5861234559812721,0.009881052549405219,0.5913385826771653,0.02089212466365608,0.5886472775793768,0.01487294840650322,0.6195734391468782,0.017817320625907407
PB&J,per_layer,LR,5,508.0,12.6,8.8,0.5492125984251969,0.017429876867069802,0.5566929133858268,0.034013560734575086,0.5417322834645668,0.01586570210992906,0.5481224489720148,0.01599202969714875,0.5566929133858268,0.034013560734575086,0.5521589974099718,0.02405550617259239,0.5768212536425074,0.022180266853556646
PB&J,per_layer,RF,5,508.0,6.8,9.15204895091804,0.562992125984252,0.018591683390736337,0.5456692913385827,0.03491306972818167,0.5803149606299213,0.03242718154641574,0.5653755999897407,0.02013677713383372,0.5456692913385827,0.03491306972818167,0.5548780317342888,0.024059940571971628,0.5898087296174592,0.01574026156175128
PB&J,per_layer,AdaBoost,5,508.0,9.0,10.019980039900279,0.5468503937007874,0.0332997329980953,0.552755905511811,0.04019605989952824,0.5409448818897638,0.029314189714939022,0.5459461364990025,0.03242562308812108,0.552755905511811,0.04019605989952824,0.5492636346713247,0.03600884215626429,0.5532038564077129,0.029567677288496394
PB&J,mid_band,LR,5,508.0,,,0.5720472440944881,0.01654480424366197,0.5645669291338583,0.03383078906919817,0.5795275590551181,0.016213590773207876,0.5728349698451197,0.01458843547404644,0.5645669291338583,0.03383078906919817,0.5684162117985808,0.02309388951007839,0.6013795027590055,0.015420418645947821
PB&J,mid_band,RF,5,508.0,,,0.547244094488189,0.009233101889416184,0.515748031496063,0.02068334730167511,0.5787401574803149,0.005567769930602726,0.5502282361876659,0.00873525115703666,0.515748031496063,0.02068334730167511,0.5323433953201585,0.014914646352441491,0.5614250728501456,0.014384271288049862
PB&J,mid_band,AdaBoost,5,508.0,,,0.54251968503937,0.013269527201852545,0.5220472440944881,0.023437600104153095,0.5629921259842521,0.03573797076507156,0.5448939423620445,0.015539114534913545,0.5220472440944881,0.023437600104153095,0.53279259661662,0.01298452246311366,0.5523916547833095,0.009653176649160858
PB&J,full_layer,LR,5,508.0,,,0.594488188976378,0.012817968973306884,0.5779527559055119,0.01602125192864239,0.611023622047244,0.032023148673484644,0.5983307691865181,0.016505608921816527,0.5779527559055119,0.01602125192864239,0.5876648882047585,0.009428212828934154,0.6308512617025234,0.015907729464710404
PB&J,full_layer,RF,5,508.0,,,0.5507874015748031,0.0184410053994179,0.48267716535433064,0.03280734906456637,0.6188976377952755,0.01439028888385593,0.5583013824996969,0.01982228719538849,0.48267716535433064,0.03280734906456637,0.5175374990445863,0.02674213334350393,0.575246450492901,0.012494417603524386
PB&J,full_layer,AdaBoost,5,508.0,,,0.547244094488189,0.011273874852973487,0.537007874015748,0.036134783954594525,0.5574803149606299,0.04302701131437559,0.5488194151440474,0.013470035045351937,0.537007874015748,0.036134783954594525,0.5420162476403865,0.017896786269442105,0.5616141732283464,0.010924068869960786
PB&J,init_band,LR,5,508.0,,,0.5870078740157479,0.011639169684326394,0.573228346456693,0.016997663893640085,0.6007874015748031,0.0240898559697297,0.589740799541809,0.013312141847853802,0.573228346456693,0.016997663893640085,0.5811823990977336,0.01140887582285634,0.618231136462273,0.014057351979508413
PB&J,init_band,RF,5,508.0,,,0.5551181102362205,0.017115799306522926,0.5055118110236221,0.026421986985137817,0.6047244094488189,0.015268283015484517,0.5609375595078708,0.01827312033217636,0.5055118110236221,0.026421986985137817,0.5316736598885845,0.02233948482542498,0.5826415152830305,0.0163526286433645
PB&J,init_band,AdaBoost,5,508.0,,,0.5531496062992126,0.022513351898418566,0.5165354330708662,0.020593223355310303,0.5897637795275591,0.03688201079883579,0.5580033132970853,0.02611869291592804,0.5165354330708662,0.020593223355310303,0.5362259769746782,0.020257446758333495,0.5750651001302003,0.03092689354788407
PB&J,init_band_emb,LR,5,508.0,,,0.5870078740157479,0.011639169684326394,0.573228346456693,0.016997663893640085,0.6007874015748031,0.0240898559697297,0.589740799541809,0.013312141847853802,0.573228346456693,0.016997663893640085,0.5811823990977336,0.01140887582285634,0.6182311364622729,0.014046395945016157
PB&J,init_band_emb,RF,5,508.0,,,0.5496062992125984,0.019101589717650712,0.49763779527559054,0.02642198698513783,0.6015748031496063,0.015022664589243262,0.5550877163726466,0.020684980104294513,0.49763779527559054,0.02642198698513783,0.5247331270349405,0.023654560986730227,0.5795926591853184,0.020762346199872363
PB&J,init_band_emb,AdaBoost,5,508.0,,,0.5460629921259843,0.025654070169519528,0.5102362204724409,0.022215332251442343,0.5818897637795275,0.03603168878314187,0.550158366344002,0.029440221845774783,0.5102362204724409,0.022215332251442343,0.5292954811270879,0.02398178507282732,0.563739227478455,0.03708135545044419
PB&J,end_band,LR,5,508.0,,,0.5645669291338583,0.01814443877449278,0.5818897637795276,0.04837235449892181,0.547244094488189,0.01707045936116441,0.5617115835851983,0.013736832737384668,0.5818897637795276,0.04837235449892181,0.5710984473516009,0.02960634874276477,0.5914377828755658,0.02051228072772409
PB&J,end_band,RF,5,508.0,,,0.5279527559055117,0.014804406044852907,0.49685039370078743,0.03868698739067165,0.5590551181102362,0.029250670269301914,0.5296087589813079,0.014824968956865907,0.49685039370078743,0.03868698739067165,0.5121458756530727,0.02473794365152574,0.552247504495009,0.020943103417176926
PB&J,end_band,AdaBoost,5,508.0,,,0.5350393700787401,0.016441427573087496,0.5259842519685038,0.03731652160967806,0.5440944881889763,0.028651032123874414,0.5354672539052019,0.016368689091355595,0.5259842519685038,0.03731652160967806,0.530224630927888,0.02521021339329563,0.5473076446152894,0.015839538785834373
PB&J,ib_no_pca,LR,5,508.0,,,0.5692913385826771,0.014052415982342296,0.5700787401574803,0.008407148229945899,0.568503937007874,0.02952493426653967,0.5696529914111166,0.01578272983280885,0.5700787401574803,0.008407148229945899,0.5697118327108784,0.008564866205835447,0.5962396924793849,0.009131736415058548
PB&J,ib_no_pca,RF,5,508.0,,,0.5653543307086614,0.014162287991027494,0.5496062992125983,0.023171557432381362,0.5811023622047244,0.0234376001041531,0.5675984779641947,0.015365317506021993,0.5496062992125983,0.023171557432381362,0.5582503653301256,0.01650452854097441,0.596510943021886,0.011971344359626854
PB&J,ib_no_pca,AdaBoost,5,508.0,,,0.55,0.00961146111475093,0.5582677165354331,0.009771396571646326,0.5417322834645669,0.013997156562701717,0.5492461831751834,0.009767352097055999,0.5582677165354331,0.009771396571646326,0.5536914842233345,0.00889799834333096,0.5695362390724782,0.013833582374469695
PB&J,vote_ensemble,LR,5,508.0,,,0.5716535433070866,0.018238165073858975,0.5614173228346457,0.027905582908140724,0.5818897637795275,0.01819562206030134,0.5729933911783974,0.0178087330343455,0.5614173228346457,0.027905582908140724,0.5670131764446565,0.021819686824679958,,
PB&J,vote_ensemble,RF,5,508.0,,,0.5511811023622047,0.01499167934225176,0.4984251968503937,0.015469986381408255,0.6039370078740157,0.02434586587990599,0.5575046411989752,0.017810108749371646,0.4984251968503937,0.015469986381408255,0.5261827288854116,0.014305182589284014,,
PB&J,vote_ensemble,AdaBoost,5,508.0,,,0.5511811023622047,0.015399690720951147,0.5480314960629922,0.027660107197244578,0.5543307086614173,0.020593223355310275,0.5514269019419735,0.0152420482701302,0.5480314960629922,0.027660107197244578,0.5495221885678825,0.019458781217543603,,
PB&J,avg_ensemble,LR,5,508.0,,,0.5716535433070866,0.016777382482411403,0.5653543307086615,0.027230892072111143,0.5779527559055118,0.01802444589332222,0.5724345535508808,0.016264674927701454,0.5653543307086615,0.027230892072111143,0.568724490165847,0.02050554069094995,0.6075237150474301,0.01808914846442087
PB&J,avg_ensemble,RF,5,508.0,,,0.5523622047244094,0.011850328301805027,0.5220472440944881,0.0073020618074769485,0.5826771653543307,0.023225009769689175,0.5560649115309115,0.01426408176307243,0.5220472440944881,0.0073020618074769485,0.538421738242133,0.00817690908544145,0.5757920515841033,0.015908419344806413
PB&J,avg_ensemble,AdaBoost,5,508.0,,,0.5437007874015748,0.01930338688524609,0.5496062992125984,0.04222704780406903,0.5377952755905511,0.015268283015484515,0.5424926400823827,0.018513760750473573,0.5496062992125984,0.04222704780406903,0.5456922484655473,0.029965664090412972,0.5651342302684605,0.013641959010766657
