model,clf,layer,mean_accuracy,std_accuracy,mean_true_accuracy,std_true_accuracy,mean_false_accuracy,std_false_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_auc,std_auc
ELM,LR,30,0.5696850393700787,0.010967234863924483,0.5708661417322834,0.023752918313383237,0.5685039370078739,0.01443330927545144,0.5694119745619886,0.010022498990977624,0.5708661417322834,0.023752918313383237,0.569987502955245,0.01579860941576592,0.5904178808357617,0.009095677049292865
ELM,LR,31,0.5586614173228346,0.018187101515671024,0.552755905511811,0.022630091123149464,0.5645669291338582,0.030148330266262447,0.5596519117590812,0.01898952859405399,0.552755905511811,0.022630091123149464,0.5559683598836868,0.01789335040080678,0.5903434806869613,0.014050918225241429
ELM,LR,32,0.5594488188976378,0.013140408872660318,0.5472440944881889,0.022821065742030626,0.5716535433070866,0.032693762979569586,0.561393981300306,0.015335569714517607,0.5472440944881889,0.022821065742030626,0.5538611075117613,0.013434394892634887,0.5870791741583483,0.013718811162865623
ELM,RF,1,0.5665354330708661,0.01775586186421994,0.5480314960629922,0.015629474993133205,0.5850393700787402,0.03096000512021653,0.5695571074560369,0.019507150256993098,0.5480314960629922,0.015629474993133205,0.5584156436795571,0.014706893448393604,0.6005316510633022,0.01818097304119887
ELM,RF,2,0.5677165354330709,0.013785150708670525,0.5614173228346457,0.02779427180271307,0.574015748031496,0.006773484462238277,0.568265569371784,0.01235764284973457,0.5614173228346457,0.02779427180271307,0.5646948231081133,0.019970221240750013,0.5979384958769919,0.015175573200909663
ELM,RF,3,0.5574803149606299,0.007302061807476919,0.5385826771653542,0.014390288883855983,0.5763779527559054,0.006396880633571612,0.5596681066842535,0.0068543344374970274,0.5385826771653542,0.014390288883855983,0.5488808305494992,0.010386913435878265,0.5940200880401763,0.0016069473526251945
ELM,RF,4,0.5598425196850394,0.02768811176774368,0.5307086614173229,0.027994313125403448,0.5889763779527559,0.03870301016517953,0.5640761201765985,0.030655212023197806,0.5307086614173229,0.027994313125403448,0.5466466912819541,0.026865975249975683,0.5915462830925662,0.022966581980530774
ELM,RF,5,0.5673228346456692,0.022354440262328166,0.5251968503937008,0.02688719854954942,0.6094488188976378,0.02810483196468463,0.5736204703924961,0.024570293823605743,0.5251968503937008,0.02688719854954942,0.5481799219849963,0.024432496990614044,0.5968736437472876,0.02547488656671091
ELM,RF,6,0.5625984251968503,0.008838560756158902,0.5291338582677165,0.025466081305190912,0.5960629921259842,0.035789978511381125,0.5677567611245472,0.013017198216244766,0.5291338582677165,0.025466081305190912,0.5471960588565111,0.01094244940131394,0.5907139314278629,0.008807923131631536
ELM,RF,7,0.5570866141732284,0.01888122646973512,0.5307086614173229,0.02028991925468524,0.5834645669291338,0.04094488188976379,0.5611370574097763,0.021454518185320546,0.5307086614173229,0.02028991925468524,0.5450799926549331,0.014968256847696563,0.5831747163494327,0.025511316583361386
ELM,RF,8,0.5688976377952756,0.014085467574801842,0.5307086614173228,0.027093937848953163,0.6070866141732283,0.02028991925468524,0.5745277601133205,0.014409085596154558,0.5307086614173228,0.027093937848953163,0.5515122711427012,0.01931626403409186,0.5854175708351417,0.011410547188536948
ELM,RF,9,0.5598425196850393,0.020404186645432976,0.5354330708661417,0.03599725811232271,0.584251968503937,0.026421986985137827,0.5627341265316931,0.02117459655101978,0.5354330708661417,0.03599725811232271,0.548393920678078,0.02680868722979646,0.58250356500713,0.012042096283984383
