model,delta_balanced_accuracy_vs_A_mean,delta_balanced_accuracy_vs_A_standard_deviation,delta_balanced_accuracy_vs_A_ci95_low,delta_balanced_accuracy_vs_A_ci95_high,delta_macro_f1_vs_A_mean,delta_macro_f1_vs_A_standard_deviation,delta_macro_f1_vs_A_ci95_low,delta_macro_f1_vs_A_ci95_high,delta_roc_auc_vs_A_mean,delta_roc_auc_vs_A_standard_deviation,delta_roc_auc_vs_A_ci95_low,delta_roc_auc_vs_A_ci95_high,delta_log_loss_vs_A_mean,delta_log_loss_vs_A_standard_deviation,delta_log_loss_vs_A_ci95_low,delta_log_loss_vs_A_ci95_high,delta_brier_score_vs_A_mean,delta_brier_score_vs_A_standard_deviation,delta_brier_score_vs_A_ci95_low,delta_brier_score_vs_A_ci95_high
Model A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Model B,-0.01200670141474312,0.02484525376229715,-0.051582278481012586,0.035336001489203184,-0.012201023744893772,0.022648014885341596,-0.04977478688530673,0.03199386288057135,-0.010894452717795992,0.018145983626266102,-0.047272896500372336,0.01488039836187639,0.0043641657132597435,0.006909412020312354,-0.003521890964986782,0.020619841381653098,0.0019340642372052894,0.003275247685662562,-0.0017691462714443968,0.009715698698112663
Model C,-0.0121788905435592,0.020178500920037246,-0.04704253536857784,0.023178052866716266,-0.01319632584477202,0.022022918345175464,-0.05098227266340435,0.022215661743765713,-0.01804030156366344,0.016222991714075298,-0.05020360201042439,0.002013914743112339,0.00590296711314669,0.005268833909264001,0.0006854222278022293,0.01706721558978747,0.0028000157250924864,0.002541215537934194,0.0002773337758390601,0.008175140524399374
Model D,-0.004625837676842904,0.01324586997104736,-0.031073157110945607,0.018021686522710294,-0.0038801511896134093,0.012222064582876037,-0.025053985805789016,0.01906978483979642,-0.008774664929262845,0.008040095746798035,-0.024674236783320876,0.003141288160833937,0.003163401109620839,0.003139317250358512,-0.0003991383732523917,0.009724369724651757,0.0014195917411800804,0.0014104557499299874,-0.0002522246504928355,0.004314843963876929
Model E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00044210722263589574,0.0009148796516228046,-0.0027108153387937345,0.0,1.97410561464495e-05,2.358646853494395e-05,-3.316777674949034e-05,5.414659964046441e-05,9.337588775988615e-06,1.0999103629593694e-05,-1.5364293948652573e-05,2.5080939888284108e-05
Model F,-0.03152457185405811,0.022868506932207468,-0.07474171630677584,0.008786299329858374,-0.03014104333699689,0.018526540955493727,-0.06516175293876621,0.004452270103273745,-0.03407483246463141,0.022713088248490963,-0.08050190804169766,-0.0026189035740878746,0.015345098717868095,0.011278535700703111,0.0040625477276474194,0.03937762520717995,0.006843506690766356,0.005162311581027632,0.0016426571583054328,0.01790413315551009
Model G,-0.028411206254653775,0.02683719065914736,-0.07016008935219654,0.016918745346239758,-0.03109379381232951,0.023933462013014953,-0.07672034754147197,0.0077302040914673555,-0.04066223008190619,0.024625777372533998,-0.089865273641102,-0.0057113272524200445,0.03072662387456489,0.013702455510144223,0.013104079335347112,0.05892495267317095,0.01305715333480455,0.006012580787548658,0.004885804199885368,0.02509753053693426
