method,contrast,feature_mode,direction,question_set,quintile,n_questions,positive_rate,suppressed_rate,forgotten_rate,retained_rate,mean_projection_score,projection_score_min,projection_score_max
TAR,suppressed_vs_rest,correct_only,mean_difference,Qstar,1,141,0.1914893617021276,0.1914893617021276,0.0496453900709219,0.6595744680851063,-0.7822087633304287,-2.0158651648466,-0.4099302648004425
TAR,suppressed_vs_rest,correct_only,mean_difference,Qstar,2,140,0.2214285714285714,0.2214285714285714,0.0714285714285714,0.6428571428571429,-0.2489627143730225,-0.4078460863499226,-0.132438419385339
TAR,suppressed_vs_rest,correct_only,mean_difference,Qstar,3,140,0.2428571428571428,0.2428571428571428,0.1214285714285714,0.5642857142857143,-0.0045193654937315,-0.1318570637845312,0.1204059137106984
TAR,suppressed_vs_rest,correct_only,mean_difference,Qstar,4,140,0.35,0.35,0.05,0.5428571428571428,0.2881465544330988,0.1216360758605944,0.4607881207003529
TAR,suppressed_vs_rest,correct_only,mean_difference,Qstar,5,140,0.35,0.35,0.0928571428571428,0.5,0.7531314942164442,0.4649901815469331,1.8626454180430343
TAR,forgotten_vs_retained,correct_only,mean_difference,Qstar,1,93,0.075268817204301,0.0,0.075268817204301,0.9247311827956988,-0.8233090210148828,-1.4510598669454138,-0.537239127619107
TAR,forgotten_vs_retained,correct_only,mean_difference,Qstar,2,92,0.1413043478260869,0.0,0.1413043478260869,0.8586956521739131,-0.3364395608220808,-0.537100004398285,-0.1652572353521438
TAR,forgotten_vs_retained,correct_only,mean_difference,Qstar,3,92,0.1304347826086956,0.0,0.1304347826086956,0.8695652173913043,0.001024766027307,-0.1650960933352107,0.1598363599657054
TAR,forgotten_vs_retained,correct_only,mean_difference,Qstar,4,92,0.1304347826086956,0.0,0.1304347826086956,0.8695652173913043,0.2907054904850492,0.1626799759243164,0.4482530738734279
TAR,forgotten_vs_retained,correct_only,mean_difference,Qstar,5,93,0.1075268817204301,0.0,0.1075268817204301,0.8924731182795699,0.867537580116976,0.46203104331095,2.101863930685963
