method,contrast,feature_mode,direction,question_set,layer_selection_mode,selected_layer_or_mean,n_positive,n_negative,auc_mean,auc_ci95_low,auc_ci95_high,balanced_accuracy_mean,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,average_precision_mean,average_precision_ci95_low,average_precision_ci95_high,log_loss_mean,brier_score_mean
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,17.0,36,408,0.6970213779956427,0.6875476579520697,0.7047130310457517,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,18.0,36,408,0.6808210784313726,0.667681100217865,0.6907135076252723,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,19.0,36,408,0.6808210784313724,0.668196827342048,0.6905007489106754,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,20.0,36,408,0.681651688453159,0.6682887391067538,0.6918283632897604,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,21.0,36,408,0.6824822984749456,0.6680555555555555,0.6940036083877995,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,22.0,36,408,0.6860634531590415,0.6717779820261438,0.696776279956427,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,23.0,36,408,0.6858489923747279,0.6711482162309368,0.6969549972766884,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,24.0,36,408,0.6869008714596949,0.6724485974945533,0.6983847358387799,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,25.0,36,408,0.6871561819172113,0.6726154003267973,0.6997089460784314,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,26.0,36,408,0.687833605664488,0.6731804874727668,0.6998161764705881,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,27.0,36,408,0.6897671568627451,0.6746391612200435,0.7021803513071896,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,28.0,36,408,0.6894335511982572,0.6748757489106754,0.702093545751634,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,29.0,36,408,0.6894029139433551,0.674385552832244,0.7012850626361655,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,30.0,36,408,0.6891135620915032,0.6734885620915032,0.7018773828976035,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,31.0,36,408,0.6888514433551197,0.672230732570806,0.7017939814814814,,,,,,,,
RMU-LAT,forgotten_vs_retained,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,32.0,36,408,0.6896888616557734,0.6750936138344227,0.7029990468409586,,,,,,,,
RMU-LAT,suppressed_vs_forgotten,correct_only,mean_difference,full,per_fold_selected,16.8,325,151,0.5781100356597044,0.5542078451349974,0.602462047885889,0.5110127356087621,0.4937941925624045,0.5304409067753438,0.7516732639008545,0.7321428950322514,0.7677897400759771,0.6262450276568294,0.2175386555162249
RMU-LAT,suppressed_vs_forgotten,correct_only,logistic_regression,full,per_fold_selected,16.8,325,151,0.5969123790117166,0.5646663270504331,0.6256678553234845,0.5617167600611308,0.5336352521650535,0.5878785022924096,0.7473501417146735,0.7181234186918264,0.7704693432799548,2.2341878751401456,0.3264664801752065
RMU-LAT,suppressed_vs_retained,correct_only,mean_difference,full,per_fold_selected,16.1,325,584,0.5977563224446786,0.585084167544784,0.6061566122233931,0.5469399367755532,0.5304137249736565,0.5622686380400422,0.4841822447916648,0.4640450607248571,0.5041570515506147,0.6360588783374135,0.2219474638701785
RMU-LAT,suppressed_vs_retained,correct_only,logistic_regression,full,per_fold_selected,16.1,325,584,0.5821570073761856,0.5526011591148577,0.6107849051633298,0.5654433614330874,0.5374106296101159,0.5956731427818757,0.4718274835175798,0.4380503790372173,0.5026513448605318,1.2142864396562296,0.3080828369508581
RMU-LAT,suppressed_vs_rest,correct_only,mean_difference,full,per_fold_selected,14.3,325,948,0.5116627718273289,0.4820748945147679,0.5336058909444985,0.507026452450503,0.4994725738396624,0.5192309720869848,0.2916855969909264,0.263912354033972,0.3136695569299281,0.5708881073251872,0.1907952734328135
RMU-LAT,suppressed_vs_rest,correct_only,logistic_regression,full,per_fold_selected,14.3,325,948,0.5454634858812073,0.5276923888347939,0.5649953748782862,0.53215376501136,0.5197861489776047,0.5526262577085361,0.3202807492811667,0.2941220341731214,0.3479491900642141,0.8059879328167993,0.2331821658914784
RMU-LAT,forgotten_vs_retained,correct_only,mean_difference,full,per_fold_selected,16.2,151,584,0.7054567722035742,0.6788311938673681,0.7201218475006803,0.5376026263267714,0.5199079481538601,0.559641346502767,0.3786566654270074,0.3531172456963047,0.4031675264381654,0.4644104031446665,0.1494575213864277
RMU-LAT,forgotten_vs_retained,correct_only,logistic_regression,full,per_fold_selected,16.2,151,584,0.6609912228975777,0.6308308479996372,0.6859177968792524,0.5964191349904745,0.5606059489249751,0.6203100902658079,0.3458124719203054,0.3088660909694338,0.3850573323030989,1.987850277425906,0.23563253156863
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,per_fold_selected,11.5,173,44,0.5825308723068838,0.4963199553336836,0.6465416447714135,0.4998127955859169,0.4840317919075144,0.514201261166579,0.8320220635679683,0.7973043324048554,0.8586668009361916,0.5193437374910773,0.1657024770226056
RMU,suppressed_vs_forgotten,correct_only,logistic_regression,Qstar,per_fold_selected,11.5,173,44,0.5523811087756174,0.4969308328954282,0.5980737651077246,0.5163885969521809,0.4718060299527062,0.5461836573830794,0.8302369189015634,0.7945013652757481,0.8537136619427738,1.127412313064151,0.2215437954288231
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,0.0,173,44,0.5980031529164477,0.5980031529164477,0.5980031529164477,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,1.0,173,44,0.5935036784025224,0.5664871255911718,0.6211540987913821,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,2.0,173,44,0.59599316868103,0.5689076458223857,0.6225269311613243,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,3.0,173,44,0.5891946925906464,0.5563321071991593,0.6181686810299527,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,4.0,173,44,0.5835982658959538,0.5449619022595902,0.6175906463478718,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,5.0,173,44,0.5714858118759854,0.5231378087230688,0.6098495796111403,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,6.0,173,44,0.5857593273778245,0.5384688649500788,0.6229538885969522,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,7.0,173,44,0.5902390961639516,0.5481542301629007,0.6243891224382554,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,8.0,173,44,0.6103060956384656,0.583929978980557,0.6389253809774041,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,9.0,173,44,0.6176760378349974,0.5899829217025748,0.6494942196531791,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,10.0,173,44,0.6250328428796637,0.5995894640042039,0.651904887020494,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,11.0,173,44,0.6220769837099315,0.6008210719915922,0.6498817656332107,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,12.0,173,44,0.6305504466631635,0.6130681818181818,0.6527620861797162,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,13.0,173,44,0.6407842879663689,0.6229867314766159,0.6614687335785602,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,14.0,173,44,0.6357593273778244,0.6130156332107198,0.6548311875985287,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,15.0,173,44,0.6264976353126643,0.6072221492380452,0.6430274566473988,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,16.0,173,44,0.623673147661587,0.6081220441408303,0.6393950341565948,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,17.0,173,44,0.6182080924855491,0.5992150551760378,0.6324126379400946,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,18.0,173,44,0.6174198633736205,0.5962986074619022,0.6319725433526011,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,19.0,173,44,0.6133342091434576,0.5899632159747766,0.6242544666316343,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,20.0,173,44,0.6118562795585918,0.590242380451918,0.6227042827115081,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,21.0,173,44,0.6096032580136627,0.5876149500788229,0.6233545717288492,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,22.0,173,44,0.6127430373095113,0.5896873357856016,0.6262381765633211,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,23.0,173,44,0.6141027325275881,0.5915955070940621,0.6270559642669469,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,24.0,173,44,0.6106739358906988,0.5879039674198634,0.6243464266946926,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,25.0,173,44,0.6104046242774566,0.5863012348922754,0.6239096163951655,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,26.0,173,44,0.6108250131371519,0.5866132422490804,0.6243102995270625,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,27.0,173,44,0.6143851812926957,0.5898285601681555,0.6290265370467683,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,28.0,173,44,0.6148449816079873,0.5901734104046242,0.6290528113504992,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,29.0,173,44,0.6139844981607988,0.5889023909616395,0.6267176826064109,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,30.0,173,44,0.6131699947451393,0.5865081450341566,0.6273154230162901,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,31.0,173,44,0.6116789280084078,0.5841533105622702,0.6258177877036258,,,,,,,,
RMU,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,32.0,173,44,0.6102272727272728,0.5783861008933263,0.6277456647398844,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,per_fold_selected,8.4,173,44,0.5383703363110877,0.4552959143457698,0.6204643983184445,0.4968273778244876,0.4823699421965318,0.5171324881765633,0.8156221523611145,0.7790847419627912,0.8583294394018136,0.5278278037083216,0.1689452810501821
RMU,suppressed_vs_forgotten,mean_all_choices,logistic_regression,Qstar,per_fold_selected,8.4,173,44,0.5229867314766159,0.4693395296899632,0.5910338938518129,0.5146643457698371,0.4847510509721492,0.5612191276931161,0.811672270388223,0.7798018467829168,0.847365377715696,1.14812892915594,0.2252206234088502
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,0.0,173,44,0.5980031529164477,0.5980031529164477,0.5980031529164477,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,1.0,173,44,0.5450735680504467,0.5092518392012612,0.5781167892800841,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,2.0,173,44,0.5514910667367314,0.5174264319495533,0.5843635049921176,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,3.0,173,44,0.5476090383604834,0.4977995270625328,0.5859104046242775,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,4.0,173,44,0.5453625853914871,0.49488964792433,0.5883309248554913,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,5.0,173,44,0.5378349973725697,0.4705530740935365,0.5893490541250658,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,6.0,173,44,0.5644968470835522,0.4933427482921703,0.6252430373095113,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,7.0,173,44,0.5729308985811877,0.5077837624802942,0.6298640304781923,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,8.0,173,44,0.5859169732002101,0.5422490803993694,0.6295651602732527,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,9.0,173,44,0.5891290068313191,0.5495631897004729,0.6343963478717815,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,10.0,173,44,0.5894048870204939,0.555520888071466,0.627430373095113,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,11.0,173,44,0.5873620599054126,0.5636527850761955,0.620878218602207,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,12.0,173,44,0.6059576983709931,0.58408105622701,0.6307803468208093,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,13.0,173,44,0.6091368891224382,0.5904065948502365,0.6300709406200735,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,14.0,173,44,0.5953428796636888,0.579246584340515,0.6161192853389386,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,15.0,173,44,0.585371781397793,0.5690094587493432,0.6056489753021544,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,16.0,173,44,0.5585588544403575,0.5312631371518655,0.5711606673673147,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,17.0,173,44,0.530537309511298,0.496518654755649,0.5533959537572255,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,18.0,173,44,0.5133079348397267,0.4748029427220178,0.5532612979506043,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,19.0,173,44,0.5021676300578034,0.4586836573830793,0.5469324750394114,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,20.0,173,44,0.4941605359957961,0.4546177088807146,0.5378349973725696,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,21.0,173,44,0.4873292170257488,0.4459636100893326,0.5334044929059379,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,22.0,173,44,0.490055176037835,0.4496058854440357,0.5347346295323174,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,23.0,173,44,0.489805570152391,0.4496518654755649,0.5351353126642144,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,24.0,173,44,0.4834603258013662,0.4407974251182343,0.5290166841828691,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,25.0,173,44,0.4858775617446137,0.4419764844981608,0.5330366526537047,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,26.0,173,44,0.4868825538623226,0.4448403836048344,0.5320185233841304,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,27.0,173,44,0.4924724119810824,0.451202049395691,0.5367150551760379,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,28.0,173,44,0.4937335785601681,0.452929584866001,0.5366198108250131,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,29.0,173,44,0.4926826064109301,0.451113373620599,0.5349579611140305,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,30.0,173,44,0.4924724119810825,0.450952443510247,0.5368759852863899,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,31.0,173,44,0.4922556489753021,0.4470605622700998,0.5357658959537572,,,,,,,,
RMU,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,32.0,173,44,0.4755583289542827,0.4222149238045192,0.5222083552285864,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,per_fold_selected,15.1,173,44,0.6855885444035733,0.6330136626379401,0.7323075407251708,0.5276898318444561,0.5026931161324225,0.5629581581713085,0.8799951821455849,0.8523398849498591,0.904624338108008,0.4966558471075432,0.15349891613152
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,logistic_regression,Qstar,per_fold_selected,15.1,173,44,0.7200735680504468,0.672907908565423,0.766835260115607,0.6115179978980557,0.551095310036784,0.6542367314766159,0.9009451840041868,0.875438851060346,0.9258727863155192,0.893579323195951,0.1796057938272862
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,0.0,173,44,0.5980031529164477,0.5980031529164477,0.5980031529164477,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,1.0,173,44,0.624323436678928,0.5888498423541776,0.6560923541776142,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,2.0,173,44,0.6133145034156595,0.583893851812927,0.6414575669994745,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,3.0,173,44,0.6177220178665265,0.5935332369942197,0.6439404887020493,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,4.0,173,44,0.6200735680504468,0.5893753284287967,0.6436383342091434,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,5.0,173,44,0.6325078822911192,0.6119318181818182,0.6511527850761955,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,6.0,173,44,0.6408368365738307,0.620753415659485,0.6591401734104045,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,7.0,173,44,0.6421177088807146,0.610710063058329,0.6602929584866001,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,8.0,173,44,0.6715580662112453,0.6500656857593273,0.6961146873357856,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,9.0,173,44,0.6840777719390436,0.6655084077771939,0.7045553074093537,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,10.0,173,44,0.6891158696794534,0.6708749343142406,0.7082764056752496,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,11.0,173,44,0.7111928533893851,0.6958913557540725,0.7281200735680504,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,12.0,173,44,0.7048476090383604,0.6850137940094587,0.7244613767735155,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,13.0,173,44,0.713524697845507,0.6926169206516027,0.7331877299001577,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,14.0,173,44,0.690606936416185,0.6722707566999474,0.7106805044666317,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,15.0,173,44,0.685746190225959,0.6726451655281135,0.7016946925906464,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,16.0,173,44,0.6593667892800841,0.6340449290593799,0.6772398843930635,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,17.0,173,44,0.6335588544403573,0.6023416973200211,0.6546965317919075,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,18.0,173,44,0.6217485549132947,0.582879006831319,0.6470112979506043,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,19.0,173,44,0.6273843930635838,0.5942722017866526,0.6475499211770888,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,20.0,173,44,0.62948633736206,0.5951523909616395,0.6505123489227536,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,21.0,173,44,0.6292761429322123,0.5876445086705202,0.6531956121912769,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,22.0,173,44,0.6303665265370468,0.5905051234892276,0.653320415133999,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,23.0,173,44,0.6301760378349972,0.5900584603258013,0.6534419337887546,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,24.0,173,44,0.6290396741986337,0.5873817656332108,0.6521085128744089,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,25.0,173,44,0.6295848660010509,0.5860976090383605,0.653668549658434,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,26.0,173,44,0.6304913294797687,0.5872996584340515,0.6551891749868628,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,27.0,173,44,0.6333420914345769,0.5902325275880189,0.6585227272727273,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,28.0,173,44,0.6330005254860747,0.5903146347871782,0.658378218602207,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,29.0,173,44,0.6322254335260116,0.5891158696794535,0.6563091171833947,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,30.0,173,44,0.6302811350499212,0.5833946400420389,0.6566835260115608,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,31.0,173,44,0.6291973200210195,0.580911718339464,0.6575604308985812,,,,,,,,
RMU,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,32.0,173,44,0.6263859695218076,0.568661324224908,0.6596919337887546,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,per_fold_selected,11.1,173,389,0.5107560515327576,0.4713932270383524,0.5358121461580754,0.5021289953489755,0.4926948823870306,0.5191665304545522,0.31961339126968,0.2910643461912895,0.3439287707808826,0.6275470486795648,0.217152048593991
RMU,suppressed_vs_retained,correct_only,logistic_regression,Qstar,per_fold_selected,11.1,173,389,0.5351665007355455,0.48976774596193,0.5826340698693849,0.5201119663580842,0.491644686984561,0.5573307502563264,0.3336602435792287,0.308198594760298,0.3666166258433542,1.8837160545906304,0.2996610133487019
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,0.0,173,389,0.5032022229817079,0.5032022229817079,0.5032022229817079,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,1.0,173,389,0.4950049779336375,0.4530057060493038,0.5312695959701027,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,2.0,173,389,0.5089201598882566,0.4683949507407463,0.5413265078681071,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,3.0,173,389,0.5152035008989999,0.4840538954188151,0.5499751103318127,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,4.0,173,389,0.5286424357697965,0.502986017207305,0.5507920115309747,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,5.0,173,389,0.5160534644932167,0.4867843291677192,0.5410088859830304,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,6.0,173,389,0.5001775710655749,0.4670445933696896,0.5299675319850811,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,7.0,173,389,0.4994390537468237,0.470855313015439,0.5267745961929953,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,8.0,173,389,0.5006352437701531,0.4700859622271424,0.5300373716510394,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,9.0,173,389,0.5014049660460347,0.4739178566652303,0.5314806009183173,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,10.0,173,389,0.5091958036762411,0.4827982673819041,0.5411151314323075,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,11.0,173,389,0.501178358619255,0.477962984977042,0.5287078175847363,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,12.0,173,389,0.5033708783452456,0.4831381785220738,0.5249736243814731,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,13.0,173,389,0.507062721963832,0.4799184956238762,0.5266297160348902,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,14.0,173,389,0.5326470719348559,0.5124069423599863,0.5517073569401311,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,15.0,173,389,0.5411303624232878,0.5243733004442992,0.5578562194451462,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,16.0,173,389,0.5415107657102098,0.5235749736243814,0.5518340342065767,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,17.0,173,389,0.5406006211272419,0.5230742083599567,0.5500895285079573,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,18.0,173,389,0.5403688128742739,0.5231626224051592,0.5485864897395129,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,19.0,173,389,0.5422901466632986,0.5248684933949508,0.5516449470258704,,,,,,,,
RMU,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,20.0,173,389,0.5428637234943609,0.525351798742886,0.5520023180825298,,,,,,,,
