method,contrast,feature_mode,direction,question_set,layer_selection_mode,selected_layer_or_mean,n_positive,n_negative,auc_mean,auc_ci95_low,auc_ci95_high,balanced_accuracy_mean,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,average_precision_mean,average_precision_ci95_low,average_precision_ci95_high,log_loss_mean,brier_score_mean
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,per_fold_selected,17.6,186,45,0.565442054958184,0.4919354838709677,0.6377180406212664,0.5205555555555555,0.497347670250896,0.5577822580645161,0.837017447004983,0.8075381894871273,0.8750225854335533,0.5102513478257841,0.1598746612155128
ELM,suppressed_vs_forgotten,correct_only,logistic_regression,Qstar,per_fold_selected,17.6,186,45,0.6130286738351256,0.5293399044205496,0.6795131421744325,0.5581003584229391,0.4930734767025089,0.5991039426523297,0.8611743260410446,0.8243301425386551,0.8943554478907386,1.1430094281222902,0.2112529747227792
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,0.0,186,45,0.6329749103942653,0.6329749103942652,0.6329749103942652,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,1.0,186,45,0.5263978494623656,0.441574074074074,0.5881242532855436,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,2.0,186,45,0.5338291517323777,0.459557945041816,0.5924850657108721,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,3.0,186,45,0.5432676224611709,0.4699462365591398,0.5957407407407407,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,4.0,186,45,0.5326463560334528,0.4695639187574671,0.5793249701314217,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,5.0,186,45,0.5414874551971327,0.4588351254480287,0.5965352449223417,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,6.0,186,45,0.5620011947431303,0.4733273596176822,0.6216816009557945,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,7.0,186,45,0.5540979689366786,0.474758064516129,0.6116696535244922,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,8.0,186,45,0.5490740740740743,0.4713649940262843,0.6123148148148148,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,9.0,186,45,0.5735483870967741,0.51084229390681,0.6237724014336917,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,10.0,186,45,0.5661230585424134,0.512610513739546,0.6122670250896057,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,11.0,186,45,0.5666606929510156,0.5194115890083633,0.6043667861409796,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,12.0,186,45,0.5636140979689367,0.5160902031063321,0.5993608124253286,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,13.0,186,45,0.5806750298685783,0.5359707287933095,0.6200925925925925,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,14.0,186,45,0.5760035842293906,0.5409438470728793,0.6187962962962963,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,15.0,186,45,0.5629151732377539,0.5286081242532855,0.6107168458781361,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,16.0,186,45,0.5701493428912784,0.532541816009558,0.6175507765830346,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,17.0,186,45,0.5656511350059737,0.5161887694145758,0.6223536439665471,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,18.0,186,45,0.5673954599761052,0.5181362007168459,0.622057945041816,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,19.0,186,45,0.5657706093189964,0.5137634408602151,0.6104480286738351,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,20.0,186,45,0.5725328554360812,0.5240322580645161,0.6148297491039426,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,21.0,186,45,0.5784109916367981,0.5297968936678614,0.6193070489844683,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,22.0,186,45,0.5811887694145759,0.5359229390681004,0.6196057347670251,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,23.0,186,45,0.5900716845878137,0.5456869772998806,0.6253166069295101,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,24.0,186,45,0.595268817204301,0.5518219832735962,0.6331003584229391,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,25.0,186,45,0.5929749103942651,0.5505465949820789,0.6266397849462365,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,26.0,186,45,0.5939844683393071,0.5518249701314217,0.6266786140979689,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,27.0,186,45,0.5975388291517325,0.5600776583034647,0.6274820788530466,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,28.0,186,45,0.5948626045400239,0.556726403823178,0.6257646356033453,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,29.0,186,45,0.5947968936678614,0.5581511350059737,0.6246953405017921,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,30.0,186,45,0.5925925925925926,0.5573178016726404,0.6215232974910394,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,31.0,186,45,0.5910095579450418,0.5566039426523298,0.6205495818399044,,,,,,,,
ELM,suppressed_vs_forgotten,correct_only,mean_difference,Qstar,each_layer,32.0,186,45,0.5948745519713261,0.5633183990442056,0.6216338112305854,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,per_fold_selected,16.8,186,45,0.5522102747909201,0.4914277180406213,0.625773596176822,0.5368906810035842,0.5087813620071685,0.5671236559139784,0.8282180652548938,0.799871059031848,0.8646229423870809,0.5148924536153779,0.1603193369773505
ELM,suppressed_vs_forgotten,mean_all_choices,logistic_regression,Qstar,per_fold_selected,16.8,186,45,0.5015591397849464,0.439005376344086,0.5694952210274791,0.5000716845878137,0.4649775985663082,0.5528225806451613,0.8096651076041403,0.7791981910093472,0.8389801984816536,1.5690556972507388,0.255883091070581
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,0.0,186,45,0.6329749103942653,0.6329749103942652,0.6329749103942652,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,1.0,186,45,0.5014755077658303,0.4030376344086021,0.5541935483870968,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,2.0,186,45,0.4932198327359617,0.3965770609318996,0.5461589008363202,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,3.0,186,45,0.505800477897252,0.4087216248506571,0.5668727598566309,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,4.0,186,45,0.522610513739546,0.4274193548387097,0.5706152927120669,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,5.0,186,45,0.5169235364396656,0.4082497013142174,0.5734468339307048,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,6.0,186,45,0.5235782556750299,0.4188381123058542,0.5787455197132616,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,7.0,186,45,0.5195101553166068,0.4140083632019116,0.5776493428912783,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,8.0,186,45,0.5154121863799282,0.4093518518518518,0.5838142174432497,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,9.0,186,45,0.5335483870967743,0.4412634408602151,0.6049402628434887,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,10.0,186,45,0.5378853046594982,0.4563560334528077,0.605689964157706,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,11.0,186,45,0.5364755077658303,0.4750657108721625,0.5887485065710872,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,12.0,186,45,0.5516009557945042,0.48944743130227,0.6036170848267622,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,13.0,186,45,0.5640023894862605,0.5141457586618877,0.6109050179211469,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,14.0,186,45,0.5876224611708484,0.5493010752688172,0.6241099163679809,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,15.0,186,45,0.5929330943847073,0.5604062126642773,0.6300298685782556,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,16.0,186,45,0.5617084826762246,0.5231302270011948,0.6036708482676224,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,17.0,186,45,0.5517801672640383,0.5097281959378733,0.5937903225806451,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,18.0,186,45,0.5460454002389487,0.495621266427718,0.5878464755077658,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,19.0,186,45,0.5562903225806451,0.5103046594982078,0.5975238948626045,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,20.0,186,45,0.5559557945041818,0.5080107526881721,0.598915770609319,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,21.0,186,45,0.5716248506571087,0.5295728793309439,0.6109916367980884,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,22.0,186,45,0.5767025089605735,0.5358273596176822,0.615704898446834,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,23.0,186,45,0.5743130227001194,0.5309139784946237,0.6145818399044205,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,24.0,186,45,0.5826642771804063,0.5428166069295102,0.6190651135005973,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,25.0,186,45,0.5834229390681004,0.5485931899641577,0.6175089605734766,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,26.0,186,45,0.577258064516129,0.541594982078853,0.6104330943847073,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,27.0,186,45,0.5755794504181602,0.5402538829151733,0.6107735961768219,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,28.0,186,45,0.5756690561529271,0.5389934289127838,0.6100089605734766,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,29.0,186,45,0.5744623655913978,0.5369324970131422,0.6085752688172043,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,30.0,186,45,0.5745758661887694,0.539626642771804,0.6083064516129032,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,31.0,186,45,0.5791517323775388,0.5471385902031064,0.6133034647550777,,,,,,,,
ELM,suppressed_vs_forgotten,mean_all_choices,mean_difference,Qstar,each_layer,32.0,186,45,0.5881720430107528,0.5616457586618877,0.6194772998805257,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,per_fold_selected,10.7,186,45,0.7543966547192354,0.7015830346475508,0.8029868578255674,0.589094982078853,0.5410618279569892,0.6342383512544802,0.9248228581450748,0.9021987824957708,0.9442414046666876,0.4424384773667036,0.1385750812848686
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,logistic_regression,Qstar,per_fold_selected,10.7,186,45,0.763536439665472,0.7153285543608124,0.8127747909199523,0.629005376344086,0.580192652329749,0.6753987455197132,0.9242425417876416,0.9058407761223743,0.9402761927088849,0.9148473867265436,0.1776029682342497
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,0.0,186,45,0.6329749103942653,0.6329749103942652,0.6329749103942652,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,1.0,186,45,0.7205615292712066,0.7039725209080048,0.7307735961768219,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,2.0,186,45,0.7254301075268816,0.7102329749103943,0.7398028673835125,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,3.0,186,45,0.7249701314217443,0.710331541218638,0.7404988052568697,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,4.0,186,45,0.7104241338112305,0.6986021505376344,0.725421146953405,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,5.0,186,45,0.7211230585424133,0.7069295101553166,0.7350209080047789,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,6.0,186,45,0.7159557945041816,0.7006063321385902,0.7347879330943847,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,7.0,186,45,0.7008363201911589,0.6804778972520908,0.7200985663082436,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,8.0,186,45,0.7311469534050179,0.7149671445639187,0.749115890083632,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,9.0,186,45,0.7291218637992831,0.71084229390681,0.7448954599761052,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,10.0,186,45,0.7436618876941457,0.7222192353643966,0.7582676224611709,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,11.0,186,45,0.8020370370370371,0.791347072879331,0.8090919952210275,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,12.0,186,45,0.8029091995221027,0.7953673835125448,0.8112455197132616,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,13.0,186,45,0.7779689366786141,0.7611051373954599,0.7944086021505377,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,14.0,186,45,0.7064396654719235,0.6834647550776582,0.7175358422939068,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,15.0,186,45,0.6921445639187574,0.6740979689366786,0.7023805256869773,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,16.0,186,45,0.6738709677419354,0.6585692951015532,0.686373954599761,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,17.0,186,45,0.6504719235364398,0.627942054958184,0.6672520908004779,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,18.0,186,45,0.6344205495818398,0.6091786140979689,0.6503166069295101,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,19.0,186,45,0.6288112305854241,0.6042562724014338,0.6435812425328554,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,20.0,186,45,0.6294086021505375,0.604426523297491,0.6457078853046595,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,21.0,186,45,0.6279928315412187,0.6003882915173238,0.6453494623655913,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,22.0,186,45,0.6279390681003585,0.5996356033452808,0.6443428912783752,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,23.0,186,45,0.6293966547192354,0.602057945041816,0.6458004778972521,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,24.0,186,45,0.6302508960573477,0.6024372759856631,0.6472968936678615,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,25.0,186,45,0.6283751493428913,0.5981481481481481,0.6454629629629629,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,26.0,186,45,0.6293130227001195,0.5997759856630824,0.6468518518518518,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,27.0,186,45,0.6300298685782556,0.60084229390681,0.6477718040621266,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,28.0,186,45,0.6284468339307049,0.5985782556750299,0.6470549581839904,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,29.0,186,45,0.6283691756272402,0.5991935483870968,0.6467443249701315,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,30.0,186,45,0.6267084826762245,0.5949910394265233,0.645905017921147,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,31.0,186,45,0.6255675029868578,0.5912126642771804,0.6467353643966547,,,,,,,,
ELM,suppressed_vs_forgotten,correct_minus_mean_wrong,mean_difference,Qstar,each_layer,32.0,186,45,0.6170011947431304,0.5797550776583035,0.6389396654719235,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,per_fold_selected,9.8,186,418,0.5660730822657818,0.5050650820599887,0.599396125945362,0.5154801409682563,0.497109250398724,0.5318818490507794,0.3612498405580299,0.3215298247867303,0.388166896803888,0.6265187454287167,0.2160708008250814
ELM,suppressed_vs_retained,correct_only,logistic_regression,Qstar,per_fold_selected,9.8,186,418,0.5943998559448475,0.5684985465864073,0.6277827082368679,0.5620440397180634,0.5291210063281371,0.596467754797551,0.3829112233481449,0.3533697189687036,0.4200132136214441,2.761740171004237,0.3341198476193203
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,0.0,186,418,0.5499176827699748,0.5499176827699748,0.5499176827699748,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,1.0,186,418,0.4922801872716983,0.4615118716880176,0.5235793846787055,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,2.0,186,418,0.512160441426146,0.477228031589237,0.5477121597983228,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,3.0,186,418,0.530782785409271,0.4939300689406801,0.563257254205896,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,4.0,186,418,0.56042663476874,0.5299374260431137,0.585662653701703,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,5.0,186,418,0.5774701600041159,0.5510328239954725,0.592839687194526,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,6.0,186,418,0.5749839224160107,0.5459076117713638,0.5949001903585944,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,7.0,186,418,0.5734469053866337,0.5522589005504964,0.5889990739311622,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,8.0,186,418,0.5756302412923804,0.5509964886556568,0.5982870942017802,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,9.0,186,418,0.5792676338941194,0.5546509234964243,0.6010267145135566,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,10.0,186,418,0.5862408036219582,0.5645498919586356,0.606368652569841,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,11.0,186,418,0.5872138190049904,0.5689789447960076,0.6101086201574317,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,12.0,186,418,0.5819037145650048,0.5615205535833719,0.6028357642640325,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,13.0,186,418,0.5708481247106035,0.5448043679580182,0.5954966687245975,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,14.0,186,418,0.5712359160364253,0.5416981787312857,0.5955220713073005,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,15.0,186,418,0.5806393733600865,0.5496041698821834,0.6031750012862067,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,16.0,186,418,0.5637630549981992,0.5348893219118177,0.5903463754694654,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,17.0,186,418,0.5493935535319238,0.5232263209343005,0.5785406055461233,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,18.0,186,418,0.5361404794978649,0.5060323095127849,0.5616533544271235,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,19.0,186,418,0.5288078149920256,0.502865025466893,0.547850105468951,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,20.0,186,418,0.5265363739260174,0.5017315557956475,0.5428293975407728,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,21.0,186,418,0.5252726758244586,0.5051763389411946,0.540000064310336,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,22.0,186,418,0.5239703915213254,0.5040505865102639,0.5388347610227916,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,23.0,186,418,0.5229793692442248,0.5024441143180532,0.5389022868755466,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,24.0,186,418,0.5225111899984565,0.5021051988475588,0.5390698153007151,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,25.0,186,418,0.5219536193857077,0.5029518444204353,0.5374517672480321,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,26.0,186,418,0.5224076503575653,0.5040499434069043,0.5372581931368009,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,27.0,186,418,0.5206751299068786,0.5028573082265781,0.5352671451355662,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,28.0,186,418,0.5203934506353861,0.5036592581159643,0.5349709960384833,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,29.0,186,418,0.518372819879611,0.5007157740392035,0.5329030971857797,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,30.0,186,418,0.5188094870607604,0.5019267376652776,0.5328683696043628,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,31.0,186,418,0.518979909451047,0.5022402505530689,0.5327063075577506,,,,,,,,
ELM,suppressed_vs_retained,correct_only,mean_difference,Qstar,each_layer,32.0,186,418,0.5207169316252509,0.5058072233369347,0.533647810876164,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,per_fold_selected,17.1,186,418,0.5415431908216288,0.5114392010083861,0.5704256058033647,0.5023453979523589,0.4917309770026238,0.5169679605906261,0.336953731191917,0.3128278432584866,0.362471501178694,0.627197500381447,0.2167398656295723
ELM,suppressed_vs_retained,mean_all_choices,logistic_regression,Qstar,per_fold_selected,17.1,186,418,0.540981118485363,0.5080982790554098,0.5674753691413285,0.5245594741986932,0.498701895868704,0.5468758038791994,0.3357718705339266,0.3070596837151218,0.3624947108592319,2.7311809889225414,0.360717567943363
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,0.0,186,418,0.5499176827699748,0.5499176827699748,0.5499176827699748,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,1.0,186,418,0.5139379791120029,0.4900212867212018,0.5340815840921953,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,2.0,186,418,0.5174711889694912,0.496236559139785,0.5383755852240573,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,3.0,186,418,0.522334979677934,0.5007054843854505,0.5415872434017596,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,4.0,186,418,0.5477439934146215,0.5221185753974379,0.573713793280856,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,5.0,186,418,0.5411438236353346,0.5147151695220455,0.568740996552966,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,6.0,186,418,0.5389546997993517,0.5118006250964655,0.5677036708339764,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,7.0,186,418,0.5427232854864433,0.5183786078098471,0.567375366568915,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,8.0,186,418,0.5367186294181201,0.5092629392395945,0.5642762514791377,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,9.0,186,418,0.5406820754231619,0.5118546457786696,0.566212314143129,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,10.0,186,418,0.5464622884189947,0.522633701188455,0.5678879199464938,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,11.0,186,418,0.545285409270978,0.519747453310696,0.5676683001492,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,12.0,186,418,0.5386511550136339,0.5139337989401657,0.561183888974636,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,13.0,186,418,0.5419367700776869,0.5144569635231775,0.5684753948654627,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,14.0,186,418,0.5472108607295365,0.5256234887071051,0.5688014482687658,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,15.0,186,418,0.546277074651438,0.5260553326130576,0.566636119257087,,,,,,,,
ELM,suppressed_vs_retained,mean_all_choices,mean_difference,Qstar,each_layer,16.0,186,418,0.5497073879713947,0.5326104851571745,0.5674084863919329,,,,,,,,
