label,mean_shift_pp,ci_low_pp,ci_high_pp,pr_shift_gt_0,pr_shift_lt_0,n_rows,n_unique_questions
cross_cutting_or_unclear,-1.2594285714285713,-10.204081632653061,7.346938775510209,0.3802,0.5834,771,280
expanding_access,0.4631836734693877,-3.2653061224489806,4.489795918367347,0.5516,0.37,771,280
unlocking_new_biology,0.7962448979591837,-8.163265306122447,9.387755102040817,0.5446,0.4192,771,280
