axis,label,n_rows_total,n_unique_questions,n_suppressed_rows,n_forgotten_rows,mean_balanced_shift,median_balanced_shift,ci95_low,ci95_high,sign_probability_positive,sign_probability_negative,bootstrap_repetitions,bootstrap_seed
risk_stage,background_or_cross_cutting,771,280,526,245,-0.059929872072373,-0.059322033898305,-0.1523561169486899,0.0303059108192187,0.088,0.8938,5000,43
risk_stage,build,771,280,526,245,0.0174195941169793,0.0175747467259698,-0.0627371647732225,0.0966420439143398,0.6582,0.3072,5000,43
risk_stage,design,771,280,526,245,0.017600348569997,0.0163599866175978,-0.0753986972147349,0.113926826560071,0.6158,0.3512,5000,43
risk_stage,release,771,280,526,245,0.0111056916311148,0.0092165898617511,0.0,0.0291697175732217,0.883,0.0154,5000,43
risk_stage,test_learn,771,280,526,245,0.0138042377542817,0.0126582278481012,-0.0168067226890756,0.0490612492853058,0.7558,0.1688,5000,43
