axis,label,n_rows_total,n_unique_questions,n_suppressed_rows,n_forgotten_rows,mean_balanced_shift,median_balanced_shift,ci95_low,ci95_high,sign_probability_positive,sign_probability_negative,bootstrap_repetitions,bootstrap_seed
topic_category,bioweapons_bioterrorism,771,280,526,245,0.013667298392732645,0.013452914798206275,-0.023170530174421222,0.05000523012552294,0.7356,0.19,5000,45
topic_category,dual_use_virology,771,280,526,245,0.04513974172547398,0.04523749971577343,-0.04247309619650042,0.1324799196787148,0.8316,0.1456,5000,45
topic_category,enhanced_potential_pandemic_pathogens,771,280,526,245,-0.036254665969593806,-0.036000000000000004,-0.1209704542166932,0.04484304932735422,0.19,0.7854,5000,45
topic_category,expanding_access,771,280,526,245,0.010486131770245856,0.008403361344537816,-0.015212039100855147,0.04382557489340881,0.6946,0.204,5000,45
topic_category,reverse_genetics_easy_editing,771,280,526,245,0.027648662793441765,0.027667984189723327,-0.054691620516877634,0.11061993974769344,0.7226,0.2458,5000,45
topic_category,viral_vector_research,771,280,526,245,-0.06068716871230045,-0.060606060606060594,-0.12844220920378763,0.0042739628040057275,0.0306,0.9594,5000,45
